%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0,105,0,0,6,0,0,12.5,0,person
0,40,0,0,19.5,0,1.5,23,0,person
0,15,6,1.5,22.5,0,6,21,0,person
11.5,12,2,6.5,11,1,8,20,0,person
5.5,14,0,0,3,0,0,19,8,person
4.5,20,0,1,7,0,0,43.5,7,person
3.5,12.5,0,0,8,2,0,20.5,6.5,person
0,8.5,0,0,10,0,2.5,38.5,2,person
0,19,0,0,11.5,0,0,32,0,person
0,13.5,7.5,0,4.5,2,2.5,23,11,person
0,15.5,0,0,29,0,0,16.5,4,person
0,0,0,0,8,0,4.5,20,1.5,person
9.5,13.5,0,0,4.5,0,6,23,8.5,person
0,12.5,0,0,4.5,0,0,34,0,person
0,13.5,0,1.5,8.5,2,0,29.5,0,person
4,12.5,0,0,7,2,0,18.5,0,person
4,28,4,0,26.5,0,2,21.5,0,person
4,15,9,5,43,0,0,28,0,person
2,16,0,2,13,1,0,50,0,person
18.5,16.5,0,2,6,0,0,24,7.5,person
0,17,12,0,28.5,0,15.5,10.5,16,person
3,21,0,0,5.5,0,0,4,3,person
11,35.5,0,0,9.5,0,0,6,10,person
3.5,5.5,6,1.5,10,0,0,14.5,4.5,person
0,303,0,0,7.5,0,0,33.5,0,person
0,26.5,0,0,35,0,0,38,0,person
0,33.5,0,0,4,0,0,49,0,person
0,173.5,0,0,3.5,0,2,12,0,person
0,427,6.5,0,8,0.5,6,18.5,0,person
6,11,0,7,14.5,0,7.5,27,1.5,person
4,8.5,0,6,16.5,2,0,20,1.5,person
5,13,0,6.5,15.5,2,1,19.5,0,person
0,21,0,2,11.5,0,0,32.5,3,person
2,11.5,0,2,11,2,0,41,1.5,person
5,502.5,0,0,3,1,9.5,34,0,person
0,19,3.5,0,16.5,0,1,32,0,person
0,39.5,7.5,0,25.5,3.5,7,28,0,person
0,22.5,11,6,11.5,1,7,8.5,0,person
0,17,7.5,0,22.5,2,8,30,0,person
8,26,0,5,9,0,0,18,6,person
0,0,11.5,0,10,0,0,0,2,person
2.5,9.5,0,5.5,5,0,0,2.5,2.5,person
4,13.5,0,0,27,0,0,16.5,8.5,person
12.5,3.5,11,0,102.5,0,0,5,17.5,person
14.5,24.5,10,12.5,35,19,24,18.5,18.5,police
32,32,0,6,17,22.5,16.5,8,23.5,police
14.5,34.5,0,15.5,22,18,21,11.5,26.5,police
10,29,8.5,12,16,23,26,4,20.5,police
27,29.5,0,15.5,424.5,29,29,2.5,29.5,police
24.5,35.5,10,34,56,30,15.5,31,18,police
15,22,18.5,23,5,37.5,23,13.5,16.5,police
22.5,26,19.5,19.5,11.5,24,24.5,14,13.5,police
18.5,35,12,15.5,17,17.5,25,21.5,17.5,police
15.5,34.5,16.5,33.5,13,12.5,12.5,21.5,25.5,police
14,43,14.5,17,23,66,10.5,6,17.5,police
20.5,22,15.5,25.5,18,37,12,34.5,12.5,police
17.5,15.5,21,29,23,43.5,19.5,38,8.5,police
8,32,3,22.5,6,20.5,7.5,22.5,14,police
11.5,32.5,6.5,45.5,44.5,52,12,19,5,police
18.5,11.5,0,14,8.5,10.5,9,10,23,police
18,40,0,19,20,12,12.5,1,40.5,police
11,12,11,24,24.5,20.5,23,8,34.5,police
9,27.5,0,18,15,14,9.5,2,19,police
2,35,2.5,23,13,8,9.5,16.5,21,police
71.5,6,12,13.5,15,20.5,25.5,9.5,33.5,police
16.5,11.5,15,20.5,18,51.5,53.5,2,53.5,police
7,18,9.5,24,6.5,25,19.5,14.5,62.5,police
7.5,21.5,13.5,4,7.5,21,24.5,14,17,police
4,8,22.5,18,7,7.5,7.5,9.5,4,police
19,29,15.5,32,16,18.5,20.5,31.5,7,police
15.5,31,17.5,20,14.5,4.5,19.5,22.5,22.5,police
0,30.5,10.5,9.5,17.5,21,18.5,15.5,32,police
21,27,7.5,17.5,13.5,60,22.5,19.5,0,police
20.5,22.5,10,22,5.5,28,19.5,25,14,police
10,19,16.5,22.5,23.5,26.5,2.5,3,18.5,police
19.5,47.5,10,27.5,42.5,34,10,32,10.5,police
18.5,16,11,17.5,12.5,21.5,5,32,16,police
18.5,44,9,22.5,30.5,30.5,14,43,14,police
17.5,31.5,18,29.5,24.5,27.5,15,39,14,police
16,20.5,7,16.5,27,16,3.5,13,20,police
16.5,15.5,6.5,29,30.5,18,8,19.5,9.5,police
11.5,33.5,5,33,34.5,33,24,23,11.5,police
27,13,7,19.5,14.5,27.5,20,32,10.5,police
8,20.5,18,32,17,25,18,27.5,8.5,police
19.5,32.5,16,31.5,52.5,60.5,9.5,33.5,16,police
18,19.5,5,16,22,19,20,19.5,12.5,police
24.5,13.5,6.5,33.5,15.5,10,7.5,56,14,police
21.5,5,4.5,11,44.5,3,15,10,4,police
20.5,16.5,12,32,16,25.5,10,36,1,police
19.5,40,0,1,8,19,20.5,9,25,police
39,21.5,0,21.5,10.5,22,3,22,5.5,police
10,16.5,16,18.5,14.5,16,11.5,31,15,police
14,40.5,21,21.5,11,16,15,31,1,police
14.5,34.5,17.5,30.5,7,10,15.5,55.5,0,police
0,14.5,9.5,4.5,19.5,28,27.5,5.5,8,police
16.5,14.5,23.5,26.5,7.5,24.5,0,18,14.5,police
9,21.5,23,31,24.5,10.5,26,11,24.5,police
46,17,19.5,7,0,23,11.5,13.5,18,police
18,26,0,6,10.5,38.5,20.5,34,13,police
31.5,28.5,4.5,27,31.5,37.5,23.5,25.5,14,police
11,35,10,21,481,21,13.5,33,8.5,police
9,18.5,6,20,16,19.5,12,28,6,police
17.5,8.5,0.5,16,13,17,22,2,48,police
24,4.5,4,2,22.5,17.5,21,8.5,25.5,police
22,13,19.5,11,16.5,11,19,13.5,24.5,police
20,20.5,16.5,18,14,39,34,22.5,24.5,police
46,21,8.5,11.5,20,26,27,8.5,36,police
9,35,8.5,18.5,4,30,12.5,6,14,police
1,40,12,17.5,2,36,27.5,29.5,15,police
6,36,8.5,23.5,2.5,33,18.5,37.5,4,police
1.5,26,7,70,7.5,33.5,21.5,23.5,0,police
10,36,0,27.5,7,29.5,3.5,14,9,police
21.5,35,7,9,34,63.5,22.5,37,0,police
23,23,8.5,17,6,30.5,17,31,0,police
19,27.5,0.5,7,0,31.5,20,17,11,police
26,34,5,25,16,73,11.5,28.5,0,police
19,31.5,0.5,22.5,10.5,71.5,5,21.5,6,police
2,53.5,5,51,10.5,26.5,16.5,28,13,police
8,55.5,5.5,35,12,48,17,26,0,police
22,27.5,0,20,4.5,47.5,5,42.5,0,police
4,21.5,14,57.5,4,49,16.5,22.5,20.5,police
10.5,33,3,35,5,89,22,32,0,police
18.5,10.5,5,31.5,2,26.5,8.5,37,6,police
29.5,19.5,25,0,2.5,8,0,16.5,31,police
25.5,14.5,14,11,4.5,26,21,19.5,13.5,police
51.5,15,15.5,4,11.5,1,14.5,5,10.5,police
20.5,10.5,9,36,13.5,22,13,33,4,police
27.5,11,14,21.5,14,19.5,18.5,32,19.5,police
4,15.5,20,2,20,3.5,13.5,10,4,police
6,19,11.5,19.5,16.5,3,10,8,12,police
20.5,18.5,8.5,6.5,0,18.5,20.5,23,9.5,police
19,29,2,20,30,28.5,25,16,27.5,police
20.5,21,0,7,10.5,18,22,15,14.5,police
3.5,45.5,8.5,36,5,24,0,17,12.5,police
0,28.5,0,30,5.5,19,0,8,18.5,police
23,4.5,5,5,14,2,19.5,8,23.5,police
10,5,21,9.5,25,10,22.5,0.5,20,police
9,16,0,14,15,13,14.5,7,19,police
0,28.5,6.5,19,343,0,9.5,9.5,21,police
7,0,6.5,13,645.5,22,21.5,22,14,police
38,2,16.5,7,12.5,8.5,12.5,16.5,27,police
5.5,17,6.5,6.5,15,5,25.5,19.5,11,police
42.5,15,37.5,5,18.5,14.5,18,16.5,18,police
26,24,3.5,16,12.5,30,14,33,12.5,police
10,12,18.5,16,5,4,21,12.5,1,police
21,0,20.5,7,14.5,5,23.5,6,27.5,police
7,29,0,1,28,27.5,22.5,24,15.5,police
5,20,0,3,22.5,9.5,14,12.5,10,police
11.5,16.5,0,15,16,18.5,21.5,22,11,police
9.5,6,0,13.5,24.5,10,14.5,16.5,9,police
9.5,27,0,9,35.5,9,16,24.5,11.5,police
28,14,22.5,10,14,3,23.5,8,18.5,police
5,15,3,7,13.5,19,11,25,9,police
11.5,16,0,22,16,11,17.5,21,18.5,police
12,30,6,9,57.5,8,9.5,6,4.5,police
24.5,29.5,0,12.5,15,20.5,15,0,13.5,police
10,33.5,0,1,13,28.5,21,19.5,11,police
16.5,34,11.5,9.5,19,23.5,25.5,10,8.5,police
18.5,20,2,13.5,16,29.5,16,1,1,police
24.5,24.5,7.5,15,6,30,15,15.5,26.5,police
6.5,18.5,0,20,14,25.5,25.5,7,22.5,police
12.5,29.5,0,19,17,28,16.5,4,24.5,police
5.5,31,0,13,5.5,32.5,7.5,2,6,police
0,17,0,20,5.5,30.5,18,24,20,police
10,29,0,9,16.5,31,8,39,0,police
5.5,26,3,7,6.5,30,27.5,8.5,8.5,police
7.5,31.5,0,20.5,5.5,28.5,19,18,28.5,police
19.5,20,8.5,13,13.5,27,11,12.5,15,police
5,32.5,7.5,14.5,10.5,22,18.5,12,11,police
21,25.5,15,6.5,17,6.5,0,30,11,police
23.5,5,10.5,9,0,7.5,13.5,1,22,road-block
28,6.5,18.5,35.5,0,8,18.5,2,23.5,road-block
19,9.5,19.5,10,0,4,20.5,0,22,road-block
18,1,16.5,10.5,0,12.5,16.5,3,18.5,road-block
24.5,23.5,28.5,8,2.5,9.5,16.5,3.5,22,road-block
0,0,0,9,2,0,22.5,0,0,road-block
18,1,1,10,0,28.5,13.5,13,3,road-block
0,2,27,9.5,1,4,16.5,2,21.5,road-block
8.5,0,0,15.5,0,19.5,4,0,1,road-block
2,0,0,17,0,25.5,9,3.5,3,road-block
13,6.5,8,1,6.5,8.5,11.5,10.5,12,road-block
16.5,7.5,10,14.5,2.5,18.5,10.5,14.5,16.5,road-block
23.5,8.5,10.5,6.5,2,10.5,9.5,17.5,23,road-block
24,6.5,12.5,34.5,5.5,17.5,10.5,13.5,17,road-block
14,9.5,16,17,4.5,36.5,9.5,15,5,road-block
24,5,11.5,5,0,5,10,0.5,29,road-block
23,14,12.5,8,0,1,15,3,28.5,road-block
25.5,6,26.5,2,1,1.5,19.5,4,24.5,road-block
24,12,24,1,0,2,14.5,7,27.5,road-block
19.5,11,14.5,36,2.5,0,15.5,3.5,24.5,road-block
19,12.5,8,7,5,24.5,16.5,23,15,road-block
24,9.5,1.5,8.5,0,13.5,11.5,6,26.5,road-block
18.5,0,18.5,10.5,2,20.5,12.5,4,16,road-block
14,18.5,24.5,13.5,1,25.5,13.5,6,19,road-block
22.5,4.5,12,10,4.5,14.5,14.5,3,14,road-block
23,4.5,25.5,10,1,7,16.5,12.5,23.5,road-block
24.5,9,27.5,4,3.5,9.5,15.5,9,24.5,road-block
27,6.5,24.5,7,0.5,6,19.5,10.5,26.5,road-block
27.5,9,22.5,4,4,2,19.5,3,27,road-block
19.5,9.5,25,13,1,3.5,19.5,5.5,26.5,road-block
22.5,10,17.5,12,5.5,18,14.5,7,21,road-block
19.5,18.5,21.5,19,0,11.5,11,9.5,29,road-block
25.5,10,26.5,13,8.5,13.5,14.5,15.5,21,road-block
14.5,142,26,18.5,0,7.5,6.5,11.5,27,road-block
8,5.5,18.5,24.5,4.5,10.5,14.5,4.5,22,road-block
0,0,15.5,9,5,6.5,19.5,7,29.5,road-block
17.5,0,17.5,6,0,3.5,24,4,23,road-block
2.5,4,0.5,9.5,0,22.5,21,7,10,road-block
23,0,18,5.5,4,9.5,25.5,9.5,25,road-block
0,5,21.5,4,2,2,27.5,4,26.5,road-block
27,4,0,4,3,10.5,21.5,12.5,21,road-block
27.5,2,0,45,3,7,25.5,4,22,road-block
28.5,0,0,3,0,11,19,15.5,20.5,road-block
36,9,0,1,0,4.5,20.5,9.5,20,road-block
23.5,18,0,7.5,0,13,19.5,8,20,road-block
0,17,9,7.5,0,7.5,27.5,5,25,road-block
0,0,1.5,10.5,0,15,19,2,17,road-block
1.5,0,0,22.5,0,24.5,6,3,2,road-block
19.5,0,11.5,11.5,0,7,19,1,17.5,road-block
0,0,2,15.5,0,25.5,7,3,1,road-block
0,0,9,8.5,0,10.5,29.5,0,14,road-block
0,0,4.5,5,0,17,20.5,7.5,16.5,road-block
31,0,9.5,0.5,0,26.5,20,13,9.5,road-block
24.5,3,0,5,1,4,29.5,3,49,road-block
0,1.5,0,5.5,0.5,24,19.5,14,13.5,road-block
0,0,0,10,9,10.5,0,8,22,road-block
0,0,0,1,0,4,0,0,0,road-block
0,0,0,0,0,0,0,0,22.5,road-block
0,9.5,13.5,6.5,3,7.5,22.5,9,25.5,road-block
0,2.5,0,2.5,9.5,10,11.5,8.5,17,road-block
0,0,11.5,7,5.5,9.5,18.5,5,10,road-block
0,0,2.5,17.5,6.5,12.5,17.5,5,18,road-block
8.5,0,0,9,3,18.5,15.5,5,15.5,road-block
0.5,0,1.5,27.5,0,18.5,2,2,3,road-block
14.5,7,0,20.5,0,11.5,14,2,16.5,road-block
14,20,13.5,7.5,2,3,16.5,8.5,18,road-block
18,13,17,1,16.5,3,17.5,8.5,15,road-block
19,11.5,23.5,2,0,11,14.5,17.5,15,road-block
26.5,24.5,0,15,3,9,21.5,5,22.5,road-block
17.5,15,27.5,9.5,2,7,20.5,7,23,road-block
24.5,9.5,24.5,7,14.5,9,19.5,12.5,20.5,road-block
27,7.5,24.5,3,3,8,27.5,2,26.5,road-block
29.5,8,17.5,3,49.5,12.5,25.5,13,20,road-block
22,8,24.5,9.5,2,10,22.5,1,24.5,road-block
26,9,16.5,4,1.5,14,20.5,3,23,road-block
11,7,0,5,0,14.5,20.5,4,18,road-block
0,3.5,7,2,0,30.5,15.5,13,0,road-block
0,3,0,9,1,17,15,2,11.5,road-block
26.5,0,0,3,1,14.5,11.5,9.5,18.5,road-block
0,0,0.5,5,1.5,26.5,8.5,12,6,road-block
1,0,3.5,8,2,31.5,13,0,0,road-block
0,0,8.5,12.5,0,19.5,12,2,10,road-block
36,0,12.5,4,4.5,8,22.5,2,22.5,road-block
0,0,13,12.5,0,11.5,19,2,18,road-block
19,0,24.5,7.5,0,8.5,20.5,0,18,road-block
20.5,0,16.5,2,1,3,23.5,3,22.5,road-block
32,13.5,29.5,2,1,2,21.5,0,26.5,road-block
26.5,5,21.5,20.5,1,4,21.5,3,28.5,road-block
18.5,15,20.5,25,2,12.5,13.5,15.5,21,road-block
27.5,5,23,3,0,3,20.5,2,30.5,road-block
24,0,3.5,2,1,9.5,16.5,16.5,14.5,road-block
30,6,18.5,25,3,9.5,21.5,8.5,24.5,road-block
31,7.5,15.5,6.5,2.5,5,17.5,11,24.5,road-block
24.5,8.5,18.5,2,4.5,4,19.5,12,20.5,road-block
26.5,12,17,4,2.5,9,17.5,4,25.5,road-block
21.5,0,8.5,1,2,5,12.5,6.5,23.5,road-block
25,8.5,0,4,5,10,19.5,7,19,road-block
28.5,14,0,3,5.5,19.5,13.5,22,12.5,road-block
0,22.5,7.5,31.5,4.5,4.5,18.5,11.5,16.5,road-block
18.5,12.5,21.5,3,2,6.5,22.5,2,21.5,road-block
15.5,23.5,19,13.5,2,7.5,18.5,9,23,road-block
27,0,62.5,5,0,3.5,20,3,23.5,road-block
29.5,20,20,5.5,3,6,21.5,7,20.5,road-block
26.5,24,26.5,15,1,11.5,19.5,7,22,road-block
4.5,18,0,15.5,8.5,3,12.5,20,0,road-block
17.5,1,0,6.5,2,5.5,22.5,3.5,23.5,road-block
19,8,0,4.5,3,2.5,20.5,8.5,20.5,road-block
26.5,29,0,8.5,1,16.5,17.5,13.5,19,road-block
24,1,15.5,7.5,7.5,33.5,21.5,13.5,16.5,road-block
19.5,11,0,7.5,5,5,22.5,4,21.5,road-block
16,16,12.5,6,0,11.5,13.5,21.5,15,road-block
28.5,2.5,24,7.5,3,7,15.5,6.5,25.5,road-block
22.5,5,22.5,9.5,4,10.5,18.5,13.5,19.5,road-block
27,0,7,2,0,14,16,24.5,11,road-block
26,7.5,25.5,5,0,9.5,18.5,10,21.5,road-block
0,0,2.5,4,16.5,10.5,12,14,0,road-block
28.5,0,26,9.5,0,3,26.5,0,23.5,road-block
0,0,33,6.5,0,4,22.5,3,20.5,road-block
2,0,14.5,23.5,0,5.5,9,0,8,road-block
1.5,0,26.5,20.5,0,7.5,12,3,15,road-block
0,0,2,4,1.5,14.5,0,0,0,road-block
7,0,39.5,0,0,1,0,0,20,road-block
0,0,14.5,5,0,19.5,15.5,2,9,road-block
11.5,0,14.5,0,0,15,17.5,12.5,10.5,road-block
9,0,0,3,0,0,0,0,0,road-block
15.5,0,0,4,0,0,19,0,7.5,road-block
31,0,0,1,0,7.5,15,2,21.5,road-block
3.5,0,5,0,0,1,20.5,0,22.5,road-block
0,0,27.5,1,0,1,0,0,10.5,road-block
0,0,0,0,0,19.5,18.5,4,13,road-block
