%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
1026,548,943,20,230,36,45.5,2.5,236.953,298.049,294.149,13.0711,16.9514,31.6213,28.1082,2.66667,fire-brigade
878,366,870,275,35.5,27,40,26.5,225.054,134.024,451.706,198.208,29.5914,15.5853,37.6184,38.8407,fire-brigade
834,407,681,96,26,21.5,38,12.5,258.083,198.167,260.108,43.3553,33.5254,28.7646,43.5727,6.48,fire-brigade
1008,529,714,100,11.5,25.5,41,11.5,223.196,232.995,262.451,42.5269,18.0553,19.1605,41.4535,5.85668,fire-brigade
623,335,500,296,5,8.5,7,25.5,189.397,179.154,180.225,161.924,20.541,57.8037,12.0794,44.8048,fire-brigade
572,480,831,384,5.5,32.5,22.5,26.5,202.083,192.551,387.664,162.752,17.2643,40.4935,18.9796,42.9937,fire-brigade
708,322,499,349,4.5,36,9.5,22,146.184,189.622,198.125,175.439,27.7026,27.6051,29.5803,51.7437,fire-brigade
672,268,468,311,7.5,33,13,15,356.024,121.581,201.64,180.024,34.659,19.8638,22.1031,54.9771,fire-brigade
501,180,308,269,88.5,32,6.5,8,166.669,117.338,183.983,159.054,21.388,22.253,26.4795,55.3164,fire-brigade
499,355,544,234,6,28.5,8,44.5,200.225,183.581,157.355,157.522,28.4903,20.2311,31.5733,20.3789,fire-brigade
429,254,441,241,44,30.5,6,49,257.137,180.894,193.841,154.593,11.8805,44.2992,29.7319,29.4829,fire-brigade
378,186,466,228,28,19.5,15,30.5,142.142,86.8112,147.355,131.924,27.5857,5.97159,34.4755,13.3444,fire-brigade
460,265,485,250,32,23.5,7.5,21.5,196.309,113.539,198.669,156.267,30.8808,11.5598,36.8663,26.1379,fire-brigade
387,231,502,299,21,27,17.5,16.5,149.598,108.024,200.811,165.439,35.4073,8.8963,45.2731,16.1707,fire-brigade
425,229,281,161,26,21,5,49,164.167,132.953,135.941,193.421,36.1876,33.4525,21.2247,13.8659,fire-brigade
600,299,612,408,8,37.5,18.5,6,247.983,143.723,204.125,165.154,14.3009,16.994,25.388,28.7504,fire-brigade
608,429,542,391,14.5,26.5,5.5,15.5,161.539,166.409,189.154,167.782,29.669,34.7689,27.1126,26.4604,fire-brigade
555,510,835,422,54.5,22.5,13.5,12.5,205.463,186.409,229.439,194.953,14.8786,25.056,24.8704,48.6359,fire-brigade
678,442,675,239,28,35,4,35,189.581,175.622,142.225,146.652,39.0117,29.9664,21.787,28.6199,fire-brigade
1969,982,1093,261,163.5,35.5,5,13,227.338,215.522,67.1127,74.9117,23.7263,24.5964,30.7302,19.9167,fire-brigade
1611,563,1046,766,29,17,12.5,25.5,213.966,131.054,137.497,152.409,28.6967,31.881,12.131,40.6818,fire-brigade
1463,783,1353,549,27.5,16,13.5,28.5,187.723,103.598,197.439,107.095,24.5796,41.2222,23.1142,29.5988,fire-brigade
1511,940,1603,493,23.5,27,4.5,20.5,234.409,226.995,120.77,84.8112,35.4803,34.5767,14.7222,11.6667,fire-brigade
2087,1174,1014,512,11,20.5,8.5,21,122.912,230.61,100.669,94.7107,17.3871,20.8263,4.2381,21.2381,fire-brigade
424,229,221,239,14.5,18.5,13.5,33.5,219.238,148.267,153.799,194.551,12.8291,22.6121,14.0877,47.0425,fire-brigade
350,195,382,229,31,29.5,5.5,20.5,196.142,105.439,135.598,96.8112,24.2909,13.0781,32.9387,46.192,fire-brigade
426,223,231,254,10,14.5,3.5,31.5,115.071,170.267,106.627,168.409,23.9681,33.2828,13.8651,28.6674,fire-brigade
404,246,480,203,17,25,14.5,35.5,171.456,230.108,202.125,142.066,29.0841,17.7558,40.5411,20.5983,fire-brigade
341,248,361,226,12.5,24.5,6,28.5,231.296,161.095,155.456,153.581,37.6608,13.3348,43.1601,14.6086,fire-brigade
629,432,729,435,15.5,37.5,7.5,32.5,205.782,155.38,192.326,171.723,32.6056,21.5083,44.0296,22.8338,fire-brigade
765,376,805,437,8,28.5,14.5,34.5,192.284,151.581,189.782,149.723,32.1968,15.9245,36.0039,14.5446,fire-brigade
821,369,790,559,20.5,23,10,25,155.841,105.539,208.024,173.338,30.4165,14.3004,42.3427,15.875,fire-brigade
726,468,604,259,8.5,18.5,18,30,201.941,147.782,187.054,117.681,43.6657,11.5317,52.1944,13.9208,fire-brigade
1063,544,790,299,72.5,56.5,30.5,39.5,217.113,306.576,218.894,124.551,27.4092,13.7114,37.8508,21.2427,fire-brigade
1151,531,514,221,12,25.5,25,0,275.38,207.095,140.627,0,14.8778,39.4858,35.1192,0,fire-brigade
1262,777,631,191,5.5,35,62.5,0,211.012,261.279,229.262,0,20.729,38.4852,26.7696,0,fire-brigade
931,627,798,165,7,40.5,36,0,218.669,218.836,181.456,0,28.5079,15.5119,29.311,0,fire-brigade
1125,547,748,138,4.5,28,68,11,235.397,226.309,271.99,51.9411,18.9048,35.5392,15.5316,7.28571,fire-brigade
1144,671,676,194,15,25,64,21.5,344.652,221.48,237.019,80.8112,23.0305,30.1643,28.4928,10.6059,fire-brigade
997,412,896,382,14.5,24,11.5,19.5,208.912,152.853,262.267,157.439,20.4556,25.4431,26.4257,45.1783,fire-brigade
841,252,604,437,6,33,6.5,18.5,232.225,113.338,217.64,206.267,31.6306,22.0182,23.3523,57.1828,fire-brigade
924,548,687,121,56,43,41.5,13,212.811,237.078,191.539,58.7696,27.6561,23.368,29.1582,8.06061,fire-brigade
915,440,541,100,74.5,32,47,14.5,226.711,231.137,164.936,53.0122,18.4083,47.4016,24.8248,9.20471,fire-brigade
910,482,466,284,8,6.5,13,33.5,229.497,140.326,97.7401,136.409,35.31,34.8115,24.3116,27.0896,fire-brigade
360,256,414,294,10,24.5,13,10,161.154,135.095,188.326,178.912,14.3341,20.3804,25.2041,57.8595,fire-brigade
776,321,540,297,30.5,18.5,32.5,4.5,265.865,141.782,234.894,142.811,28.9651,18.6234,33.2373,19.2315,fire-brigade
486,251,416,300,21.5,0,12.5,29,263.924,49.6569,198.125,354.735,32.0227,0,20.9063,55.5973,fire-brigade
667,121,443,415,864.5,7.5,4.5,58.5,171.012,38.8701,184.87,488.375,27.6022,6.61111,15.1592,23.4055,fire-brigade
554,333,373,121,12.5,19.5,21.5,13,152.326,246.551,175.782,72.4264,15.2016,34.55,43.1823,11.8497,fire-brigade
328,279,464,264,12,33,9,34,169.154,154.409,283.882,154.652,35.5677,25.8175,14.5111,38.1067,fire-brigade
436,198,387,229,4,2,9.5,11,283.74,87.4558,241.439,134.77,16.5694,18.8333,20.2939,27.5114,fire-brigade
370,345,333,122,5,13,32.5,3,294.225,145.882,226.894,100.426,30.8056,34.8797,33.3744,21.3333,fire-brigade
391,213,311,175,1.5,24.5,21.5,12,158.87,151.095,186.267,135.882,10.6944,29.6438,27.8654,38.2222,fire-brigade
383,227,344,200,6.5,32.5,15.5,8,197.355,142.066,227.782,143.054,17.9037,41.3771,31.154,54.6875,fire-brigade
780,501,552,322,7.5,23,9,46,226.912,192.652,128.184,156.108,25.8094,30.1182,27.9403,30.8877,fire-brigade
833,565,953,496,14.5,15.5,15.5,32.5,232.953,181.782,230.125,166.066,19.2029,14.4122,30.9277,17.6329,fire-brigade
627,692,591,492,10.5,24.5,11,36,217.497,198.409,167.154,158.794,34.2832,29.9395,46.8781,12.8041,fire-brigade
618,304,612,372,22,39,9.5,22,245.497,122.309,181.983,131.841,39.4865,14.7231,41.415,18.5814,fire-brigade
837,450,782,496,12.5,27.5,14,37.5,187.113,148.752,246.51,173.037,21.7093,25.1193,29.4789,23.8144,fire-brigade
831,312,759,295,14.5,38,26,26.5,233.439,157.966,229.782,161.924,22.9464,16.5765,33.211,34.8434,fire-brigade
1128,566,1186,436,20,16.5,12,19.5,238.468,188.953,228.811,177.439,25.0463,23.4063,18.4365,47.8602,fire-brigade
1257,776,846,284,10.5,31,50,28.5,228.125,218.108,267.397,91.4386,29.9721,17.9359,27.6558,16.4143,fire-brigade
711,603,868,329,12,27.5,13,37,168.569,187.48,235.439,140.309,24.2599,16.6569,25.0227,19.7162,fire-brigade
1181,517,718,395,8,25.5,98.5,38.5,304.024,190.995,172.225,147.723,15.8117,20.9011,38.3051,15.9076,fire-brigade
954,547,611,467,23.5,22.5,17.5,41.5,203.924,116.953,107.355,129.38,36.4494,37.3283,36.5639,20.7091,fire-brigade
902,418,534,218,25,18,29.5,20.5,417.078,190.167,113.196,83.6396,32.7348,40.6049,37.622,10.5575,fire-brigade
900,655,480,268,5.5,16,20,35.5,239.882,199.539,128.426,118.409,22.5068,26.1176,39.3832,21.7214,fire-brigade
1213,533,876,388,17,21.5,50.5,30.5,250.953,208.409,234.978,120.752,23.1715,34.1648,28.2628,20.8825,fire-brigade
787,722,417,262,17.5,25,16,35.5,209.539,220.409,111.698,124.894,26.6029,18.4712,28.5708,22.0153,fire-brigade
539,381,363,236,5,13.5,3.5,24.5,378.368,184.953,215.012,183.581,34,17.5015,5.9709,37.5289,fire-brigade
682,334,448,284,19.5,28.5,1.5,28.5,140.125,147.581,234.184,177.238,17.4538,18.3513,3.60317,41.6391,fire-brigade
564,240,620,317,25,25.5,6,20.5,237.439,157.095,228.326,178.61,32.4369,39.2152,17.76,27.8044,fire-brigade
903,397,641,257,11,19.5,18.5,25,227.296,174.267,242.61,151.681,30.1452,13.9051,17.0932,29.8819,fire-brigade
614,416,549,260,11.5,31.5,10.5,17.5,176.468,206.551,221.64,153.782,32.3383,9.61773,23.0384,27.5685,fire-brigade
1703,639,912,590,179,20.5,10.5,21.5,200.409,144.953,120.326,148.752,28.9195,21.3234,15.9844,37.6204,fire-brigade
1527,918,1398,750,246.5,18.5,14.5,23,258.208,122.912,121.497,144.51,35.228,25.9894,21.9425,31.8535,fire-brigade
1474,860,934,160,137.5,35.5,70,14,133.941,266.007,382.902,49.598,25.4604,18.0473,31.8615,9.25,fire-brigade
1260,705,882,294,15,20.5,38.5,27,285.823,202.752,186.693,97.196,15.7731,33.5426,29.5347,28.2727,fire-brigade
1394,945,766,141,33,23,77,0,411.019,225.338,342.073,0,21.5445,18.1151,23.8944,0,fire-brigade
373,212,384,256,19.5,32,5.5,26.5,112.042,127.338,221.983,150.267,38.047,10.199,48.4691,13.1287,fire-brigade
776,261,739,515,23,33.5,9,59.5,223.48,120.752,209.539,374.517,25.6884,11.0706,16.0488,48.945,fire-brigade
736,326,607,356,24,33.5,13,71,242.51,149.238,139.882,327.103,27.9677,14.2381,37.5392,33.4936,fire-brigade
392,294,467,374,18,33,2.5,20,174.853,219.48,305.882,179.681,34.3887,11.5263,28.6111,26.3056,fire-brigade
647,302,706,344,19,43,5.5,37.5,216.853,137.622,171.154,296.291,34.2377,10.75,12.8629,26.8184,fire-brigade
1046,465,918,454,14,32.5,14.5,15.5,198.811,154.066,246.61,164.953,16.1571,20.4978,17.055,25.2531,fire-brigade
1496,543,1291,470,32.5,34,22.5,27.5,377.605,157.48,287.966,144.752,24.1016,22.9717,27.5224,35.4967,fire-brigade
1382,919,944,205,22,37,35.5,16.5,164.024,225.421,227.522,73.1543,35.8506,27.8591,23.5056,16.4949,fire-brigade
1407,588,852,222,35.5,42,34,22.5,217.882,215.764,229.279,85.6396,12.8191,32.8245,33.2354,14.3424,fire-brigade
861,493,575,279,6,21.5,7.5,23,191.154,189.581,152.426,107.539,22.014,26.616,35.3722,12.7753,fire-brigade
565,286,540,306,5.5,33.5,138,24,170.326,137.581,221.255,287.279,33.0909,34.4889,30.6242,45.4329,fire-brigade
301,252,499,311,8,36,28.5,56,200.569,228.828,470.978,504.191,10.5774,23.5263,31.0268,14.4554,fire-brigade
436,284,270,190,6.5,79.5,10.5,20,271.64,331.831,186.225,147.196,33.881,17.6776,16.0952,41.5306,fire-brigade
453,175,408,249,7,31.5,5,18.5,327.397,111.095,217.64,129.799,16.6949,25.8095,19.4516,26.9484,fire-brigade
386,249,317,212,3.5,32.5,6,4,177.355,164.267,210.083,138.912,16.3849,22.5013,41,7.33333,fire-brigade
417,389,252,272,96,41,18.5,19.5,171.338,283.22,139.782,181.439,41.3148,24.5682,25.6295,20.4469,fire
410,372,228,238,19.5,16,17.5,12.5,199.581,170.711,142.468,183.296,33.2196,13.0513,53.503,23.2361,fire
449,428,380,325,30,28,40.5,17,313.279,206.167,268.635,141.983,30.9212,11.7567,45.4189,28.8439,fire
295,319,252,254,36.5,9,38,20.5,248.836,174.225,437.161,310.693,35.4508,9.16459,44.9438,21.4411,fire
314,351,220,265,19.5,52.5,30,9.5,175.924,533.144,235.823,210.953,35.0047,18.6399,31.56,38.0126,fire
470,297,332,370,31,14,18.5,12.5,239.622,114.225,291.723,87.6985,45.7028,16.3194,34.6571,31.1642,fire
406,368,317,310,13.5,16,16.5,25.5,154.326,130.669,177.296,153.924,23.9397,25.6559,35.574,22.4992,fire
248,309,361,237,19.5,10,13.5,31.5,274.409,148.912,188.811,129.581,46.4066,19.8002,40.1646,19.5569,fire
337,348,305,213,28.5,31.5,25.5,24,226.894,239.037,181.238,135.296,36.2029,18.9827,46.4287,15.9682,fire
400,384,329,305,31,30.5,16,38,262.593,243.38,179.782,174.208,34.239,19.0117,30.3614,26.717,fire
589,440,447,276,30,27,15.5,44.5,332.593,253.338,153.782,149.865,27.2494,20.8799,24.8935,28.7588,fire
556,457,335,294,34,42.5,22,49,215.823,244.978,146.368,167.421,24.8732,38.6119,28.5338,33.5637,fire
457,402,298,258,45,24.5,11.5,35.5,261.078,226.794,189.882,159.723,25.1884,29.2151,23.6442,37.8545,fire
356,369,172,192,38,34.5,30.5,34.5,230.593,263.522,126.267,142.409,26.2653,37.4116,31.9797,32.1032,fire
427,461,227,177,31,43,19.5,37.5,253.764,233.421,123.296,112.066,29.6046,38.3189,42.2427,18.5012,fire
358,324,242,241,32,30.5,25.5,5,302.108,209.48,150.267,91.3137,32.1629,12.283,40.7654,12.375,fire
353,289,399,238,4,23,48.5,7.5,98.9706,200.853,345.747,139.255,46.4583,18.7545,33.9525,27.3791,fire
353,298,347,206,7,33.5,14.5,7,158.426,152.409,218.61,130.627,21.2648,16.503,17.6989,6.5,fire
318,302,232,212,4.5,13,25.5,4,131.698,85.2548,176.752,130.627,33.4565,14.5079,22.7366,13.5208,fire
220,306,278,187,18,11,15,11.5,154.368,110.569,112.569,288.468,23.5435,6.39569,36.9393,26,fire
323,298,246,265,23.5,18,16.5,4.5,202.267,152.853,143.64,135.698,39.2104,19.6778,19.4253,10.375,fire
675,314,371,410,26,25,11.5,11.5,162.267,151.338,109.154,212.125,19.3185,15.8,25.9461,29.7281,fire
229,377,258,236,15.5,7,27,31.5,118.811,139.74,104.024,203.497,29.29,13.006,36.4407,24.6651,fire
547,556,524,404,19.5,33.5,24.5,7.5,165.439,264.693,243.255,150.184,43.6984,24.6715,38.0476,24.4432,fire
348,291,190,236,23,14.5,22.5,9,225.966,268.066,124.953,160.77,41.0563,14.0759,41.7153,8.88148,fire
231,270,163,197,22,15,18.5,37,242.309,100.77,116.468,167.966,34.132,32.2685,19.2242,44.8213,fire
271,222,193,203,20.5,20.5,14.5,20.5,233.581,178.61,176.811,146.125,32.9322,22.6014,16.8773,19.1239,fire
289,233,240,230,29,28,17.5,42.5,254.451,197.338,197.095,186.35,20.9057,46.3751,29.1095,36.6046,fire
280,325,254,214,9,44.5,20,32.5,93.3137,388.09,192.853,183.38,14.036,25.6828,18.9111,29.7241,fire
257,211,249,276,15,18,25.5,20.5,143.397,180.368,199.581,195.924,11.4475,42.0099,33.9314,25.7814,fire
239,266,204,218,20.5,35.5,17.5,49.5,237.439,224.208,138.468,184.007,22.2336,43.3714,14.25,33.0685,fire
241,200,196,219,18.5,13.5,25.5,40.5,134.811,195.64,147.924,184.693,14.421,45.2444,21.5093,34.5461,fire
226,181,188,187,8,13.5,11.5,36,209.397,93.9828,185.782,147.137,24.2421,39.3563,28.098,27.1163,fire
158,204,177,230,20,14,17,31.5,265.823,192.225,136.225,192.066,17.9111,38.6054,13.1935,40.2338,fire
244,231,250,260,14.5,31,38.5,26.5,181.196,360.392,406.919,185.581,23.1732,40.3755,30.6742,35.1215,fire
397,499,245,279,26.5,23.5,22.5,15.5,249.037,221.439,161.924,162.61,43.5448,18.0593,41.6381,17.812,fire
754,478,309,268,34,102,25,36,241.865,548.382,126.125,140.652,15.7659,35.2088,43.9574,18.6694,fire
460,505,203,277,24.5,34.5,22,18.5,145.439,253.037,132.368,157.439,31.9619,33.1256,51.8945,17.6719,fire
587,524,342,218,24.5,58.5,21.5,32,400.35,476.316,197.439,123.338,21.6441,35.538,28.5243,16.25,fire
553,563,275,238,41,44.5,17,30.5,416.534,179.522,97.397,125.095,17.3669,32.6709,47.2946,15.8743,fire
252,302,287,280,11,9.5,44.5,1,97.3137,161.983,171.037,133.698,25.3833,13.4591,23.8333,24.2222,fire
392,344,207,258,55,21,11.5,6,519.73,250.652,161.64,128.142,30.5028,18.9464,25.3407,17.875,fire
415,307,248,314,18,11.5,3,7,197.196,203.782,152.87,220.368,38.7698,3.74305,32.8333,37.8194,fire
273,230,260,212,7,15,33,0,178.912,182.853,169.238,128.971,47.25,20.391,39.0984,0,fire
466,504,298,338,28.5,42.5,26.5,2.5,324.007,385.262,130.61,144.042,43.3734,9.10482,25.3211,28.1111,fire
296,251,300,227,30.5,17.5,15.5,4,261.723,138.083,151.64,139.113,27.5856,34.6106,26.8681,26.0722,fire
343,344,341,238,21,26,21,18,338.794,281.137,143.539,291.966,25.0357,17.1895,37.979,36.0933,fire
325,415,289,275,18.5,15,26.5,22,272.066,144.225,145.095,315.48,48.7715,17.4585,42.8399,13.9236,fire
359,410,230,187,12,25.5,14.5,3,155.598,268.551,145.983,139.74,40.137,14.0583,32.9851,23.75,fire
364,240,425,379,21.5,5,10.5,27.5,350.35,132.284,180.368,182.752,33.5394,14.2037,33.6304,23.8123,fire
187,257,311,155,9.5,28.5,18.5,2,165.983,216.066,203.581,130.627,26.3342,21.7826,36.4313,43.5,fire
286,298,309,172,30,20,30,0,264.794,226.853,227.966,128.142,27.3804,17.2077,19.242,0,fire
244,239,213,173,17,13,22.5,24,214.51,209.196,128.267,177.397,40.7591,16.625,43.6301,15.9501,fire
195,298,248,190,13,6,13,8.5,168.368,171.74,203.397,158.184,39.535,14.2,20.5006,6.84889,fire
399,384,250,209,13.5,26,45,13.5,192.953,216.995,166.953,171.64,41.0635,9.40567,36.7641,26.037,fire
294,218,213,192,20.5,14,18.5,40.5,192.61,173.539,137.296,146.208,36.7675,15.5587,46.3004,21.2603,fire
380,357,362,268,22.5,16.5,37.5,35.5,229.38,142.953,197.865,154.894,39.884,32.4863,46.1121,28.4183,fire
527,372,324,353,35,11.5,13.5,36,327.078,215.782,207.782,213.279,25.0413,27.7162,15.3631,23.2513,fire
456,410,356,382,29,23.5,16.5,31.5,158.652,242.409,152.468,174.894,33.492,15.0881,32.5657,13.1477,fire
575,528,479,432,31,22.5,18.5,26.5,255.622,192.752,161.296,192.894,41.8159,17.8209,21.8613,23.0178,fire
244,344,382,228,10.5,25,26.5,17,126.284,295.279,267.179,173.539,37.3465,17.7252,29.5718,23.9647,fire
338,401,404,307,23,24.5,79,4.5,245.48,292.066,467.529,125.556,35.5996,9.20487,33.5938,17.6296,fire
359,527,431,296,21.5,38,60,22.5,127.314,384.049,367.789,203.581,20.3137,23.569,36.4233,27.8175,fire
323,319,230,253,18,17.5,32,37.5,272.652,136.77,164.368,159.841,39.9018,13.6019,27.2854,16.4187,fire
270,333,270,242,4.5,14,33.5,5,169.74,222.368,207.037,165.598,22.6736,18.4489,33.6577,19.6627,fire
398,449,320,366,21,23,9.5,39.5,218.167,195.48,112.669,177.865,25.0786,21.1721,37.2808,19.5827,fire
653,562,502,481,27,32,24.5,25.5,171.64,196.853,202.267,219.48,36.3349,22.9669,40.395,24.7803,fire
543,466,410,315,19,39,40,43,146.368,273.421,306.049,163.279,38.3628,28.1838,29.7295,26.9506,fire
272,272,293,264,21,18.5,33.5,34.5,192.51,101.598,198.208,161.238,48.0029,19.9364,43.87,21.3243,fire
531,322,371,395,22.5,19.5,19.5,33.5,267.865,209.238,206.752,204.794,44.2099,20.5274,39.2602,28.0998,fire
421,328,244,319,21,24,8.5,28,228.024,178.368,172.811,178.167,41.2694,8.91389,29.6623,16.6397,fire
467,255,300,328,20.5,18.5,6.5,14,256.208,149.782,195.497,182.368,42.4548,21.3225,30.4231,18.0642,fire
406,357,298,334,24.5,15.5,28.5,18.5,256.409,163.882,191.238,185.439,43.1708,11.8856,37.7891,33.1059,fire
462,237,252,306,24,35,21.5,27.5,264.309,298.25,184.267,202.409,41.4555,17.241,32.0672,23.8589,fire
465,315,344,350,19,25.5,43,20.5,234.024,227.238,243.078,210.409,46.6353,16.4443,35.5992,39.4369,fire
267,263,232,222,21,16,18,6.5,207.681,222.368,179.196,165.698,46.8437,8.68371,32.0291,15.0833,fire
331,236,220,255,12.5,8,20.5,3.5,237.196,113.941,153.439,133.941,37.0153,7.10714,43.0159,8.40741,fire
371,386,338,304,6,10.5,22,3,144.912,171.497,185.539,151.598,21.5417,5.46319,30.7706,26.0722,fire
318,538,365,203,9,13.5,40.5,4,129.598,250.409,357.12,129.556,34.4667,6.71749,35.9444,17.2361,fire
327,560,424,280,9,15.5,15.5,2.5,115.255,249.581,147.598,162.184,26.4835,6.73961,25.0808,10.6111,fire
379,329,264,311,34,33,19.5,37.5,255.279,203.622,167.782,186.208,41.4416,29.9184,25.684,32.6904,fire
445,395,361,332,31.5,24,31.5,25.5,272.208,234.794,227.723,164.409,40.4006,22.4411,41.8647,13.7058,fire
509,352,398,321,35,46.5,7.5,32.5,274.451,414.919,205.497,169.238,37.9069,22.2824,37.7709,29.4679,fire
438,437,363,280,38,16,23.5,22,258.593,146.225,200.752,105.054,43.2339,24.6922,24.8783,41.5314,fire
582,300,406,310,16.5,28,19.5,26.5,157.296,209.823,204.752,167.924,39.0705,32.4568,36.5356,26.8934,fire
302,323,236,175,21,20.5,30.5,5,142.426,299.38,205.865,137.941,26.7696,6.54333,35.788,33.8583,fire
318,369,278,235,10,13,10.5,2,151.397,151.882,158.569,265.255,25.8556,16.4346,41.7303,27.3889,fire
250,341,274,202,37,10.5,17.5,8.5,150.426,158.811,97.4975,90.4853,22.1107,11.9683,32.7135,4.0404,fire
324,430,418,186,24.5,11,31,4,385.865,252.368,351.563,111.899,37.3032,22.761,23.7844,42.963,fire
366,300,256,237,8,8,14,17.5,138.284,112.77,94.5685,102.284,40.5565,10.3532,36.6493,9.36523,fire
371,408,270,232,37.5,20.5,39,19.5,267.179,193.924,147.966,109.64,28.6012,24.41,40.7029,38.1887,fire
513,411,404,391,35.5,17,22.5,20.5,291.664,143.882,178.752,188.61,35.9263,27.2531,41.1895,31.8016,fire
374,291,239,363,44,29,11,19.5,228.735,175.238,186.125,195.439,43.4768,27.9892,31.12,23.1808,fire
313,345,345,293,46,15.5,27.5,33.5,198.593,163.64,284.693,160.066,44.3717,20.5638,28.4932,22.0535,fire
460,462,441,307,14,23,29,42,170.569,174.167,166.167,152.451,42.7865,19.2273,40.4063,22.3168,fire
186,355,229,169,4,20,13.5,0,86.9706,276.024,143.983,127.314,30.206,11.7259,35.0582,0,fire
177,518,322,156,2,12,12,1.5,158.284,294.024,345.823,48.8284,37.0833,7.05445,44.544,14.8889,fire
307,356,265,202,4.5,11.5,14,5,209.456,133.113,108.569,149.456,32.2392,19.6552,32.1154,28.7639,fire
304,354,425,240,3,18.5,21.5,8.5,127.314,164.267,211.74,142.669,13.9643,8.32202,43.1475,21.7847,fire
295,329,275,245,4,13.5,16.5,8.5,273.983,131.64,164.61,141.113,12.4167,6.1258,38.4583,17.3536,fire
388,338,284,326,24,7,28.5,6.5,210.853,137.255,127.924,184.811,29.8798,5.37698,33.6721,31.8098,fire
642,761,607,584,38.5,31,25,14,278.007,136.167,139.338,380.652,26.0067,27.1937,17.6317,46.2481,fire
326,313,220,258,17.5,17,19.5,9,306.894,184.024,125.539,337.196,52.5881,10.56,34.8262,23.0093,fire
518,476,404,352,6.5,24.5,14,3.5,142.184,216.066,189.113,170.77,36.4528,18.2022,26.6791,12.7778,fire
440,407,300,335,12.5,16.5,23.5,7,273.782,229.439,135.439,170.426,47.1881,15.9547,43.925,10.0934,fire
441,476,391,381,23.5,17,12,24.5,208.409,113.497,176.569,173.924,28.1599,17.0079,30.0972,25.2483,fire
499,499,444,373,60,26.5,48.5,48.5,291.99,265.723,201.238,173.179,40.7817,24.8504,36.7237,27.2616,fire
403,487,430,354,32,19,14,26.5,221.622,196.995,211.681,177.924,44.2114,15.5665,19.6871,18.1346,fire
631,530,438,454,15.5,22.5,63.5,30.5,204.711,241.38,387.203,196.066,45.1355,18.4259,41.4562,31.9685,fire
523,315,393,306,10,22.5,16.5,12.5,218.853,164.953,215.296,157.64,38.5214,37.9617,30.2299,41.373,fire
1156,928,638,669,24.5,21,24,35,193.238,160.368,146.995,167.966,29.444,27.3289,7.37658,40.1469,fire
969,893,807,836,32.5,33,13.5,28.5,177.38,169.48,83.6985,129.095,43.2636,24.8661,20.3268,28.6431,fire
926,537,539,795,28,39,28,12,230.309,201.279,166.995,222.368,24.1138,17.3951,22.903,41.713,fire
811,709,621,690,35.5,25.5,29,11.5,257.48,180.024,222.995,181.439,44.7537,22.0812,15.8155,35.2917,fire
769,730,437,614,17,27,14.5,30.5,185.539,260.108,131.64,178.894,43.8373,18.6657,23.842,22.0823,fire
967,816,635,802,19,20,9,0,157.054,220.51,110.083,0,33.3505,13.9091,19.2265,0,fire
1282,847,829,777,20.5,22,12.5,0,133.054,156.51,115.154,0,40.1328,18.125,23.2778,0,fire
750,680,538,561,19,11.5,17.5,32,131.054,117.456,144.125,166.652,39.6921,18.1113,25.7222,21.1944,fire
982,671,745,556,7,13,3,9.5,154.912,192.024,77.799,112.184,33.3115,15.1303,13,15.8125,fire
1003,682,760,608,17.5,11.5,8.5,6,156.125,88.1838,158.326,94.8701,34.5842,18.1802,9.84444,30.5492,fire
265,304,344,357,36,33,23.5,38.5,176.794,173.137,111.882,192.208,30.7204,35.8451,23.1301,26.6622,flood
149,232,514,286,20.5,62.5,44,69.5,107.64,242.434,238.25,293.546,39.2258,30.3978,38.3261,15.1148,flood
262,439,450,165,35,46,26.5,24.5,177.137,204.007,114.61,109.64,40.8326,30.2379,21.2493,13.3561,flood
275,310,216,187,40,37.5,23,19.5,152.208,178.208,82.7696,99.6396,34.1696,36.2056,32.9825,30.5926,flood
146,194,408,274,18.5,55,38,32,98.8112,192.392,211.279,145.823,41.2817,26.1499,26.8187,24.6048,flood
413,438,573,293,56,31.5,40.5,43,326.475,218.551,282.978,189.765,41.7034,25.818,41.6925,22.9625,flood
575,512,427,549,58,40.5,53,34,279.019,344.919,315.505,223.279,39.687,41.2162,45.9841,22.199,flood
