%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
30.4243,22.3661,20.0058,11.6444,0,0,31.6739,18.1713,16.1282,flood
4.83333,19.7169,8.75,27.2523,25.5556,4.49632,13,18.9099,18.6075,flood
20.2783,21.4549,10.7212,13.2812,20.6279,33.6699,33.851,21.9662,20.2311,flood
0,27.8267,18.357,22.0272,9.46111,28.8782,25.2222,21.4327,17.9667,flood
30.9121,18.5246,28.3778,15.4222,12.075,24.4014,31.9684,14.1745,19.873,flood
0,28.35,13.0236,28.1233,14.1144,2.73333,12.1438,22.2336,14.1168,flood
36.8996,23.778,3,0,22.3822,0,0,21.5531,0,gas
30.6608,21.3743,6.8,19.5,15.6372,6.55556,32.3241,19.2261,0,gas
0,18.2738,4.33333,0,16,4.20238,38.6886,18.5438,1.5,gas
32.7557,20.7907,5.13889,36.5,24.5446,6.62656,32.0833,17.4744,3.33333,gas
24.6997,19.367,1.5,27.0107,11.7806,0,27.2972,16.0667,20.4167,gas
13.8146,18.0429,13.7467,28.3076,17.968,15.813,26.6648,16.0615,24.3718,gas
14.9242,28.5841,16.6286,20.1242,14.8922,1.9127,31.7715,18.3092,25.355,gas
25.0283,24.7599,11.6,21.243,13.107,33.7095,17.8611,19,20.6845,gas
7.43333,20.5126,6.01431,32.6552,15.8049,22.2737,13.5356,13.2519,14.1793,gas
18.568,10.6316,12.8889,14.727,20.1697,32.2865,26.2,28.975,14.7851,gas
34.6068,13.9069,0,29.8409,32.5091,15.0096,40.5,1.48333,16,gas
25.6286,15.8704,9.10431,13.0366,21.4099,25.8438,24.1156,33.2696,14.1667,gas
29.8426,18.0173,26.7616,22.0747,19.1778,7.25,18.8485,4.91667,10.5625,gas
28.8846,19.1042,15.8444,22.0844,11.629,16.0439,19.5,14.65,22.8519,gas
38.6984,12.2626,13.8056,38.4167,18.25,11.9167,40,19.5847,0,gas
18.3333,14.225,17.1036,21.0952,19.956,14.0962,23.7557,11.1518,18.365,gas
31,16.8771,35.9272,22.7697,8.23739,7.72507,18.488,12.6778,14.6481,gas
28.3,18.2994,16.646,19.5827,11.6888,5.3,28.4676,9.16429,14.1442,gas
27.737,20.6234,30.5631,23.3848,21.662,9.33556,25.6735,25.9515,16.2501,gas
32.0233,19.4202,35.7966,6,5.72624,20.136,14.781,15.7372,23.3576,gas
0,18.3017,1.66667,39.163,19.6618,1.61111,0,14.4583,0,gas
36.3222,24.4667,2.5,25.6699,24.3527,13.2718,0,5.71111,3.87037,gas
35.3836,21.6598,4.29865,0,18.1825,4,0,2.5,7.40741,gas
33.8889,16.1185,5.625,31.9378,15.537,11.5,0,19.713,6.5,gas
31.2537,2,10.9979,27.7346,30.754,30.1937,0,26.0159,35.3611,gas
11.9444,21.9,5.88868,25.3088,20.12,13.3825,0,24.3462,12.3049,gas
25.5039,19.8357,17.3012,22.4111,23.2501,11.8796,0,20.858,23.9815,gas
21.3874,0,9.83333,30.4,19.3748,10.1801,0,12.3133,13.5964,gas
19.689,11.2942,13.75,29.1667,15.4732,9.65625,38.1212,21.1123,10.159,gas
16.4972,17.2853,4.88604,24.8741,16.4396,24.1791,31.5725,17.3444,21.8629,gas
21.639,20.8334,13.8706,10.6667,17.2025,22.5278,38.4167,10.9271,12.396,gas
14.2515,26.6568,6.5,22.1,22.3932,24.3983,40,10.8333,18.131,gas
30.1321,15.5926,7.56526,36.2415,8.93939,25.5772,22.4713,5.87407,23.7143,gas
20.4842,19.0476,6.35952,28.8661,16.1888,24.4142,32.7954,18.8333,7.65126,gas
20.7673,24.0556,8.16319,28.5338,13.1648,29.1095,18.6333,27.5535,13.6559,gas
10.4471,29.3833,20.9687,19.5546,15.507,32.9854,22.959,15.3089,11.7931,gas
22.0123,33.0618,28.0398,16.5746,14.5671,29.0819,17.5731,13.0493,28.8013,gas
27.7644,33.3056,23.7438,21.8017,21.8,24.6061,19.5023,20.3379,25.9833,gas
28.693,19.9522,21.054,19.6546,14.8951,28.7211,18.4059,15.9191,28.9123,gas
26.8571,25.2246,28.25,20.4991,14.5938,23.4583,16.1826,21.5323,25.3908,gas
33.7738,23.1677,14.326,30.4167,19.654,13.3281,16,21.3889,10.875,gas
28.2183,30.6088,0,18.0531,32.1491,19.1534,31.9643,29.5,25.5,gas
33.7369,11.3833,21.2732,12.7306,27.6087,21.3,30.0952,11.9142,13.5417,gas
26.0889,14.0167,22.7937,15.7868,17.3266,15.795,32.3833,18.4286,13.375,gas
29.659,19.5057,31.5028,10.125,15.7351,22.483,19.938,17.9733,12.1071,gas
23.7674,19.8738,11.25,14.5,4.89471,0,0,0,0,gas
36.4256,23.649,12.0534,31.9321,3.38889,0,0,23.8714,7.25,gas
21.4076,26.0801,15.294,37.2,16.7778,8.75,32.507,10.0111,27.5354,gas
22.3,23.4254,21.295,30.8282,31.7639,29.4167,18.2597,20.1176,23.3429,gas
23.3889,19.9913,9.26568,20.25,10.5114,10.4286,19.5,15.5098,9.625,gas
33.1641,30.7207,37.0168,19.8257,21.9258,33.5333,7.52172,12.2333,29.8475,gas
23.0907,26.8284,31.6639,23.0631,33.75,22.4634,7.7549,18.1389,34.4228,gas
28.2846,31.8506,35.9991,22.0815,14.625,16.037,10.2435,15.6944,26.8402,gas
26.8766,17.4863,19.7277,17.9969,0,24.9167,19.9,23.0023,22.491,gas
28.6458,31.6667,32.6547,23.2593,17.5833,17.0556,23.6667,31,32.8514,gas
15.8333,25.4198,8.83108,22.8431,19.9086,22.9185,0,8.78836,17.701,gas
24.6034,21.872,17.2211,25.6364,19.5133,14.1856,0,22.217,19.105,gas
26.13,9.47595,8.61905,31.3283,14.4638,4.83333,0,18.9296,20.7932,gas
16.3542,19.5706,13.6603,22.4347,24.1535,14.4979,0,18.7922,18.9722,gas
10.8482,11.8137,21.3615,21.7687,32.8235,32.4375,31,23.8235,27.5,gas
13.0282,20.7721,13.9061,18.7037,25.0059,31.8204,0,27.2553,18.525,gas
15.8828,10.6644,13.3043,23.5609,23.2081,27.2812,32.2826,20.4267,9.95432,gas
33.1802,18.1728,8.62366,35.5,20.9241,7.48377,24.4151,14.15,4.25708,gas
28.9498,18.705,4.94701,28.8125,31.8056,12.1841,35.3,23.7134,12.9737,gas
29.5352,23.8593,10,29.5257,18.4478,15.8226,32.2527,14.3332,12.6491,gas
38.8333,21.9763,25.1004,8.29167,11.9419,21.3851,33.0829,10.2339,18.0622,gas
35.7504,28.4495,19.807,15.5,10.7372,28.6746,3.68821,7.01058,21.9167,gas
23.6741,20.0269,37.5909,13.4111,22.9343,25.756,10.7398,14.9137,27.5175,gas
29.5517,24.8852,19.9661,24.4444,14.4515,32.2963,5.61574,18.6496,31.1333,gas
28.7474,33.6667,40.5,24.8334,15.7442,22.7029,10.1828,12.7698,20.1223,gas
17.6456,19.9326,25.3667,12.6667,26.6875,26.6778,14.7386,18.484,0,gas
9.75,16.6667,20.178,24.4222,31.3333,36,22.3333,29,0,gas
14.7333,16.7413,35.8611,10.1111,0,0,10.0106,0,0,gas
0,0,0,29.7958,27.375,31.4815,0,0,0,gas
20.5379,34.5394,0,34,0,39.2222,28.799,0,39.2667,gas
18.0399,12.9524,8.25278,15.2549,18.2667,15.2708,0,13.1667,5.15972,gas
33.6074,23.8274,3.57879,26.0452,14.3505,16.4482,0,4.375,15,gas
32.2233,17.8844,1.66667,28.53,19.4802,10.1017,0,12.75,9.46429,gas
0,19.8898,0,24.5325,21.1912,16.1684,40.5,17.1271,15.9286,gas
25.8042,17.2084,0,30.1999,26.6222,8.3179,39.25,19.3434,6.57692,gas
21.0635,21.104,13.4929,0,22.9425,14.6613,0,14.5833,16.8856,gas
5.41667,22.622,5.34247,25.4266,18.4738,15.4639,39.0606,25.2312,18.3112,gas
29.2873,24.4431,3.73325,27.1143,24.3367,15.2561,39.2381,18.2549,13.25,gas
26.4316,10.0252,7.66003,27.0505,18.7024,23.9188,30.8161,25.5026,10.4,gas
28.5184,15.372,9.53704,29.6111,18.201,7.70889,15,19.5632,4.12745,gas
24.3082,15.1667,22.6201,26.395,13.0222,9.28191,20.704,13.1505,19.8333,gas
18.1649,25.8036,28.2338,17.8063,20.8959,23.0922,6.71362,9.46825,28.75,gas
15.1239,27.2792,30.6005,23.2776,13.3155,27.5357,9.23737,24.2277,30.4964,gas
31.9658,36.3111,17.0524,8.75,36,19.8125,26.6228,39.5,15.2072,gas
27.2793,31.6503,27.6942,0,18.6667,29.952,7.86876,23.0735,28.4366,gas
29.4607,14.5369,16.8746,19.099,23.4765,25.0195,30.0931,25.4873,9.23661,gas
20.4675,5.6905,19.09,25.0431,27.286,12.7738,25.8002,18.6268,11.7084,gas
24.6068,20.0132,9.51543,26.749,15.0967,13.2503,30.1071,25.1039,11.2129,gas
32.2912,22.7259,0,28.3929,17.6638,2.94949,31.1208,12.7114,13.1603,gas
28.5202,12.0052,19.7734,28.1341,22.3669,11.4574,30.0496,15.3874,11.3754,gas
28.3214,24.6282,8.54286,18.3333,25.3415,15.8873,40.5,15.8417,16.8452,gas
25.6581,30.0896,3.88095,22.5287,27.9364,10.3981,0,25.0407,20.75,gas
19.2907,24.5043,8.90741,27.4749,26.8182,23.6037,0,11.9345,21.0167,gas
19.1951,26.0786,3.38889,17.7819,30.6697,14.6759,40.1111,15.8505,14.2605,gas
19.7971,13.7234,11.4847,34,25.6281,17.959,38.625,12.7644,9.57799,gas
30.2094,14.2404,22.8426,24.963,6.87698,20.045,5.30952,27.0404,17.2391,gas
5.48095,26.5749,35.8843,32.8608,22.9413,26.9126,19.2595,2.38889,10.9386,gas
21.1689,27.9156,26.1364,19.5516,23.3806,21.1115,7.00866,0,28.2222,gas
16.8966,25.9458,12.2214,20.0351,18,30.0293,23.5238,24.8222,24.8472,gas
21.8333,26.4396,23.7684,13.5,8.04688,15.7931,16.9284,19.5201,25.668,gas
25.6019,30.8889,28.9586,7.66667,7.16667,32,10.0625,28.8094,17.3705,gas
22.75,20.8148,18.3778,25.5,24.0648,0,23.9505,30.3036,36.5106,gas
32.2333,26.8816,16.513,37.5,32.5,0,19.5833,25.4938,20.5705,gas
23.2,24.8389,14.2292,30.8333,31.5667,26.7422,29.375,36.75,32.7921,gas
17,0,27,29.0872,25.5123,25.4833,34,4,37.6333,gas
17.2552,27.1275,6.89815,18,12.7147,13.6856,0,15.631,14.5,gas
11.5142,20.0132,14.3968,14.2857,21.4899,22.5265,40.4444,15.2956,11.8527,gas
26.5141,26.5293,7.09722,37.1181,20.8048,7.29532,33.1905,20.3305,5.15,gas
30.8348,20.6195,15.2204,31.4829,27.635,8.725,40.5,23.88,11.2262,gas
16.2547,20.0024,6.72134,32.6146,21.4464,21.4229,34.9375,12.7583,7.38506,gas
0,0,0,12.3395,22.4243,30.25,0,0,0,gas
9.5,20.5833,27.519,20.7936,24.5417,31.8836,0,0,0,gas
16.2125,21.1594,25.6111,31.6579,9.74815,0,24.3636,31.0657,33.3596,gas
15.9359,26.5167,35.8039,25.3763,26.0684,38.5,0,0,34.6667,gas
6.25,0,0,28.9151,18.586,29.1435,0,0,36,gas
12.8644,28.3499,18.7476,0,20.0952,24.5625,0,25.0338,16.0265,gas
22.3633,20.0467,9.63761,22.8167,23.8086,13.189,0,23.7667,15.8889,gas
18.2253,17.9296,8.00307,26.5833,21.8913,12.7995,19.5741,7.96286,16.0562,gas
21.4802,20.7899,9.0875,15.7556,29.3468,11.6004,18.9167,17.7499,11.75,gas
27.5374,19.4349,1.91667,30.6944,14.1224,12.3651,38.5,17.7118,2.7619,gas
0,0,36.3333,17.8985,11.5576,14.503,10.125,0,0,injury
0,25.5,37.375,28.7711,17.3636,26.3558,0,0,34.5238,injury
0,5.66667,17.1333,9.66739,8.74747,15.6615,5.375,0,0,injury
0,0,31.1333,16.9877,15.5185,26.3418,14.5,0,0,injury
0,0,33.75,16.6594,21.7333,23.756,0,0,19,injury
0,0,0,25.6638,10.2458,26.4143,0,0,0,injury
0,0,31.2708,15.7424,15.381,16.3233,12.3333,0,0,injury
0,0,0,15.6435,27.2111,15.9941,0,0,0,injury
0,0,0,15.3097,13.1084,12.7033,0,0,0,injury
0,0,33.5152,11.6082,4.73079,18.2757,0,0,38.8788,injury
26,17.5,27.699,23.4981,10.2187,13.4726,0,12.6772,0,injury
12.5238,0,35.0952,13.955,11.7449,12.5775,0,0,20.75,injury
0,14.5,24.5606,19.0427,14.1706,12.352,8,12.0256,33,injury
0,0,33.381,13.9364,4.70833,18.588,0,10.1667,32.375,injury
0,0,28.8974,13.8272,4.23611,10.8957,13.5444,12.8889,34.4619,injury
0,0,0,29.4044,22.5533,18.7715,0,0,0,injury
0,0,0,21.8131,15.05,29.4477,0,0,0,injury
0,0,0,15.62,14.7309,22.7746,0,0,0,injury
0,0,0,16.5599,15.3095,19.335,0,0,0,injury
0,0,0,26.1934,13.9111,18.1041,0,0,0,injury
0,16.5,38.5,16.1807,15.1546,27.305,0,21.9722,38.4963,injury
0,14.8333,33.1837,15.3435,8.7037,15.9684,0,16.3333,36.4286,injury
0,0,38.6667,18.3959,9.88897,32.3694,9.08333,0,40,injury
0,0,36.75,17.5597,12.1174,28.0166,0,0,39.5556,injury
0,0,25.303,13.9524,11.6778,20.7817,0,0,38.6111,injury
0,0,25.6422,15.091,20.3115,19.7554,17.7001,34.3201,0,injury
32.0556,23.5,30.1852,25.6059,17.1429,23.7965,0,26.125,37.9231,injury
23,0,23.2324,28.1588,6.95556,16.8455,0,16.5993,0,injury
0,29.8,24.7222,26.5523,25.5905,19.6066,0,0,37.2273,injury
0,0,30.381,14.8997,24.8153,25.9933,7.1875,0,0,injury
0,0,26.6232,17.0141,13.912,23.8955,16.859,6.88889,0,injury
0,0,31.5,14.4793,14.0556,32.381,14.096,23.619,0,injury
0,0,26.5,23.9089,16.2947,26.6568,17.3125,25.8241,40.3333,injury
30.9391,0,16.75,26.6058,14.7541,28.4895,18.3091,27.7576,38.5,injury
16.4359,0,40,22.1147,23.2222,37.202,0,21.125,0,injury
0,0,0,19.0106,11.0988,17.9676,0,0,0,injury
0,0,0,26.7644,6.37778,16.7642,0,0,40,injury
0,0,0,16.6343,9.65019,21.3269,0,0,0,injury
0,0,0,21.0962,15.0407,18.5,0,0,39,injury
0,8.33333,0,17.4823,7.96296,23.0446,0,0,0,injury
0,0,0,18.8931,2.76111,24.2663,0,0,0,injury
0,0,37.169,23.439,13.1486,22.7025,16.6611,20.8333,36.1667,injury
0,0,34.8241,22.567,12.9994,12.2852,15.7652,22.9786,27.3333,injury
0,0,36.4924,24.4639,14.5099,21.9716,14.4409,22,34.1548,injury
13.8519,0,35.6364,21.7614,9.93333,10.5087,0,13.902,24.2444,injury
9,6.43056,25.3,18.8757,5.9037,20.1974,0,0,38.1667,injury
0,9.77778,26.0921,21.1694,16.25,21.7638,0,24.5121,39.5,injury
17.75,0,32.1903,14.7474,12.3111,27.5482,0,26.1195,0,injury
0,25.7778,35,26.3754,27.4042,33.4171,7,0,37.6667,injury
24.9167,0,32.0741,14.8303,18.5313,22.1241,0,0,34.5,injury
0,0,0,10.3035,8.49206,31.7806,0,0,0,injury
0,0,0,21.232,2.85556,30.3273,0,0,0,injury
0,0,0,13.2922,25.4056,11.9828,0,0,0,injury
0,0,0,14.1437,7.66667,28.3512,0,0,0,injury
0,0,0,29.2835,0.888889,26.3052,0,0,0,injury
0,0,0,19.1372,13.8796,25.1192,0,0,0,injury
0,0,0,15.2044,17.0326,17.7359,0,0,0,injury
0,0,0,13.1785,17.9167,17.7548,0,0,0,injury
0,0,0,13.7517,7.46465,17.9351,0,0,0,injury
0,0,0,11.1885,4.21667,20.9664,0,0,0,injury
20.7222,0,33.7037,22.5207,13.4667,17.9406,0,0,35.5,injury
0,0,0,16.6842,15.419,25.3405,0,0,0,injury
0,0,0,13.5262,15.1667,21.1306,0,0,0,injury
0,7.38889,0,21.1528,7.56944,15.0633,0,0,38,injury
0,0,0,21.3027,9.08889,15.9771,0,0,0,injury
0,16.5,22.7111,22.5675,18.5556,12.5818,0,0,34.6667,injury
0,0,28.1667,21.958,6.29167,13.9346,17,0,0,injury
0,0,0,23.4822,16.8741,15.2386,0,0,0,injury
0,0,0,10.9679,16.7117,17.6306,0,0,0,injury
0,0,0,18.2724,12.0502,20.5955,0,0,0,injury
0,0,0,28.5908,11.3667,22.3762,0,0,0,injury
0,0,0,29.0607,1.44444,13.7076,0,0,0,injury
0,14.5,34.2222,16.7604,9.01587,17.7044,0,0,0,injury
0,0,0,12.7104,17.8838,29.4535,0,0,0,injury
38,0,0,22.0781,15.3651,25.4884,11,0,0,injury
0,0,0,0,15.0926,23.4289,0,0,0,injury
0,0,0,19.7907,11.0764,13.9577,0,0,0,injury
0,0,0,27.4223,12.922,9.03669,0,0,39,injury
0,0,0,21.6444,11.3284,16.0035,0,0,0,injury
8.66667,0,19.5333,11.7024,6.28333,14.0231,0,0,39.125,injury
10.0873,17.5,0,17.7645,20.6167,20.9816,0,0,19,injury
2,0,0,16.5051,22.7028,26.7998,0,0,29.1333,injury
18.0238,0,0,19.677,7.75,18.33,0,0,38.0667,injury
0,5.33333,23.3333,13.1801,4.61587,18.3522,0,9.26984,0,injury
18.6894,0,29.25,14.7186,13.1071,15.1959,0,23.6429,0,injury
17.3584,0,21.75,19.6057,8.38889,23.2234,0,12.2024,0,injury
37,0,0,16.6631,16.4374,30.6291,7,32.5,0,injury
16.4699,0,0,19.4887,20.5278,27.6667,10.5,11.25,34.0424,injury
26.2778,19.5333,0,27.6766,17.3785,26.1222,13.2845,33.6667,0,injury
0,0,0,22.0837,23.5111,21.4505,0,0,0,injury
0,0,0,19.4191,7.08889,13.6608,0,0,0,injury
0,0,0,24.0768,8.01389,12.7145,0,0,0,injury
22,0,0,16.9271,9.03746,14.4765,0,0,0,injury
0,0,0,15.2565,10.5779,13.7643,0,0,0,injury
23,6.5,26.8889,21.2166,11.6967,17.7405,0,0,38,injury
0,3.93333,0,16.4844,16.5185,25.9431,0,0,37,injury
0,0,0,21.7467,16.44,27.0485,0,0,0,injury
0,0,0,12.7666,19.0085,11.6864,0,0,0,injury
0,0,25.5,21.1953,18.6135,17.754,21.0338,1.5,0,injury
0,0,34.7778,18.0876,17.2251,19.6106,14.7556,0,0,injury
0,0,0,16.1165,13.8445,27.7292,0,0,0,injury
0,15.1667,0,22.136,24.8917,30.7347,5.125,0,0,injury
15,0,0,15.6901,37.6394,18.6079,0,0,17.4074,injury
14.3333,23.9333,35.4,24.496,17.4095,17.1757,21.6667,27.7,0,injury
0,0,13.9333,13.6328,12.1752,30.3199,0,10.1111,0,injury
28.5833,0,21.3,24.9289,18.0247,21.944,8.41667,25.763,0,injury
9.32564,15.1111,0,24.3399,24.6306,21.2399,12.5,0,0,injury
0,0,25.0833,12.8537,12.9921,21.5506,0,16.6944,0,injury
0,22.5,12.5,13.273,26.9444,17.7217,0,34.6667,0,injury
0,32.4667,37.9375,16.3044,29.5972,31.1359,0,36.8833,0,injury
14.7441,0,32.0417,19.2674,20.1595,17.3387,0,15.25,0,injury
0,14.5,18.6667,18.7172,16.7444,12.1835,12.3,0,0,injury
0,0,13.25,17.3111,21.0504,20.3036,8,32,0,injury
0,17.1905,24.5556,22.8066,11.75,14.1736,7.4,16.5,0,injury
17.9914,18.25,20.8333,15.5074,11.3611,16.3226,0,0,39.7778,injury
24.6825,0,17.75,19.9445,19.2722,14.6835,0,12,19.3889,injury
20.3926,2.94444,30.219,23.6812,15.5386,11.6925,0,11,37.375,injury
24.6667,0,24.0625,26.8025,19.4978,13.847,15.348,0,0,injury
16.781,0,0,18.7633,24.4444,9.01044,0,0,5.77652,injury
13.0355,8.94012,23.8148,11.1287,15.99,11.0775,15.584,13.4227,21.4863,paramedics
20.0455,12.0356,27.905,15.0148,19.3286,10.7944,20.4145,19.4938,17.8854,paramedics
21.531,12.703,20.8922,26.3926,13.237,6.90645,19.9444,13.9083,28.2303,paramedics
14.0722,7.35317,25.178,30.4039,13.8027,11.4418,21,9.71873,34.6401,paramedics
14.5778,1.5,19.791,18.5714,16.1008,16.7511,23.6389,21.0962,34.1111,paramedics
7.66667,15.6667,21.1275,37.6667,13.6389,20.2222,8.51111,7.83333,38.1259,paramedics
1.66667,0,22.8039,11,19.6296,10.0833,7.12906,9.34343,36.7063,paramedics
3.94737,0,29.1006,37.1667,25.7413,0,15.1109,0,38.7403,paramedics
1.25,0,18.8342,18.1667,20.6,0,10.5034,0,20.6655,paramedics
0,0,25.2451,0,22.9178,28.0741,4.26984,0,29.7704,paramedics
11.4078,3.41667,31.7937,12.2222,11.7407,16.75,12.2391,10.875,15.0219,paramedics
16.3889,0,27.2444,0,10.3552,9.04167,19.0545,10.822,15.3905,paramedics
21.0667,5.875,22.4967,0,18.8426,22.5,7.81482,0,7.81818,paramedics
27.3981,0,17.5658,19.0556,12.1254,6.25,33.9333,10.5079,5.28333,paramedics
16.4417,0,25.1481,0,17.7576,0.777778,19.1534,29.9619,4.11111,paramedics
24.4651,3.875,31.2,11.5926,14.0014,3.5,9.56774,26.7056,25.4857,paramedics
3.66667,14,23.7657,0,16.6597,2.83333,25.2198,6.83333,20.2651,paramedics
2.35873,8.25,23.4198,0,16.4583,0,13.8,6.48889,34.2593,paramedics
8.64236,3.5,16.1534,17.441,22.4762,14.75,5.16667,22.1583,18.5154,paramedics
16.8611,15.4444,12.9203,9.44444,12.2421,0,27.0926,5.3,26.3833,paramedics
6.83333,6.56667,11.8889,18.1944,14.6111,0,17.4048,5.83333,28.8771,paramedics
4.60417,4.31482,19.6111,9.82222,12.6111,0,4.17778,4.08333,36.6629,paramedics
31.5727,4.57778,28.5333,11.873,6.59848,0,20.5481,1.16667,7.92708,paramedics
3.64015,5.375,34.9786,0,14.0444,0,7.59259,7,13.7302,paramedics
11.3333,0,34.9306,0,25.0802,5.875,9.24444,0,5.75214,paramedics
24.7654,0,10.0926,0,12.953,6.83333,26.5143,15.2222,20.6195,paramedics
15.5929,8,5.11111,0,14.0816,0,20.5979,4.91667,24.2722,paramedics
18.1944,0,10.066,22.5,18.5979,0,10.1333,8.83333,23.2952,paramedics
19.0725,31,6.73056,20.2917,8.64364,17.5833,26.7,22.8333,30.9744,paramedics
35.0167,20,10.1156,12.746,18.3417,3.95833,23.3796,22.9875,4.75231,paramedics
25.3946,18.2667,10.6853,0,22.7381,0,23.9074,11.3519,18.9376,paramedics
19.5392,10.7022,2.5,10,10.3992,9.76389,22.0926,4.22222,26.16,paramedics
26.8804,18.9333,0,32.9259,17.0278,21.75,16.4979,6,18.5389,paramedics
33.7791,24.4889,0,24.3213,22.8216,8.66667,39.6042,16.4337,15.3395,paramedics
12.7042,16.5,10.5069,11.7037,20.9667,18.8889,20.6479,13.9833,25.1626,paramedics
15.2333,19.1436,13.5,0,20,22.6879,15.6625,14.2955,11.2009,paramedics
4.66667,14.2292,0,0,24.9035,26.6667,33.6333,18.0595,17.6173,paramedics
15.7963,0,18.6054,20.3333,8.73413,27.783,17,26.4286,11.0351,paramedics
4.11111,37.9444,13.3333,38.2,5.10256,34.369,0,17.8333,31.7315,paramedics
0,20,14.0758,30.7963,10.1111,21.5971,19.8252,6.11111,24.2333,paramedics
3.59259,0,18.5278,6.66667,7.75556,0,0,0,23.6702,paramedics
3.77778,2.48889,19.7778,0,10.2222,16.2222,8.42222,0,33.6667,paramedics
3.8427,11.5,30.0667,11.9259,5.75,0,19.2762,9.38889,9.125,paramedics
12.8333,0,18.0602,15.5,18.5741,17.75,18.5093,0,0,paramedics
1.66667,20,17.8741,10.4889,13.7778,21.4444,12.8889,6.625,13.0741,paramedics
4.25333,0,21.8117,11.3333,13.3185,19.6667,2.13333,0,0,paramedics
0,0,15.0105,21.0428,0.755556,33.25,4,1.77778,27.0302,paramedics
11.2033,0,20.8408,0,16.6463,0,14.5562,14.5,18.3826,paramedics
5.33333,4.33333,31.1573,6.5,4.03175,0,11.5,17,22.9208,paramedics
6.46154,5.66667,21.574,9.5,22.1095,0,24.3232,40,23.0646,paramedics
16.1941,19.2812,21.7333,18.75,10.237,0,0,0,7.59259,paramedics
18.9361,7.16667,13.9722,9.5,6.26667,0,2.5,0,14.85,paramedics
15.219,3.6,16.0392,7.47917,7.52778,4.13889,4.41667,0,13.6667,paramedics
5.4,14.9167,24.9312,10.625,20.881,0,8.01121,0,16.2667,paramedics
18.5355,10.6667,14.1333,5.60417,12.9074,0,3.33333,0,11.75,paramedics
24.4692,13.4463,0,0,19.0556,0.888889,30.2616,16.4167,17.7855,paramedics
28.4733,10.2,8.49564,18.8,9.24444,0,27.3742,23.6111,11.5087,paramedics
19,11.4444,29.9679,0,22.0556,16.75,20.4566,5.66667,16.4747,paramedics
18.4833,13.1215,4.5,0,13.6181,12.875,21.0993,25.4344,10.8891,paramedics
27.8757,18.0728,10.3314,11.8222,15.9722,12.75,25.286,27.791,16.3604,paramedics
15.3373,16.75,0,7.2619,20.9722,28.75,18.147,29.7778,14.875,paramedics
9.22222,19.4167,0,18.9444,11.8722,20.7667,32.0758,11.4947,11.2142,paramedics
29.3944,31.0139,5.5,15.75,16.9116,10.4861,19.4167,24.5476,3.75,paramedics
23.1444,6.72222,0,13.1111,15.8744,20.3944,25.4241,17.7632,7.79167,paramedics
20.4663,5.375,24.7619,18.7997,13.3074,19.1037,20.9392,19.4457,2.26667,paramedics
0,23.5833,31.8222,36.6111,15.36,0,6.55271,8.94444,32.7778,paramedics
3.77778,0,17.8737,27.6667,11.6481,0,13.763,0,37.4444,paramedics
2.22222,23.0139,14.492,0,9.94444,0,25.1919,14.1148,35.1525,paramedics
2.90741,4.5,23.926,8.55556,5.24444,20.25,24.0783,0,34.3057,paramedics
2,11,16.1232,9.23333,24.7056,2.66667,21.4293,7.375,37.9444,paramedics
32.839,27.5946,5.92045,0,4.25926,0,12.0833,0,8.56349,paramedics
24.7051,8.25,8.68817,0,17.7611,0,29.7023,0,12.9714,paramedics
25.5625,22.0645,0,13.3333,7.35185,13.1119,30.3446,16.862,5.61061,paramedics
13.6538,14.7531,10.6571,12.4444,12.8889,6.875,34.0195,13.6125,16.5909,paramedics
6.39583,20.4963,1.41667,23.8333,16.2938,16.0333,10.0148,16.5988,25.7222,paramedics
3.25,6.15625,12.716,12.9091,7.125,28.3972,17.169,21.8153,11.552,paramedics
1.29167,12.7333,37.5,0,13.8333,0,27.7386,1,32.8381,paramedics
15.6766,21.4815,13.104,13.4815,11.5556,18.25,23.2593,5.22222,18.9859,paramedics
8.24319,5.25,15.6471,0,11.7524,24.6905,22.8755,31.3056,20.1774,paramedics
13.1502,26.3704,17.2527,13.5,17.6812,22.1667,16.8398,7.55556,26.7126,paramedics
5.66944,7.625,19.0787,0,10.0556,0,15.9048,0,29.57,paramedics
26.6625,26.97,3.5,19.25,11.2407,13.7262,33.0726,11.243,11.1763,paramedics
27.0893,0,0,27.2125,1.05556,10.2843,21.0133,22.3529,2.22222,paramedics
24.9722,27.9429,5.75439,7.95,3.18519,24.8233,11.0633,11.0038,18.3422,paramedics
19.5611,2.75926,0,18.9967,18.875,22.7335,22.6077,14.2914,2,paramedics
8.875,0,38.5,0,23.8519,0,4.40741,0,20.3333,paramedics
