%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  White_Pixel_0 NUMERIC
@ATTRIBUTE  White_Pixel_1 NUMERIC
@ATTRIBUTE  White_Pixel_2 NUMERIC
@ATTRIBUTE  White_Pixel_3 NUMERIC
@ATTRIBUTE  White_Pixel_4 NUMERIC
@ATTRIBUTE  White_Pixel_5 NUMERIC
@ATTRIBUTE  White_Pixel_6 NUMERIC
@ATTRIBUTE  White_Pixel_7 NUMERIC
@ATTRIBUTE  White_Pixel_8 NUMERIC
@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
146,-146,20,140,-140,0,8,-8,0,177,-177,3,123,-123,0,344,-344,10.5,195,-195,2.5,390,-390,18.5,110,-110,26,electricity
135,-135,17,115,-115,12,1,-1,0,164,-164,7.5,129,-129,0,296,-296,39,265,-265,16.5,312,-312,24,85,-85,8,electricity
171,-171,17,122,-122,19.5,37,-37,0,210,-210,3.5,148,-148,3,303,-303,25,238,-238,4,263,-263,19.5,46,-46,7,electricity
14,-14,0,43,-43,0,20,-20,0,35,-35,3.5,26,-26,2,24,-24,0,47,-47,1.5,30,-30,2.5,66,-66,0.5,electricity
63,-63,7,23,-23,0,114,-114,0,67,-67,4.5,94,-94,2,81,-81,13.5,36,-36,0,129,-129,4.5,6,-6,0,electricity
32,-32,0,52,-52,3,3,-3,0,72,-72,3,26,-26,0,54,-54,2.5,51,-51,1,43,-43,3.5,83,-83,2.5,electricity
71,-71,3,5,-5,0,51,-51,8,39,-39,2.5,40,-40,2.5,101,-101,0,46,-46,0,65,-65,4,83,-83,2.5,electricity
74,-74,6,39,-39,7,102,-102,0,74,-74,1.5,132,-132,5.5,34,-34,4.5,106,-106,5,100,-100,5,49,-49,4,electricity
96,-96,11,120,-120,18,111,-111,8.5,100,-100,7.5,122,-122,4,153,-153,11.5,229,-229,16,239,-239,16.5,88,-88,15.5,electricity
26,-26,2,145,-145,15,87,-87,17.5,114,-114,5.5,102,-102,2,140,-140,8.5,141,-141,8,272,-272,14,104,-104,13,electricity
121,-121,6,106,-106,7,26,-26,0,164,-164,5.5,115,-115,5.5,38,-38,0,86,-86,14.5,289,-289,15.5,102,-102,18,electricity
150,-150,5,75,-75,8,0,0,0,186,-186,7,235,-235,12,87,-87,16,122,-122,41.5,288,-288,13.5,122,-122,17,electricity
133,-133,8,118,-118,10,0,0,0,308,-308,12,231,-231,43,50,-50,8.5,66,-66,13.5,303,-303,17.5,97,-97,11,electricity
53,-53,0,72,-72,9,16,-16,0,37,-37,3,62,-62,2,116,-116,10.5,82,-82,8.5,79,-79,2.5,45,-45,5,electricity
146,-146,0,78,-78,18,104,-104,5.5,46,-46,1,108,-108,16,50,-50,8,138,-138,12,152,-152,6.5,62,-62,20.5,electricity
94,-94,6,42,-42,2.5,8,-8,0,167,-167,0,74,-74,0,93,-93,3,76,-76,5.5,60,-60,4,71,-71,16.5,electricity
137,-137,4.5,58,-58,0.5,6,-6,0,162,-162,0,153,-153,2,45,-45,0,142,-142,8.5,132,-132,5.5,78,-78,10.5,electricity
129,-129,12.5,7,-7,0,19,-19,0.5,26,-26,1,95,-95,0,82,-82,1,75,-75,12,100,-100,6.5,107,-107,8,electricity
142,-142,44.5,98,-98,0,71,-71,0,198,-198,7.5,133,-133,1,331,-331,36.5,133,-133,7,305,-305,24,8,-8,0,electricity
83,-83,9,130,-130,0,50,-50,10.5,243,-243,6,106,-106,14,297,-297,19,188,-188,18,299,-299,1,48,-48,6.5,electricity
12,-12,0,119,-119,0,79,-79,0,247,-247,20,117,-117,16.5,318,-318,19.5,217,-217,12,200,-200,23,100,-100,6.5,electricity
44,-44,2,151,-151,0,36,-36,2.5,75,-75,2.5,131,-131,5,283,-283,14,332,-332,25,215,-215,19,34,-34,0,electricity
121,-121,1,101,-101,6,94,-94,12.5,65,-65,3.5,220,-220,11,181,-181,13,286,-286,11,125,-125,9,17,-17,0,electricity
379,-379,16.5,431,-431,10,97,-97,13.5,474,-474,11,158,-158,3,247,-247,31.5,444,-444,15.5,281,-281,17,120,-120,11,fire-brigade
423,-423,8.5,378,-378,28.5,108,-108,17,533,-533,6.5,138,-138,1,278,-278,52,457,-457,12.5,253,-253,29.5,70,-70,11,fire-brigade
328,-328,14.5,189,-189,9.5,133,-133,7.5,287,-287,3.5,150,-150,4,223,-223,27,218,-218,2,194,-194,22.5,92,-92,14.5,fire-brigade
404,-404,17.5,411,-411,11.5,174,-174,29,485,-485,1.5,163,-163,1,266,-266,13,396,-396,13.5,264,-264,24,124,-124,18,fire-brigade
461,-461,19.5,472,-472,25.5,90,-90,11,557,-557,3,211,-211,3,410,-410,26.5,407,-407,21.5,269,-269,25,277,-277,16,fire-brigade
215,-215,8,107,-107,17.5,53,-53,0,263,-263,3,111,-111,7,149,-149,37,221,-221,2,140,-140,1,135,-135,20,fire-brigade
190,-190,5.5,206,-206,13,54,-54,7,225,-225,2,67,-67,1,175,-175,18,216,-216,8.5,149,-149,15,22,-22,0,fire-brigade
306,-306,1.5,222,-222,2,77,-77,9,271,-271,2,27,-27,2.5,152,-152,73.5,204,-204,4,154,-154,2,86,-86,6,fire-brigade
230,-230,4.5,171,-171,25,3,-3,0,211,-211,1,99,-99,7.5,222,-222,17.5,153,-153,1,152,-152,11,69,-69,6,fire-brigade
297,-297,2.5,263,-263,2,181,-181,5.5,226,-226,0,77,-77,1.5,175,-175,24.5,210,-210,2.5,183,-183,12,10,-10,0,fire-brigade
140,-140,2.5,173,-173,1,122,-122,14,190,-190,9,136,-136,1,115,-115,18,177,-177,5.5,154,-154,2,68,-68,14,fire-brigade
253,-253,0.5,211,-211,7,103,-103,17,166,-166,2.5,72,-72,1,131,-131,20,195,-195,5,122,-122,7,11,-11,0,fire-brigade
272,-272,6.5,246,-246,2.5,160,-160,5.5,342,-342,4.5,69,-69,0.5,143,-143,20,194,-194,8.5,159,-159,18,5,-5,0,fire-brigade
109,-109,5,386,-386,13,160,-160,10,127,-127,0.5,280,-280,4.5,157,-157,18,126,-126,4.5,250,-250,15,40,-40,0,fire-brigade
282,-282,10.5,273,-273,15,91,-91,9,335,-335,7.5,94,-94,0,176,-176,67.5,230,-230,22,143,-143,14,213,-213,0,fire-brigade
245,-245,8.5,234,-234,3,137,-137,16.5,154,-154,2.5,108,-108,1.5,221,-221,23.5,176,-176,8.5,192,-192,20.5,39,-39,5.5,fire-brigade
146,-146,7.5,121,-121,2.5,78,-78,11,196,-196,15,80,-80,8,133,-133,8,118,-118,3,120,-120,16,17,-17,2.5,fire-brigade
161,-161,14.5,185,-185,2,78,-78,10,246,-246,4.5,96,-96,5,150,-150,22,185,-185,6.5,133,-133,20.5,1,-1,0,fire-brigade
144,-144,12.5,210,-210,15.5,107,-107,15.5,133,-133,0.5,216,-216,6,153,-153,13.5,164,-164,11.5,153,-153,14.5,50,-50,8.5,fire-brigade
216,-216,11,199,-199,5.5,109,-109,12,139,-139,2.5,13,-13,0.5,173,-173,15.5,122,-122,7.5,109,-109,19,104,-104,0,fire-brigade
225,-225,5,218,-218,0,182,-182,7.5,333,-333,2.5,95,-95,2,141,-141,9.5,321,-321,5.5,186,-186,0,141,-141,17,fire-brigade
191,-191,3.5,188,-188,4,164,-164,23.5,281,-281,5.5,81,-81,0,82,-82,3.5,205,-205,6.5,157,-157,6,130,-130,12.5,fire-brigade
270,-270,2.5,265,-265,7,66,-66,9,303,-303,5,87,-87,0,137,-137,22.5,241,-241,7.5,170,-170,1,164,-164,14,fire-brigade
226,-226,2.5,310,-310,53.5,72,-72,0,390,-390,3,108,-108,2,195,-195,35.5,331,-331,9.5,200,-200,1,195,-195,2.5,fire-brigade
343,-343,6,274,-274,20,3,-3,0,406,-406,8,117,-117,7.5,206,-206,30.5,270,-270,6.5,222,-222,0,203,-203,5,fire-brigade
329,-329,5,447,-447,11,246,-246,28.5,619,-619,2,319,-319,2.5,237,-237,15.5,358,-358,2.5,292,-292,29.5,157,-157,24,fire-brigade
296,-296,2,350,-350,8,201,-201,22.5,614,-614,21,131,-131,0,271,-271,33.5,275,-275,3.5,262,-262,28.5,127,-127,18.5,fire-brigade
223,-223,14,342,-342,30,111,-111,11.5,654,-654,13.5,158,-158,1,219,-219,8.5,484,-484,10,196,-196,22.5,141,-141,22.5,fire-brigade
259,-259,20,311,-311,17.5,56,-56,6,342,-342,9,140,-140,0,271,-271,23,361,-361,7.5,157,-157,3,190,-190,19.5,fire-brigade
220,-220,15.5,209,-209,26.5,17,-17,2.5,441,-441,12,355,-355,5.5,265,-265,21,317,-317,6.5,260,-260,2,200,-200,19.5,fire-brigade
309,-309,5.5,380,-380,9.5,94,-94,8,524,-524,8.5,132,-132,1,267,-267,19.5,464,-464,5,52,-52,7,271,-271,30.5,fire-brigade
324,-324,4.5,215,-215,11.5,102,-102,14.5,373,-373,4,177,-177,5,236,-236,17,376,-376,20.5,200,-200,4,268,-268,7.5,fire-brigade
373,-373,10,286,-286,3,208,-208,18,241,-241,7,403,-403,16,203,-203,10.5,301,-301,7.5,302,-302,4.5,239,-239,15.5,fire-brigade
162,-162,3.5,212,-212,7.5,178,-178,14.5,254,-254,34.5,216,-216,1.5,69,-69,1,352,-352,7,192,-192,0,199,-199,12.5,fire-brigade
282,-282,26,464,-464,25,168,-168,18,373,-373,1.5,401,-401,6.5,231,-231,59,421,-421,6,283,-283,9.5,74,-74,8.5,fire-brigade
160,-160,3,99,-99,6,48,-48,2,131,-131,3,64,-64,7,73,-73,6.5,76,-76,12,23,-23,0,26,-26,0,fire-brigade
126,-126,8,73,-73,4,2,-2,0,104,-104,0.5,47,-47,4,91,-91,8,63,-63,0.5,32,-32,0,37,-37,0,fire-brigade
142,-142,6,91,-91,4,61,-61,1.5,143,-143,1,64,-64,6,51,-51,11.5,94,-94,3,29,-29,0,27,-27,0,fire-brigade
86,-86,2.5,100,-100,4,63,-63,2.5,135,-135,2.5,67,-67,1,67,-67,11.5,126,-126,5.5,54,-54,0,18,-18,0,fire-brigade
141,-141,2,86,-86,0,87,-87,2.5,123,-123,4,52,-52,2,64,-64,8,47,-47,0.5,67,-67,6,1,-1,0,fire-brigade
490,-490,19,335,-335,4,145,-145,8,640,-640,19.5,249,-249,7.5,303,-303,29.5,415,-415,21.5,80,-80,0,379,-379,48.5,fire-brigade
348,-348,26.5,239,-239,30.5,20,-20,0,441,-441,5.5,240,-240,12.5,310,-310,37.5,428,-428,8,37,-37,2,393,-393,26.5,fire-brigade
402,-402,6,273,-273,6,221,-221,23.5,538,-538,24.5,195,-195,1,206,-206,16,110,-110,5.5,134,-134,4.5,283,-283,26.5,fire-brigade
360,-360,14,408,-408,18,193,-193,28,593,-593,3.5,127,-127,1.5,279,-279,24,486,-486,11.5,301,-301,31.5,147,-147,20,fire-brigade
408,-408,19.5,233,-233,8,319,-319,28.5,731,-731,9,196,-196,2,301,-301,4,398,-398,6.5,238,-238,21,267,-267,28.5,fire-brigade
159,-159,7.5,224,-224,17.5,90,-90,14,203,-203,2.5,133,-133,1.5,173,-173,11,258,-258,4.5,159,-159,7,121,-121,18.5,fire-brigade
228,-228,8.5,113,-113,4.5,91,-91,15,362,-362,5,203,-203,6.5,184,-184,8,212,-212,7.5,182,-182,12,90,-90,15.5,fire-brigade
174,-174,15.5,119,-119,10,43,-43,7,206,-206,15.5,230,-230,3,149,-149,10.5,137,-137,2.5,131,-131,1.5,138,-138,14.5,fire-brigade
196,-196,15.5,110,-110,4.5,85,-85,0,166,-166,5,64,-64,0,157,-157,10,124,-124,9,123,-123,15,6,-6,0,fire-brigade
246,-246,42.5,208,-208,8.5,77,-77,9,258,-258,1.5,89,-89,2,169,-169,111,234,-234,13,137,-137,19.5,4,-4,0,fire-brigade
338,-338,10,133,-133,3,136,-136,7.5,229,-229,10,79,-79,0,92,-92,13,63,-63,7.5,110,-110,19.5,40,-40,0,fire-brigade
294,-294,2.5,223,-223,0,204,-204,11,227,-227,8,102,-102,1,84,-84,16.5,102,-102,11,92,-92,15,0,0,0,fire-brigade
240,-240,2.5,212,-212,4,153,-153,13,253,-253,5.5,143,-143,3,93,-93,13.5,212,-212,17,81,-81,11.5,3,-3,0,fire-brigade
361,-361,1.5,212,-212,1,175,-175,6,339,-339,3,147,-147,14,90,-90,13,212,-212,32.5,50,-50,7,22,-22,0,fire-brigade
303,-303,5.5,235,-235,1,151,-151,4.5,193,-193,6,137,-137,8,110,-110,19,187,-187,27,84,-84,11.5,96,-96,0,fire-brigade
315,-315,14.5,202,-202,8.5,21,-21,0,301,-301,6,81,-81,0,186,-186,28,225,-225,4.5,137,-137,3,72,-72,2,fire-brigade
361,-361,2,229,-229,20.5,1,-1,0,338,-338,2.5,60,-60,1.5,165,-165,27,294,-294,5.5,166,-166,0,207,-207,6,fire-brigade
319,-319,40.5,298,-298,5,163,-163,15.5,275,-275,2,255,-255,13,119,-119,19,248,-248,27.5,58,-58,5,0,0,0,fire-brigade
403,-403,14,202,-202,2,205,-205,9,425,-425,11.5,197,-197,17.5,107,-107,22,228,-228,27,71,-71,8.5,12,-12,0,fire-brigade
349,-349,6,273,-273,4,196,-196,7.5,335,-335,4,74,-74,1,161,-161,14.5,155,-155,6,149,-149,15,50,-50,7.5,fire-brigade
270,-270,7.5,301,-301,8.5,92,-92,10,234,-234,6,74,-74,6.5,184,-184,22.5,274,-274,5,200,-200,0,227,-227,3.5,fire-brigade
270,-270,36.5,220,-220,12.5,0,0,0,294,-294,7,150,-150,11,289,-289,13,281,-281,18.5,191,-191,16,12,-12,0,fire-brigade
242,-242,7,262,-262,0,17,-17,0,209,-209,4,137,-137,1,131,-131,19,227,-227,11.5,203,-203,0.5,184,-184,8.5,fire-brigade
224,-224,10.5,169,-169,5,79,-79,0,335,-335,3,290,-290,30.5,6,-6,0.5,347,-347,5,206,-206,0,342,-342,25,fire-brigade
425,-425,27.5,227,-227,2,125,-125,5.5,288,-288,6,216,-216,10,258,-258,12,278,-278,9.5,170,-170,21,0,0,0,fire-brigade
377,-377,4.5,614,-614,87.5,164,-164,15,372,-372,5,241,-241,0,260,-260,13,510,-510,4,326,-326,10,302,-302,36.5,fire-brigade
417,-417,2.5,392,-392,18,1,-1,0,590,-590,2.5,220,-220,8,301,-301,39.5,553,-553,15,296,-296,0,281,-281,1,fire-brigade
315,-315,2.5,416,-416,4,298,-298,3.5,426,-426,2,318,-318,2,387,-387,25.5,476,-476,33.5,247,-247,18,52,-52,0,fire-brigade
316,-316,5,451,-451,14,221,-221,23,521,-521,2,148,-148,0,364,-364,21.5,501,-501,24.5,329,-329,14,4,-4,0,fire-brigade
215,-215,4,337,-337,3,91,-91,14,591,-591,3.5,189,-189,0,305,-305,51,530,-530,21.5,307,-307,3,170,-170,2,fire-brigade
334,-334,8.5,356,-356,9,237,-237,21.5,385,-385,2.5,209,-209,2.5,220,-220,25.5,412,-412,9.5,240,-240,19,79,-79,11.5,fire-brigade
273,-273,41,260,-260,3.5,156,-156,11.5,401,-401,2,107,-107,1,178,-178,3,290,-290,6.5,197,-197,3,131,-131,18.5,fire-brigade
251,-251,2,311,-311,14.5,225,-225,17.5,186,-186,0,319,-319,8.5,333,-333,10.5,150,-150,1,340,-340,23.5,118,-118,15,fire-brigade
297,-297,14,166,-166,21,75,-75,0,355,-355,22.5,278,-278,2,261,-261,29,240,-240,7.5,305,-305,15,177,-177,19.5,fire-brigade
239,-239,12.5,162,-162,4,64,-64,5.5,373,-373,6,277,-277,2,229,-229,16.5,210,-210,7,220,-220,6.5,154,-154,21.5,fire-brigade
382,-382,3,266,-266,20,69,-69,8,493,-493,6,78,-78,1.5,238,-238,28,353,-353,16.5,174,-174,13,98,-98,10,fire-brigade
378,-378,7.5,281,-281,5,165,-165,12.5,509,-509,5.5,126,-126,2,113,-113,1.5,328,-328,2.5,162,-162,1,138,-138,12.5,fire-brigade
259,-259,12.5,307,-307,5.5,140,-140,5.5,193,-193,2,231,-231,2.5,161,-161,25,156,-156,6.5,197,-197,24.5,134,-134,0,fire-brigade
269,-269,7.5,275,-275,1,189,-189,18,318,-318,7,140,-140,1,161,-161,17.5,339,-339,6.5,177,-177,10.5,74,-74,11,fire-brigade
404,-404,10,321,-321,5.5,169,-169,13.5,296,-296,4.5,237,-237,2.5,178,-178,14,82,-82,8,239,-239,19,75,-75,9,fire-brigade
180,-180,9,169,-169,9.5,27,-27,2.5,208,-208,10.5,101,-101,4,223,-223,49.5,182,-182,7.5,167,-167,22,15,-15,2.5,fire-brigade
393,-393,6.5,260,-260,10,106,-106,2,264,-264,11.5,207,-207,10,153,-153,20.5,130,-130,10,132,-132,21,47,-47,0,fire-brigade
326,-326,2.5,293,-293,0,190,-190,5.5,229,-229,8,167,-167,3,177,-177,45.5,74,-74,3.5,196,-196,24.5,2,-2,0,fire-brigade
339,-339,13,138,-138,0.5,111,-111,2,331,-331,5,136,-136,3.5,135,-135,13,153,-153,14,127,-127,19,106,-106,0,fire-brigade
266,-266,12.5,394,-394,11,276,-276,21.5,199,-199,1,171,-171,0,167,-167,22,162,-162,5,185,-185,22,5,-5,0,fire-brigade
399,-399,2.5,478,-478,4,284,-284,16.5,242,-242,0,328,-328,3.5,145,-145,0,280,-280,1.5,209,-209,4,245,-245,31.5,fire-brigade
387,-387,14,400,-400,13,110,-110,11,223,-223,0,250,-250,1.5,206,-206,22.5,314,-314,2.5,194,-194,1,189,-189,28.5,fire-brigade
329,-329,12.5,292,-292,16,99,-99,10,393,-393,14.5,235,-235,6.5,153,-153,16.5,387,-387,6,212,-212,1,218,-218,23.5,fire-brigade
446,-446,8,304,-304,8,131,-131,11,351,-351,1,139,-139,1.5,217,-217,17,349,-349,31.5,174,-174,13,66,-66,5,fire-brigade
267,-267,16,302,-302,7.5,187,-187,22,244,-244,0,253,-253,1,203,-203,2,359,-359,7.5,124,-124,1,145,-145,18.5,fire-brigade
155,-155,11.5,87,-87,5.5,3,-3,0,119,-119,2,101,-101,1,121,-121,5,95,-95,7,41,-41,2.5,14,-14,0,fire-brigade
136,-136,35,101,-101,2,23,-23,3,139,-139,3.5,76,-76,2,121,-121,12,79,-79,1,60,-60,7,5,-5,0,fire-brigade
204,-204,6.5,139,-139,6,24,-24,2.5,200,-200,11,117,-117,12.5,104,-104,14.5,118,-118,11.5,25,-25,0,0,0,0,fire-brigade
200,-200,6.5,143,-143,0,65,-65,0,130,-130,2,68,-68,2,111,-111,13,116,-116,4,82,-82,14,109,-109,0,fire-brigade
191,-191,11,150,-150,4.5,99,-99,2,143,-143,8,149,-149,10,65,-65,9,92,-92,12.5,33,-33,4.5,0,0,0,fire-brigade
295,-295,9.5,243,-243,24.5,77,-77,12,284,-284,1.5,88,-88,2.5,192,-192,10.5,272,-272,6,153,-153,10,154,-154,22.5,fire-brigade
237,-237,9.5,222,-222,28,106,-106,0,307,-307,4.5,122,-122,3,157,-157,26.5,223,-223,3.5,150,-150,0.5,197,-197,10.5,fire-brigade
291,-291,7.5,193,-193,26,2,-2,0,302,-302,2,196,-196,3,249,-249,26,173,-173,4.5,228,-228,14,105,-105,13,fire-brigade
153,-153,4,210,-210,33,30,-30,4,169,-169,1,345,-345,5,257,-257,28,274,-274,4,190,-190,1,174,-174,11.5,fire-brigade
233,-233,11.5,186,-186,25.5,37,-37,6,349,-349,12.5,193,-193,4.5,196,-196,28.5,316,-316,4,151,-151,2.5,107,-107,17.5,fire-brigade
246,-246,6.5,159,-159,6,63,-63,8,257,-257,2.5,148,-148,3.5,135,-135,17,195,-195,4.5,147,-147,2,87,-87,6,fire-brigade
283,-283,3.5,114,-114,8.5,54,-54,7.5,248,-248,3,85,-85,4.5,123,-123,13.5,188,-188,7.5,88,-88,4,25,-25,2,fire-brigade
206,-206,3.5,229,-229,4.5,112,-112,5,147,-147,0,208,-208,18,94,-94,15.5,125,-125,15,60,-60,9.5,0,0,0,fire-brigade
335,-335,6,191,-191,2,108,-108,15.5,328,-328,23,102,-102,7,125,-125,32,216,-216,11.5,85,-85,13,21,-21,0,fire-brigade
258,-258,11,208,-208,2,98,-98,3,157,-157,1,102,-102,3.5,143,-143,16.5,103,-103,1,137,-137,11,56,-56,0,fire-brigade
640,-640,14,467,-467,12,107,-107,9,707,-707,3.5,167,-167,0,259,-259,37,486,-486,1,351,-351,33,342,-342,2,fire-brigade
406,-406,10.5,429,-429,19.5,483,-483,45.5,884,-884,114,195,-195,1,495,-495,35.5,615,-615,20,370,-370,39.5,296,-296,6,fire-brigade
485,-485,7.5,529,-529,26.5,194,-194,24,490,-490,18.5,179,-179,1,196,-196,29.5,338,-338,7,303,-303,4,317,-317,27,fire-brigade
565,-565,6,524,-524,33,18,-18,0,577,-577,5.5,156,-156,1.5,326,-326,49,590,-590,4.5,311,-311,1,352,-352,9.5,fire-brigade
552,-552,7,494,-494,1,260,-260,37,549,-549,3.5,113,-113,0,234,-234,13,376,-376,5,293,-293,16,289,-289,3,fire-brigade
132,-132,13,284,-284,22.5,377,-377,31.5,468,-468,17.5,165,-165,8.5,386,-386,48,161,-161,9,124,-124,13,261,-261,11.5,fire
219,-219,9.5,349,-349,14,222,-222,16.5,393,-393,56,144,-144,0,410,-410,14.5,149,-149,8,97,-97,15.5,225,-225,5.5,fire
56,-56,7.5,443,-443,4,124,-124,9.5,552,-552,65.5,371,-371,26,453,-453,28,169,-169,16,163,-163,19.5,199,-199,5.5,fire
226,-226,5.5,357,-357,13,225,-225,9.5,573,-573,28.5,66,-66,1,451,-451,26,261,-261,12.5,173,-173,8,256,-256,12.5,fire
132,-132,9.5,347,-347,7.5,367,-367,20,568,-568,54,39,-39,2.5,347,-347,12,178,-178,10,201,-201,10.5,317,-317,14.5,fire
60,-60,5.5,276,-276,14.5,36,-36,2.5,228,-228,12.5,272,-272,0,216,-216,8.5,120,-120,8.5,133,-133,0.5,136,-136,11.5,fire
198,-198,9.5,173,-173,17,116,-116,6,149,-149,2,48,-48,0,170,-170,4.5,160,-160,15.5,126,-126,4,148,-148,16,fire
41,-41,1.5,270,-270,9.5,63,-63,1.5,288,-288,13.5,3,-3,0,164,-164,9.5,204,-204,15.5,163,-163,14,135,-135,18,fire
88,-88,8,196,-196,10.5,197,-197,11.5,294,-294,10,0,0,0,213,-213,16,212,-212,50,152,-152,14.5,106,-106,13,fire
147,-147,5,166,-166,7.5,113,-113,10,252,-252,11,98,-98,0,212,-212,12.5,174,-174,15.5,140,-140,7,158,-158,25,fire
88,-88,10,350,-350,9,294,-294,36.5,242,-242,18.5,75,-75,7,216,-216,5,195,-195,14.5,179,-179,33,171,-171,0,fire
21,-21,1,333,-333,3,215,-215,31.5,550,-550,18,247,-247,11,394,-394,24,325,-325,14,137,-137,0,187,-187,2.5,fire
130,-130,2.5,376,-376,9,333,-333,32,699,-699,10.5,161,-161,17,382,-382,17,387,-387,4.5,167,-167,4,300,-300,3.5,fire
163,-163,4.5,374,-374,8.5,411,-411,21,431,-431,7.5,138,-138,5,412,-412,11,291,-291,28,109,-109,10,257,-257,0,fire
277,-277,15,124,-124,11,341,-341,3,522,-522,8.5,135,-135,18.5,458,-458,155.5,393,-393,8.5,154,-154,30.5,261,-261,0,fire
142,-142,11.5,103,-103,16.5,100,-100,8.5,148,-148,3,78,-78,0,106,-106,7.5,119,-119,15.5,54,-54,11,137,-137,5.5,fire
173,-173,16.5,158,-158,9.5,38,-38,6.5,191,-191,0,201,-201,0,104,-104,4.5,83,-83,9.5,75,-75,0,167,-167,2,fire
134,-134,7.5,93,-93,11.5,140,-140,4,212,-212,11,5,-5,0,91,-91,1,15,-15,0,79,-79,0,114,-114,18,fire
43,-43,3.5,115,-115,6,131,-131,20.5,216,-216,9,83,-83,2,101,-101,1.5,121,-121,4,107,-107,16.5,115,-115,1.5,fire
207,-207,11,157,-157,20.5,186,-186,8,262,-262,18,18,-18,0,192,-192,8,44,-44,0,116,-116,38.5,178,-178,1.5,fire
165,-165,4.5,265,-265,30,327,-327,16.5,307,-307,13,0,0,0,338,-338,36,258,-258,29.5,25,-25,0.5,322,-322,48,fire
284,-284,9,367,-367,19.5,323,-323,24.5,278,-278,16,0,0,0,238,-238,7,283,-283,22.5,137,-137,15.5,297,-297,29.5,fire
425,-425,22,107,-107,3.5,395,-395,30.5,243,-243,3,0,0,0,156,-156,8.5,312,-312,29.5,233,-233,11,259,-259,40,fire
561,-561,25,27,-27,3,638,-638,39.5,277,-277,0,0,0,0,281,-281,10,344,-344,29.5,357,-357,13,244,-244,32.5,fire
477,-477,34,137,-137,0,337,-337,26,254,-254,4,0,0,0,155,-155,1,286,-286,28.5,376,-376,25.5,363,-363,33.5,fire
424,-424,23,278,-278,19,326,-326,32.5,228,-228,14.5,0,0,0,294,-294,27.5,267,-267,26.5,295,-295,18.5,250,-250,38.5,fire
480,-480,28.5,6,-6,0,371,-371,18,236,-236,10,0,0,0,275,-275,17,254,-254,39.5,280,-280,18,289,-289,41.5,fire
424,-424,16.5,441,-441,0,375,-375,20.5,235,-235,1,0,0,0,144,-144,7,272,-272,19.5,222,-222,10,282,-282,47.5,fire
326,-326,14.5,5,-5,0,383,-383,10.5,245,-245,2,0,0,0,262,-262,10,389,-389,27.5,175,-175,0,352,-352,46.5,fire
443,-443,20.5,30,-30,1.5,406,-406,16.5,268,-268,5,0,0,0,258,-258,5,259,-259,19.5,399,-399,13,319,-319,39.5,fire
225,-225,14.5,231,-231,15,177,-177,5,278,-278,101,2,-2,0,256,-256,11,158,-158,28.5,141,-141,13,283,-283,4,fire
102,-102,8,312,-312,20.5,260,-260,10,321,-321,12,18,-18,2,200,-200,0,145,-145,9.5,131,-131,3,203,-203,10.5,fire
187,-187,1,242,-242,19,160,-160,4.5,301,-301,10.5,194,-194,0,195,-195,0,152,-152,3.5,117,-117,0,253,-253,4,fire
160,-160,2,238,-238,14,207,-207,7,324,-324,20,309,-309,0,204,-204,6,176,-176,24.5,112,-112,12,226,-226,1,fire
187,-187,3.5,264,-264,29,392,-392,34,463,-463,11,28,-28,5,193,-193,0,98,-98,13,164,-164,19,263,-263,4.5,fire
434,-434,28,298,-298,35,376,-376,15.5,239,-239,5,0,0,0,250,-250,16,510,-510,26.5,244,-244,2,318,-318,4,fire
78,-78,7,513,-513,8,360,-360,29.5,617,-617,34,266,-266,24,473,-473,28,362,-362,9,50,-50,2.5,301,-301,10.5,fire
273,-273,16,602,-602,19,473,-473,27.5,320,-320,9.5,78,-78,1.5,350,-350,5.5,421,-421,34,249,-249,12,380,-380,27,fire
401,-401,18,385,-385,21,528,-528,79,511,-511,7,46,-46,5.5,285,-285,4,308,-308,22.5,17,-17,0,290,-290,5,fire
96,-96,3,557,-557,24.5,215,-215,1,685,-685,18.5,386,-386,12.5,511,-511,42,610,-610,19,215,-215,3.5,306,-306,7.5,fire
