%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_17 NUMERIC
@ATTRIBUTE  Mass_Center_X_18 NUMERIC
@ATTRIBUTE  Mass_Center_X_19 NUMERIC
@ATTRIBUTE  Mass_Center_X_20 NUMERIC
@ATTRIBUTE  Mass_Center_X_21 NUMERIC
@ATTRIBUTE  Mass_Center_X_22 NUMERIC
@ATTRIBUTE  Mass_Center_X_23 NUMERIC
@ATTRIBUTE  Mass_Center_X_24 NUMERIC
@ATTRIBUTE  Mass_Center_X_25 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_17 NUMERIC
@ATTRIBUTE  Mass_Center_Y_18 NUMERIC
@ATTRIBUTE  Mass_Center_Y_19 NUMERIC
@ATTRIBUTE  Mass_Center_Y_20 NUMERIC
@ATTRIBUTE  Mass_Center_Y_21 NUMERIC
@ATTRIBUTE  Mass_Center_Y_22 NUMERIC
@ATTRIBUTE  Mass_Center_Y_23 NUMERIC
@ATTRIBUTE  Mass_Center_Y_24 NUMERIC
@ATTRIBUTE  Mass_Center_Y_25 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0,0,16.8175,7.89286,1.5,10.4127,7.97531,17.6134,1.96667,19.5222,5.66667,7.80556,11.9819,0,19.5169,6.43814,0,0,2.7619,0,0,12.5609,8.82345,11.4044,0,0,0,16.7143,4.25238,4,2.70635,13.316,6.74866,7.99722,21.1167,11.1667,1.88889,11.6814,0,5.89692,13.3112,0,0,22.2381,0,0,17.103,15.526,14.7229,0,police
0,21.4167,13.5675,8.25,0,19.9942,3.9375,12.1111,9.25,3.1875,0,15.3804,10.306,9.22222,0,0,0,10.5,0,0,0,15.6307,16.2912,7.12719,0,0,18.75,14.6349,2,0,5.81097,18.7708,8.5,1.5,19.2083,0,11.5072,15.1782,9.44444,0,0,0,6.5,0,0,0,16.7414,11.0322,16.8263,0,police
0,18.3333,11.75,16.619,20.6667,0,8.17855,15.6923,10.1915,23,3.98765,1.33333,9.33165,0,18.4967,9.76389,0,0,0,0,19.95,11.3422,19.3142,9.07064,1.33333,0,16.9423,3.25,13.4048,1.66667,0,12.5391,11.8213,17.4148,22.5,8.37654,1.33333,16.9739,0,6.23552,13.1792,0,0,0,0,17.5833,7.22127,5.90969,14.7079,23.6667,police
0,19.6018,7.75,13.75,0,0,10.3631,0,18.2126,0,0,6.55,10.667,0,20.8889,12.805,4.5,0,5.5,0,16.4219,9.59524,22.7333,8.82611,1.33333,0,18.0788,2.33333,19.35,0,0,11.7514,0,9.37172,0,0,4.65,14.1693,0,3.51111,14.6454,3.25,0,23,0,16.75,3.66964,2.26667,10.0908,23.6667,police
0,18,0,8.85,0,22.2727,6.88704,18.1995,7.87879,0,14.356,3.51111,5.51626,0,19.0909,13.8737,3.25,0,0,0,20.1967,10.4129,20.8426,8.72571,0,0,23.5,0,17.3,0,2.54545,14.1722,9.49755,15.3447,0,18.5343,3.51111,8.16577,0,4.75598,14.2844,3.75,0,0,0,14.5667,5.93561,10.3968,16.4686,0,police
0,14.6611,12.7101,6.5,0,23.6667,7.17338,21.0889,5.425,18.1222,8.69203,0,9.34286,0,18.6698,4.58631,0,0,0,0,16.3772,9.75891,11.5887,11.8195,0,0,13.1594,20.7101,16.75,0,1.33333,10.4481,4.37778,10.6587,20.5,10.3333,0,16.3314,0,12.2568,3.88095,0,0,0,0,15.6009,7.69249,6.91042,14.3739,0,police
0,17.3125,18.463,6.50159,0,21.3026,6.19,0,14.8423,11.9167,7.55673,2.41667,8.6,0,0,9.43651,0,0,0,0,19.6218,14.2583,16.4202,8.14025,0,0,17.3036,10.8671,13.1651,0,3.62051,15.8756,0,11.763,23.3333,17.255,2.60417,17.2455,0,0,8.63597,0,0,0,0,19.3968,6.64405,6.81339,16.7307,0,police
0,22.4792,21.5,11.5417,0,22.1111,5.25,11.1111,2.25,2.74074,16.5723,5.13333,13.2119,0,15.8263,14.143,3.13333,0,2,0,0,7.19048,21.9333,6.64982,0,0,21.4167,12.5,7.875,0,3.80556,16.9773,2.88889,11.5,8.07407,12.661,4.33333,17.2737,0,7.12745,17.507,3.96667,0,22.5,0,0,4.95238,9.5,11.7492,0,police
0,21.1667,15.7333,21.8788,2,14.8148,4.48571,0,6.25,10.7342,8.66667,0,9.66963,0,17.5398,3.06667,0,0,3.33333,0,0,8.69321,12.7222,7.79304,0,0,18.7619,12.0222,12.7121,19.5,8.75926,12.9381,0,16.2798,13.5342,6,0,15.9295,0,14.3,2.26667,0,0,22.631,0,0,7.86914,1.55556,11.6994,0,police
0,7.79348,0,11.7821,0,19.8749,0,0,15.7484,19.9157,0,0,7.43999,0,23.5,7.21914,0,0,0,0,0,7.10328,19.1561,7.94282,0,0,6.33696,0,13.0952,0,9.1306,0,0,7.83456,18.3468,0,0,14.9201,0,12,8.81173,0,0,0,0,0,3.79722,6.57231,18.2463,0,police
0,0,12.4764,7.01481,0,0,9.09333,0,4.32468,3.3,18.9397,6.60392,12.3281,0,17.7879,11.3831,7.32745,0,3.01709,0,0,11.4524,14.9722,11.2193,2.26667,0,0,14.75,7.60741,0,0,9.38333,0,20.8312,12.1333,18.9397,4.86275,16.3914,0,4.66667,14.5682,7.9701,0,21.9829,0,0,10.4615,2.11111,11.4271,21.9333,police
0,21.2413,16.6847,0,0,21.9829,6.28219,20.8869,9.75926,14.9852,12.1546,4,10.1642,0,17.7125,7.45553,0,0,0,0,0,14.4379,10.8333,7.39693,0,0,19.7365,7.90991,0,0,3.73504,16.2081,13.0833,16.5741,16.8997,9.58519,1.5,12.7101,0,13.2042,7.15971,0,0,0,0,0,10.8931,5.95833,14.7526,0,police
0,7.39352,11.9933,0,0,22.25,6.82781,0,12.124,2.375,11.3573,0,2.83333,0,23.6667,12.748,1.25,0,0,0,0,22.8833,11.8333,11.7222,7.33333,0,13.4213,12.8739,0,0,21.05,7.4243,0,12.626,11.6667,12.1429,0,13.3333,0,1.33333,10.5894,1.66667,0,0,0,0,5.03333,0.666667,7.21086,11.5556,police
23,7.5,0,0,1.5,0,0,0,0,4.6,0,20.869,15.8844,0,19.2857,4.12745,21.5,8.12667,9.01274,0,12.441,23.6667,1.5,21.25,11.2119,22.5,11.0333,0,0,11,0,0,0,0,10.3667,0,20.9167,11.0302,0,7.52597,20.4461,21,8.37667,14.4072,0,11.5608,20.6667,3.75,2.70833,14.1238,police
0,15.3197,3.33333,0,4.15278,0,13.3137,16.4969,6.5,8.33333,0,23,13.6506,0,18.4919,7.42614,19.5,15.4747,4.87719,0,12.6468,0,6.35531,14.4538,2,0,16.442,22.2667,0,16.2222,0,12.9452,7.12346,19,10.75,0,2.5,4.27244,0,5.62778,18.25,23,12.3485,18.2675,0,14.6261,0,7.51465,12.135,22.5,police
0,0,19.3333,16.3333,0.592593,17.8725,15.0367,9.02688,0,15.4778,1.33333,0,13.0852,4,0,0,11.413,0,2.5,0,0,0,21.6667,16.5611,3.13889,0,0,19.4333,22.0833,7.74074,13.7451,11.7724,15.8552,0,10.0428,23.6667,0,11.1222,2,0,0,8.8511,0,23,0,0,0,17.25,15.0176,21.6111,police
0,7.65556,21.6389,19.3704,4.81111,0,3.41026,0,23.3333,0,12.25,0,11.5,16.8718,0,17.2333,5.72222,0,17.2059,2.15152,23.5,9.75,12.1704,2.55702,8.12857,0,9.68889,5.88889,12.5185,6.81111,0,6.5641,0,15.6667,0,21.5833,0,4.25,12.859,0,15.0667,9.38889,0,14.3775,10.6212,22,13.5833,9.43148,10.9123,3.34286,police
0,19.5,15.2308,0,6.58,6.02381,12.588,11.667,0,0,21,4.5,6.77778,22,11.525,21.5,8,0,4.5,0,23.6667,8.34615,17.25,12.3533,11.1736,0,17.4167,12.2308,0,7.08667,5.41392,15.8889,17.8481,0,0,21,6.85714,9.16111,2,6.925,17.25,10.9375,0,10.625,0,21.6667,11.9231,14,11.3431,13.5823,police
0,15.5902,13.1239,0,3,11.0952,12.8737,2.12698,0,1.66667,16.4339,3.25926,13.5,14.975,11.3333,19.4286,3.26667,0,8.1,0,21.7407,5.85505,16.1026,15.2352,13.1243,0,11.8501,12.5812,0,3.55556,2.38095,14.3824,13.9683,0,4.66667,14.5952,3.25926,14,4.725,14.25,14.3667,3.26667,0,21.7667,0,20.4074,9.32626,4.07692,11.13,11.3951,police
0,11.9338,9.83172,0,7.42222,8.56349,11.7857,10.7,9.86265,0,15.1944,3,0,0,21.6667,12.95,2.79487,0,13.25,6,14.6325,2.7619,0.888889,10.9819,9.66722,0,18.0897,16.0956,0,11.3889,6.12302,13.9265,2,15.2758,0,14.7787,2.66667,0,0,2.5,7.93333,3.10256,0,19.75,23,13.4025,2.7619,4.61111,15.1199,4.88499,police
22.5,9.33056,6.5,0,21.5,3.79167,0,3,0,1.91667,0,7.33333,0,12.8333,17,6.22222,20.7333,5,8.75,6.25595,15.7857,14.5864,5.16667,4.02564,15.2403,20,5.96944,8.5,0,13.875,7.08333,0,10.25,0,18,0,11.5,0,4.75,17.5,8.44444,21.1333,14.0556,6.25,21.119,13.131,8.73457,7.16667,13.3878,3.81818,police
0,16.9227,15.1684,10.75,5.07071,16.401,3,23,5.33333,0,10.1136,0,0.888889,0,21.4167,13.4253,2,0,9.62963,0,19.5,13.3155,5.71429,9.53788,10.8106,0,14.8257,9.36347,7.47222,4.02525,14.3604,4.08333,2.5,9.50694,0,12.3447,0,2.38889,0,5.2037,16.4491,4,0,7.4537,0,17.7792,7.84226,7.88929,4.22727,16.8182,police
0,12.3148,2.98413,19.1556,10.5317,0,14.0324,14.7643,5.42222,3.07778,20.3728,3.25,10,0,20.5889,10.4415,7.82471,0,11.8409,0,16.4996,11.1778,19.8234,0,15.883,0,12.151,5.02381,9.87803,11.4638,0,12.2915,7,13.3333,8.57778,18.6952,5.25,5.83333,0,3.62778,15.4015,8.10316,0,19.1875,0,14.0929,2.44444,4.52279,0,17.3051,police
0,11.5417,19.75,21.75,3.5,2.5,0,0,0,3.06667,0,0,13.4444,19.1798,6.5,4.5,17.9167,0,8.1,0,0,8.66667,11.2556,1.5,7.04722,0,6.66667,13.75,20.25,23,6.5,0,0,0,9.45333,0,0,6.83333,12.3747,21.3333,5.94444,14,0,19,0,0,11.3333,15.7741,18,15.8403,police
0,18.5,21.6,2.85,7.4375,5.3616,5.25,12.9286,0,13,22.5,0,0,7.77778,16.1818,6.88889,14.3647,0,0,15,0,11.8114,7,5.47721,0,0,22,18.5,5.5,21.3125,12.385,5,8.98214,0,13.1667,20,0,0,4.22222,13.9545,7.27778,15.5273,0,0,20.75,0,13.9649,6.69048,9.58689,0,police
0,14.6,9.91667,0,0,23.5,7.5,16.8333,11.113,0,14.5,0,17.1111,0,20.619,12.7816,3,0,11.3926,0,21.75,9.66138,17.7397,2.47222,16.7593,0,13.85,12.8333,0,0,23,11.55,5.8114,18.1398,0,11.6667,0,9.38889,0,4.63095,14.9614,3.75,0,11.5241,0,19.4643,4.90807,12.1715,9.95833,14.8037,police
0,17.1975,11.75,0,7.90476,0,11.3737,13.5,16.3148,1.5,18.4222,2.5,15.0833,0,0,14.1247,6.95354,0,12.7639,0,21.5,6.37745,19.7957,1.5,21.5,0,18.6049,11.9167,0,1.66667,0,12.2946,6,13.2259,11.5,15.9127,3.66667,6,0,0,7.87374,7.16263,0,15.8333,0,20.4,8.75867,11.9473,7,22.5,police
0,17.9722,12.8763,0,4.4,0,15.2153,2.45833,19.7333,1.73333,16.7544,0,8.70635,0,0,15.3333,5.54167,0,12.75,0,0,0,3.75556,7.83148,0,0,16.5556,11.9789,0,3.06667,0,14.4425,2.375,18.2833,11.3667,18.4771,0,12.2738,0,0,8.37613,6.1375,0,20.25,0,0,0,21.0222,8.8,0,police
0,22.3333,12.8761,0,5.34815,0,14.1036,14,8.82778,1.41667,18.1222,3.5,6.875,0,23.6667,12.2161,5.47222,0,14.5298,2,22.7333,9.87607,11.3025,2.62222,9.74747,0,22,11.8725,0,3.48148,0,13.9065,4.83333,11.0778,20.8333,14.5556,4,13.6667,0,1.33333,9.87374,6.75,0,13.6264,22.5,22.7333,11.1041,14.5864,15.7222,12.1241,police
0,10.5,18.2461,7.6886,12.5202,0,17.8728,4.52593,11.7222,0,16.7467,4.5,10,0,21.5,11.9868,5.62821,0,9.40476,0,0,12.8542,14.3384,10.75,10.1867,0,7.08333,17.5483,4.1886,3.86869,0,12.0965,3.8037,18.963,0,16.4667,5.57143,13.6111,0,2.41667,13.6491,6.03205,0,22.131,0,0,15.7053,4.20202,6.375,12.0043,police
0,13.4206,0,0,8.80741,2.5,14.862,16.8923,6.82937,4.5,23,4.32143,17.2115,4.38095,20.1204,10.7648,16.0556,0,2.7619,0,0,0,7.14815,8.34121,5.32738,0,4.77778,0,0,6.86574,3.4,9.09175,11.4123,19.6111,17.8333,20.5,9.21429,12.9615,9.95238,4.62963,16.4501,12.7222,0,22.2381,0,0,0,19.6481,13.6286,21.119,police
0,16.1333,11.2901,0,0,13.0952,3.41667,20.8704,4.0084,5.25,13.75,0,17.7043,0,15.8521,10.4352,3,0,6.33232,0,22.1667,4.21429,13.0556,13.6205,5.70106,0,11.9072,7.11111,0,0,11.7169,10.0833,6.43519,20.1176,8.33333,13.0467,0,6.67778,0,8.82594,9.31366,4.33333,0,19.0768,0,19.3333,8.15714,7.94444,8.39966,14.2976,police
0,0,20.7143,0,0,12.6702,2.875,23.5,6.46078,17.5833,8.12366,0,9.125,0,18.6667,11.6104,0,0,4.27381,0,0,15.6944,12.1667,10.7067,0,0,0,16.4762,0,0,15.6521,6.625,2,16.1108,16.6667,10.9664,0,9.20833,0,4.75,8.12292,0,0,21.119,0,0,13.2722,11.8333,12.8313,0,police
0,22.3333,20.9524,1.5,6.08333,7.28194,5.11667,0,12.5879,22,4.37879,0,9.56743,0,22.2381,8.25758,0,0,0,0,0,0,13.814,8.78304,1.77778,0,4.66667,8.02381,9.5,9.75,11.8242,3.33333,0,12.8892,20.25,7.42424,0,15.4098,0,2.7619,4.69318,0,0,0,0,0,0,15.6488,16.8594,23.2222,police
0,19.7451,20.8444,0.5,10.2619,12.4646,2.95455,0,10.525,21.2556,7.3179,0,9.78095,0,20.8987,6.73727,0,0,0,0,22.2381,8.24684,20.4815,3.91852,0,0,19.1569,5.42222,5.66667,6.61905,10.4021,14.447,0,11.525,21.1222,8.5679,0,12.3333,0,13.7999,10.3202,0,0,0,0,22.2381,9.5533,14.1519,11.2981,0,police
0,13.1471,10.3457,23.3333,3.77778,0,12.75,14.5505,1.96667,0,16.6692,3,22.5,0,17.6667,13.8141,3.63333,0,0,0,22,3.92857,10.3917,3.33,10.0849,0,14.1961,12.9846,8,2.88889,0,13.7031,9.64247,10.8667,0,15.3434,3.5,6.41667,0,5.5,14.8718,5.03333,0,0,0,20.2143,6.57143,6.35,12.9067,11.4407,police
0,13.8611,11.6845,0,0,21.5833,4.25,17.8542,6.2381,0,10.6319,0,13.0256,0,19.6296,13.6396,2.5,0,0,9.17949,21.6795,2.16239,22.2381,2,13.713,0,13.0278,11.4702,0,0,20.5833,6.29167,5.75,13.5915,0,12.3637,0,22.4936,0,5.62037,14.9553,4,0,0,21.5128,19.6026,4.3547,3.04762,8.5,17.1032,police
0,20.7024,19.75,1.5,9.83333,0,7.64035,10.0349,16.2204,0,15.6717,0,16.5942,0,21.6667,11.9306,4.31713,0,12.4167,0,0,10.75,8.28395,1.62121,14.4821,0,17.5952,16.0985,2.25,1.25,0,11.3163,6.55011,17.6852,0,12.78,0,6.75362,0,2.5,13.0509,7.37963,0,19.9872,0,0,12.6174,9.95062,6.33333,13.4524,police
0,20.4286,17.7885,0.75,0,0,14.3571,4.66049,14.053,0,20.3728,4.5,10.6749,0,21.381,10.9346,6.40459,0,5.92512,0,0,8.81333,11,12.6455,7.07511,0,17.5,14.1654,1,0,0,14.9524,4.02469,20.4217,0,19.3965,6.13333,3.9386,0,2.7619,12.7475,11.4396,0,11.4155,0,0,11.58,11.25,9.90675,6.44295,police
0,16.8114,9.97653,13.0833,7.27778,0,19,0,8.48611,0,20.2635,6,9.63889,0,0,12.1927,7.5,0,12.8081,4.22778,18.9956,13.4639,10.6667,8.1525,0,0,15.3562,10.6868,12.8333,2.97222,0,17.8333,0,7.08333,0,20.6873,7.22727,9.83333,0,0,14.2478,6.98077,0,15.6919,21.6222,17.8889,8.99722,20.25,12.469,0,police
19.375,13.2744,5.91667,9.26667,0,22,8.75556,0,0,0,0,6,8.85754,0,17.2222,11.35,0,0,3.86724,0,10.625,13.5222,21.1111,11.3305,3.06667,17.25,11.3147,1.66667,15.7333,0,1.5,7.47778,0,0,0,0,14.3,10.5171,0,6.27778,12.875,0,0,8.34199,0,13.9444,2.02222,5,13.3947,22.7333,police
0,18.1333,14.8561,8.44444,11.6388,9.3254,6.60577,0,6.7037,4.5,21.3333,6.83277,6.71212,0,13.3265,0,0,0,0,0,19.7556,7.97709,15.1178,8.65088,0,0,15.3185,6.76822,1.77778,11.3435,3.31746,14.4167,0,10.1852,2.41667,20.1218,11.2587,18.5371,0,11.6176,0,0,0,0,0,17.4222,14.6773,10.9178,17.8283,0,police
0,17.8542,0,8.60185,0,12.8737,0,0,0,0,18.2281,2.3,7.22829,18.6667,10.625,7.27778,15,0,0,0,20,10.2799,12.8631,3.47619,0,0,15.4028,0,6.16667,0,11.529,0,0,0,0,15.2807,11.4,17.1331,6.73333,12.8125,16.6389,3.5,0,0,0,13.2,9.69809,7.66071,17.381,0,police
0,0,19.3417,7.08547,0,9.3771,6.75903,0,23,0,0,5.95,12.9222,0,22.7333,8.4625,11.3333,0,2.5,0,0,18.1845,10.381,9.00476,0,0,0,12.8278,8.66239,0,4.73569,12.5035,0,22.5,0,0,18.2,14.0389,0,2.26667,7.0375,15.8889,0,22,0,0,16.4328,6.11905,11.7238,0,police
0,0,23,12.794,23.2222,19.2802,3,9.75,22.0037,0,0,7,13.0533,0,0,0,21.8667,6.30128,1.5,0,0,18.4127,10.7297,9.7037,0,0,0,20.5,7.08565,13.2222,12.027,21,2.75,7.54074,0,0,19.75,14.3543,0,0,0,19.6167,10.4103,23,0,0,18.1667,6.01175,12.5463,0,police
0,18.8377,5.6454,11,9.2888,21.5,8.22594,18.8735,10.014,21.7407,8.62613,0,6.8,0,19.4545,11.2105,0,0,0,0,19.0851,11.6144,13.6333,2.38095,17.8924,0,18.3377,11.8054,3.25,4.03779,21,8.03323,6.28858,16.4379,21.0741,9.37951,0,7.63333,0,5.50545,9.34404,0,0,0,0,19.1251,10.3032,8.27222,7.04762,13.2009,police
0,23.5,17.8737,2.41667,10.4167,4.8,5.25,16.5544,9.80895,1.75,12.0714,0,9.81521,0,20.8863,10.919,2.97222,0,5.5,8.76984,0,14.25,0,8.72944,13.5815,0,23,16.2151,3.36667,8.38889,3.5,6.2803,6.73708,13.2494,10,10.5714,0,17.3614,0,3.81961,15.8551,6.91667,0,23,22.3016,0,13.6896,0,10.9329,13.7815,police
0,21.1225,11.8763,0,9.58025,4,7.04167,14.4643,14.2035,0,18,0,3.66667,0,22,9.38542,6.11364,0,16.3333,4.66667,21.7619,7.92029,6.5,4.64935,19.6847,0,19.3824,12.3812,0,11.8889,4.9375,13.75,5.57143,16.7668,0,13,0,8.29167,0,2.5,12.064,9.48295,0,12.2549,13.15,21.619,10.0969,22.8333,7.76623,10.4461,police
0,22.2381,14.2206,22.5,11.5434,3,6.3,19.25,8.55342,0,0,0,13.1889,0,15.6253,11.873,4.90758,0,10.2917,8.53896,23.2222,10.6263,3.38889,6.02692,0,0,22.2381,10.2964,23,9.81524,3,12.4611,9.02976,18.396,0,0,0,13.6306,0,5.71869,17.0804,10.2667,0,13.625,20.9416,23.2222,11.4802,8.72222,9.39359,0,police
0,21.4889,7.54938,21.45,13.4722,3.2,10.7501,20.6373,9.52436,0,14.9975,0,1.75,0,20.5,14.2564,0,0,13.1398,0,20.869,8.67188,21.1778,2.62037,9.12579,0,20.9556,12.7439,18.5,10.4722,4.3,11.9912,3.87745,14.2888,0,13.8899,0,12.5,0,6.01389,13.7294,0,0,13.3148,0,20.6905,8.25,8.28889,12.7407,11.2893,police
0,11.3762,7.51628,9.25,1.66667,10.8704,7.87681,22.7778,10.8641,21.7407,10.0402,0,17.8333,0,10.6212,10.4442,0,0,16.6518,0,14.2917,12.4167,17.0019,1.55556,18.3071,0,14.6262,10.1318,6,1.66667,10.4259,9.49774,2.22222,12.553,21.5185,9.87644,0,22.6111,0,2.06061,8.18798,0,0,10.3661,0,13.5312,12.1667,13.3944,9.11111,11.8145,police
0,19.25,9.25893,0,0,3.06667,11.3733,0,16.0116,1.75,18.25,2.5,1.84343,0,0,14.1408,3.85,0,15.0417,0,21.3722,6.37745,8.30899,4.9798,0,0,18.8636,11.1138,0,0,2.26667,14.7521,0,11.6012,10.5,13.4603,3,5.53157,0,0,10.3391,8.875,0,13.2778,0,20.7222,7.42383,5.51534,12.7263,0,police
0,22.7037,7.61201,0,3.25926,0,10.8939,22,15.965,1.5,13.8738,1.33333,6.75365,0,23.2222,11.8727,0,0,15.3012,2.25,10.8704,10.0003,0,5.88125,15.7769,0,22.7037,6.74256,0,1.2963,0,12.4091,1.5,11.8021,4,13.4077,1.33333,12.2013,0,1.77778,10.5314,0,0,15.5965,22.5,10.8704,10.0003,0,12.025,11.5031,police
0,0,10.8848,0,12.9394,6.65556,12,20.6228,13.375,0,13.3625,0,10.4738,0,18.3636,17.4663,2,0,14.9492,2,23.2222,11.7426,12.4583,11.0317,12.3547,0,0,14.3618,0,12.5152,4.5,11.9069,4.21053,13.6815,0,13.2819,0,13.8238,0,9.63068,12.6959,2.5,0,11.343,21.5,23.2222,11.8761,10.9583,13.4206,11.2112,police
0,22,12.8027,23.25,9.08642,0,12.3763,15.3222,8.72094,0,17.7466,2.86667,8.62619,0,20.75,10.1799,5.05,0,14.7026,3.0404,23.2222,10.126,3.125,6.27579,17.6167,0,21.5,11.4148,13.5,3.37654,0,12.3141,5.2,10.4006,0,14.7022,3.06667,10.0037,0,4.75,17.4959,8.25,0,10.5028,22.2323,23.2222,11.3783,5.625,13.2609,11.9333,police
0,14.1556,0,8.4,17.5185,0,0,13.2566,0,0,0,5.25,0,21.7,11.4167,4.5,14.5185,0,0,0,19.0889,18.8741,16.5646,0,0,0,5.85556,0,3.2,16.2963,0,0,19.2404,0,0,0,12,0,2.5,10.5833,19.5,12.6418,0,0,0,14.0056,16.363,18.756,0,0,police
0,0,13.8333,10.75,15.2593,0,14.0833,3.29167,0,0,22.5,5.42857,10,15.5252,6.53175,0,15.4231,0,11.75,0,21,2.95,10.6296,0,0,0,0,6.66667,2.4,2.14815,0,16.1,7.25,0,0,23,8.05357,8.75,11.5325,11.709,0,12.5385,0,19.75,0,18.7917,4.7,21.213,0,0,police
0,17.6349,17.7143,0,1.5,2.36905,11.8875,10,7.55556,0,20.75,3,10.5175,10.2179,10.6722,0,8.25,0,7.6,0,23.5,12.9015,0,2.66667,0,0,9.70635,12.4286,0,16,10.7619,14.925,3.75,3.55556,0,18.2875,5.41667,8.96637,6.74359,12.9431,0,12.15,0,20.5,0,23,16.1515,0,19.75,0,police
0,0,22.6667,2.83712,0.75,4.55051,0,20.5,0,0,23,3,10.6884,19.8232,6.55556,7.76667,11.3613,0,6.61111,0,0,12.2778,3.75556,4.4037,4.5,0,0,23.6667,5.07576,1,4.23232,0,5.5,0,0,22,15.375,14.981,5.74343,3.88889,20.6667,12.4827,0,4.77778,0,0,9.41111,15.6889,20.8741,1.25,police
0,0.983333,10.6181,20.1852,14.0873,2,9.25,3.92073,0,2.16667,20.1,2,0,19.6875,10.875,4.59226,8.01222,0,14.5,0,21.8056,20.4667,21.6905,2,18.4118,0,3.2,12.4097,17.5185,17.8397,8,12.6186,13.6621,0,5.25,14.6444,3,0,4.5,13.275,11.8393,12.88,0,17,0,13.3333,19.2429,18.881,22,8.819,police
23.6667,6.10526,6.91667,0,3.83333,6.15926,19.2037,4.10303,0,6.9375,22.7333,7.65,0,14.0714,0,2.80247,14.17,0,0,3.66667,17.6667,0,9.23016,5.66524,14.1038,23.6667,14.5526,7.16667,0,9.63333,10.7259,19.0787,20.7515,0,17.0417,22.7333,12.3167,0,3.57143,0,1.24691,7.68729,0,0,22.5,11.0833,0,20.1278,18.7578,7.25153,police
0,8.01667,8.75,11.5,3.63333,3.73519,5,18.0039,10.2778,6.74286,19.9881,1.5,12.0409,0,15.25,5.875,5.23417,0,0,0,19.5,0,6.9,3.125,8.48291,0,6.61667,1,2.25,12.5833,10.013,15.125,10.2709,15.1111,17.4571,14.5476,2,16.85,0,7.25,8.95833,8.84973,0,0,0,18.375,0,22.25,22.3125,11.6709,police
23,8.29136,6.16667,0,12.094,2.5,12,7.44837,2,6.5,21.25,2.375,12.4889,0,15.7377,3,9.21677,0,8,0,17.1111,0,8.23756,2.9375,13.865,22,16.8753,9,0,16.4765,4.875,11.375,17.6693,23.5,16.2222,19.5833,2.75,9.60556,0,8.34993,19.25,10.8446,0,20.6875,0,10.1667,0,14.681,14,12.2086,police
0,11.6308,15.1627,9.06349,17.0333,0,7.64688,10.6212,10.1944,0,14.2497,2.22222,6.23611,0,17.4107,15.6726,2.7619,0,0,0,18.9,14.8889,18.9444,8.85073,0,0,13.6192,20.0373,5.57143,5.85,0,12.7906,2.06061,12.2083,0,14.0238,2.22222,20.75,0,10.1679,12.3988,2.7619,0,0,0,11.6875,13.2222,8.94932,13.6232,0,police
0,13.5028,18.8333,1.33333,4.66667,8.5,0,17.1788,0,9.66667,14.5,0,0,23.6667,12.1861,2.75,5.35556,0,0,4.62963,0,8.95455,11.8185,8.20566,5.5,0,10.7306,12.0556,1.33333,2,4.83333,0,19.5303,0,12.5556,16.5,0,0,1.33333,9.12356,18.75,15.0556,0,0,20.6204,0,10.8776,5.57407,13.2564,20,police
