%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Black_Pixel_16 NUMERIC
@ATTRIBUTE  Black_Pixel_17 NUMERIC
@ATTRIBUTE  Black_Pixel_18 NUMERIC
@ATTRIBUTE  Black_Pixel_19 NUMERIC
@ATTRIBUTE  Black_Pixel_20 NUMERIC
@ATTRIBUTE  Black_Pixel_21 NUMERIC
@ATTRIBUTE  Black_Pixel_22 NUMERIC
@ATTRIBUTE  Black_Pixel_23 NUMERIC
@ATTRIBUTE  Black_Pixel_24 NUMERIC
@ATTRIBUTE  Length_Area_0 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Length_Area_16 NUMERIC
@ATTRIBUTE  Length_Area_17 NUMERIC
@ATTRIBUTE  Length_Area_18 NUMERIC
@ATTRIBUTE  Length_Area_19 NUMERIC
@ATTRIBUTE  Length_Area_20 NUMERIC
@ATTRIBUTE  Length_Area_21 NUMERIC
@ATTRIBUTE  Length_Area_22 NUMERIC
@ATTRIBUTE  Length_Area_23 NUMERIC
@ATTRIBUTE  Length_Area_24 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_17 NUMERIC
@ATTRIBUTE  Mass_Center_Y_17 NUMERIC
@ATTRIBUTE  Mass_Center_X_18 NUMERIC
@ATTRIBUTE  Mass_Center_Y_18 NUMERIC
@ATTRIBUTE  Mass_Center_X_19 NUMERIC
@ATTRIBUTE  Mass_Center_Y_19 NUMERIC
@ATTRIBUTE  Mass_Center_X_20 NUMERIC
@ATTRIBUTE  Mass_Center_Y_20 NUMERIC
@ATTRIBUTE  Mass_Center_X_21 NUMERIC
@ATTRIBUTE  Mass_Center_Y_21 NUMERIC
@ATTRIBUTE  Mass_Center_X_22 NUMERIC
@ATTRIBUTE  Mass_Center_Y_22 NUMERIC
@ATTRIBUTE  Mass_Center_X_23 NUMERIC
@ATTRIBUTE  Mass_Center_Y_23 NUMERIC
@ATTRIBUTE  Mass_Center_X_24 NUMERIC
@ATTRIBUTE  Mass_Center_Y_24 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0,0,0,0,54,37.5563,22.631,11.5238,0,0,0,0,66,59.799,4.66667,21.3,156,78.0416,19.7037,21.3704,61,0,10.8333,11.1667,0,0,0,0,0,0,0,0,11,0,0,0,74,48.4853,6.25,11.5,133,0,0,0,0,0,0,0,73,0,6.58025,4.82099,0,0,0,0,50,36.2843,20,17.5667,118,47.2132,13.7037,11.5602,6,0,1.33333,23.6667,0,0,0,0,80,0,14.7403,21.1818,0,0,0,0,0,0,0,0,15,9.07107,22.7333,2.26667,96,50.9706,1.88889,4,41,0,5.48485,3.37121,0,0,0,0,person
0,0,0,0,68,0,18.8333,9.91667,0,0,0,0,49,30.2426,12.0556,16.5556,152,53.0711,11.0833,17.8333,32,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,59,0,8.83333,7.88889,0,0,0,0,64,0,17.5,15.2143,104,53.4558,12,13.4048,29,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,52,39.2132,16.7597,8.0974,117,53.9411,16.7604,9.18542,1,0,0,0,0,0,0,0,person
0,0,0,0,90,51.2132,16.0084,7.07407,0,0,0,0,83,67.799,18.5,10.3,111,65.5563,0.666667,4.33333,78,0,22.3333,13.25,0,0,0,0,0,0,0,0,103,51.799,4.175,5,13,0,0,0,0,0,0,0,0,0,0,0,82,0,19.5,19.5,0,0,0,0,76,50.7696,9.23016,5.97123,82,54.8701,13.3082,17.9735,21,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,42,28.3848,18.256,3.83333,103,99.598,10.1243,5.16931,21,0,0,0,0,0,0,0,person
0,0,0,0,108,0,17.222,4.95513,0,0,0,0,63,61.799,11.3333,14.5,211,50.2426,3.49074,6.48148,47,26.2426,6.33333,6.66667,0,0,0,0,0,0,0,0,9,0,23.5,23,137,50.9706,1.25,9.5,4,0,0,0,0,0,0,0,22,9.07107,22.7333,22.7333,0,0,0,0,129,0,21.0764,16.3125,159,68.9117,15.9727,11.7453,11,6.82843,1.5,23,0,0,0,0,92,54.2843,4.8125,16.5625,0,0,0,0,0,0,0,0,56,28.9706,17.75,2.9375,177,87.598,8.8,2.6381,44,0,0,0,0,0,0,0,person
0,0,0,0,88,0,17.7381,11.4167,0,0,0,0,29,23.4142,13.3333,23.3333,152,63.8995,12.5,22.6667,20,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,171,78.6274,9.34286,16.2984,23,0,0,0,0,0,0,0,149,21.6569,19.6111,7.88889,0,0,0,0,118,0,21.4766,16.5202,142,53.4558,11.1,7.43333,15,8.82843,1.5,22,0,0,0,0,69,13.8995,4.27143,16.3714,0,0,0,0,0,0,0,0,99,50.8701,19.0051,14.404,142,54.0416,16.2265,17.3974,47,27.799,3.75,5.85714,0,0,0,0,person
0,0,0,0,124,39.5563,11.6027,4.78451,0,0,0,0,52,25.6569,6.5,7.75,212,61.0711,4.84444,14.6667,44,49.3137,11.6667,19,0,0,0,0,0,0,0,0,25,0,22,22,151,87.8406,3.90936,11.076,79,0,0,0,0,0,0,0,160,87.0538,12.1667,8.90741,0,0,0,0,109,57.1127,17.0417,11.375,99,46.2843,20.25,9.27778,24,27.5563,3,20.1818,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,89,42.0416,18.6361,9.27222,156,58.4264,12.6931,13.5995,116,0,0,0,0,0,0,0,person
0,0,0,0,59,35.4558,21.25,16.2917,0,0,0,0,38,24.7279,17.4444,22.7778,203,70.1421,3.47917,10,16,9.41421,2.5,10.3333,0,0,0,0,0,0,0,0,3,0,0,0,161,50.1421,7.58333,20.1667,98,0,0,0,0,0,0,0,107,52.8701,7.51111,7.95219,0,0,0,0,107,105.296,17.3852,11.0815,129,61.9411,12.2296,8.2537,86,0,0,0,0,0,0,0,103,0,5.24444,8.88889,0,0,0,0,0,0,0,0,90,51.6985,20.007,15.7203,146,77.8406,11.0873,11.2813,64,34.2843,4.75,6.55,0,0,0,0,person
0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,221,43.8995,11.5667,10.0667,83,79.799,18.6667,17,28,0,0,0,0,0,0,0,96,47.1127,18.9722,16.4722,110,90.1838,3.11275,19.2549,0,0,0,0,0,0,0,0,112,56.4264,17.9069,13.1501,19,17.0711,23.1111,19.5556,97,49.598,6.73077,9.42735,109,96.9533,13.1384,9.25786,0,0,0,0,0,0,0,0,182,84.4264,15.6768,13.0152,16,0,0,0,0,0,0,0,26,0,0,0,167,61.4558,17.9691,16.8102,99,53.0122,10.2123,7.15249,31,0,0,0,person
0,0,0,0,127,40.1421,20.9722,13,0,0,0,0,52,0,19.7778,9.5,265,41.8995,4.74074,6.53704,79,62.9706,14.3333,11.25,0,0,0,0,0,0,0,0,94,0,18,16.5,205,52.6274,6.72222,14.9741,169,0,0,0,0,0,0,0,173,12.2426,16.2583,12.275,0,0,0,0,53,0,13.5,4.58333,145,55.3553,19.6341,12.0444,9,0,1.5,22,0,0,0,0,94,0,2.73333,4.26667,0,0,0,0,0,0,0,0,38,16.7279,21.2593,3.85185,232,58.0416,4.7103,4.40939,5,0,0,0,0,0,0,0,person
0,0,0,0,101,0,22.5,10.7,0,0,0,0,32,0,20.0476,7.61905,251,46.7279,11.5571,10.4179,70,31.3137,8.77778,17.1944,0,0,0,0,0,0,0,0,60,0,11.2593,16.8148,122,94.2843,5.1,16.4333,134,0,0,0,0,0,0,0,246,21.5563,12.0544,5.4312,0,0,0,0,141,53.0122,8.96374,6.93713,159,59.3553,8.97685,9.81911,0,0,0,0,0,0,0,0,70,34.1421,2.25,14,0,0,0,0,0,0,0,0,87,38.6274,22,10.6429,238,43.3137,11.807,16.3937,41,0,2.5,7,0,0,0,0,person
0,0,0,0,90,0,22.75,9.5,0,0,0,0,29,6.82843,20.5,6.25,225,68.7279,6.16667,4.70833,52,0,5.11111,1.88889,0,0,0,0,0,0,0,0,20,0,22,22.5,172,61.4558,5.14815,19.7593,0,0,0,0,0,0,0,0,238,0,7.71111,4.82222,0,0,0,0,141,45.3553,16.5882,14.5724,117,52.5269,11.4395,8.7987,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,49,24.9706,22.25,5.15,198,61.9411,8.93712,8.06667,208,0,0,0,0,0,0,0,person
0,0,0,0,104,0,17.0145,14.8406,0,0,0,0,36,25.5563,20.9697,13.3506,223,72.9706,5.38889,13.8236,83,0,9,10.25,0,0,0,0,0,0,0,0,23,0,0,0,119,0,0,0,86,0,0,0,0,0,0,0,153,72.4264,4.93244,3.37511,0,0,0,0,141,55.0122,14.1682,12.7469,144,75.598,11.3646,17.0071,51,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,138,62.5269,12.6754,16.9561,198,85.2548,14.1852,20.1448,55,0,2.25,10.125,0,0,0,0,person
0,0,0,0,64,0,20.65,16.3875,0,0,0,0,5,0,0,0,190,49.799,3.45611,4.43278,52,0,14.6667,13.5,0,0,0,0,0,0,0,0,121,0,0,0,137,50.1421,5,15.4815,21,0,0,0,0,0,0,0,179,55.6985,12.567,9.8737,0,0,0,0,118,0,15.5,13.925,157,52.0416,14.687,9.78148,154,0,0,0,0,0,0,0,48,0,3.16667,6.86905,0,0,0,0,0,0,0,0,105,58.8701,19.3254,18.146,190,88.7696,12.7463,19.3801,39,0,2,9.5,0,0,0,0,person
0,0,0,0,50,42.7696,17.5192,17.0635,0,0,0,0,20,0,0,0,65,48.4853,0,0,94,0,0,0,0,0,0,0,0,0,0,0,12,0,23.4444,6.44444,134,64.2426,5.48889,1.98889,40,0,7,1.75,0,0,0,0,115,46.5269,14.1986,11.4707,0,0,0,0,39,28.0416,20.3775,20.0392,141,112.953,8.6029,15.7262,43,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,68,58.8701,14.5979,14.993,142,101.154,5.6408,13.4167,25,20.9706,3.25,5.08333,0,0,0,0,person
0,0,0,0,48,39.4558,20.75,15.0625,0,0,0,0,28,34.6274,16.7222,21.6667,63,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,127,76.7279,3.18519,2.40741,11,0,0,0,0,0,0,0,124,59.6985,7.63333,5.73333,0,0,0,0,17,0,21.381,22.2381,101,61.2132,5.14198,13.0864,0,0,0,0,0,0,0,0,86,0,8.22222,2.44444,0,0,0,0,0,0,0,0,65,52.0416,19.2578,16.5541,132,80.8701,13.4444,19.8788,45,0,4.49259,8.97037,0,0,0,0,person
0,0,0,0,69,58.1838,16.1384,10.8501,0,0,0,0,30,37.3137,18.1667,20.75,145,112.385,3.51852,21,45,32,8.33333,11.3333,0,0,0,0,0,0,0,0,3,0,0,0,105,45.0711,5.13333,20.3111,9,0,0,0,0,0,0,0,151,68.1838,8.31932,10.3469,0,0,0,0,104,57.598,15.5028,15.333,92,51.0122,10.04,4.94937,22,13.8995,1.38095,10.6905,0,0,0,0,70,0,6.8552,6.75566,0,0,0,0,0,0,0,0,92,61.6985,14.0889,17.5111,122,92.8701,17.0568,21.3242,56,0,7.32428,10.3493,0,0,0,0,person
0,0,0,0,65,48.1838,16.9052,15.3715,0,0,0,0,83,56.8701,12.0679,10.1199,234,74.7696,9.12809,14.7353,71,50.1421,0.444444,0.444444,3,0,0,0,0,0,0,0,57,0,0,0,83,49.3137,0,0,30,0,0,0,0,0,0,0,118,46.8701,10.8285,7.70044,3,0,0,0,160,60.669,10.3791,12.4344,163,88.669,8.72444,10.395,95,0,0,0,0,0,0,0,127,27.5563,10.9982,5.67655,18,0,0,0,0,0,0,0,83,50.1421,8,3.5,80,47.6569,0,0,86,59.8406,10.1236,14.4747,0,0,0,0,person
0,0,0,0,31,20.1421,22.5,20.9,0,0,0,0,42,32.3848,20.4351,12.4646,190,92.2843,7.7,3.625,3,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,133,49.8995,2.08333,0.333333,64,45.6569,0,0,0,0,0,0,142,60.669,11.2248,8.12787,0,0,0,0,152,52.0833,8.93039,6.96667,165,107.598,8.14444,3.37778,67,0,0,0,0,0,0,0,112,0,8.00216,8.84199,0,0,0,0,0,0,0,0,83,52.3848,20.6333,21.5417,104,49.3137,7.5,7.66667,76,58.7696,7.11364,14.7273,0,0,0,0,person
0,0,0,0,114,17.6569,20.6667,17.9167,0,0,0,0,57,0,11.1667,2.66667,263,63.3553,8.77328,9.88241,17,0,0,0,0,0,0,0,0,0,0,0,92,0,21,17.8333,153,0,4.33333,7.23333,43,0,0,0,0,0,0,0,147,54.0416,18.1667,6.64209,0,0,0,0,15,0,17.8667,1.93333,129,112.711,16.58,12.1467,128,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,26,13.8995,22.2381,3.61905,215,60.5269,9.21648,5.25714,25,16.8284,0,0,0,0,0,0,person
0,0,0,0,135,0,18.7,9.05,0,0,0,0,103,21.0711,7.98519,12.7481,268,61.8995,6.61111,19.1389,81,64.3848,14.381,18.9048,0,0,0,0,0,0,0,0,38,0,0,0,234,51.799,6.33333,13.0833,318,0,0,0,0,0,0,0,240,47.6985,13.9722,14.2589,0,0,0,0,111,0,16.3333,9.14815,208,42.8701,14.1993,12.0532,82,48.3848,2.52381,11.9524,0,0,0,0,48,0,2.22222,14.7778,0,0,0,0,0,0,0,0,156,59.6985,19.3747,17.2789,214,52.8701,7.23652,14.083,39,0,0,0,0,0,0,0,person
0,0,0,0,59,0,22.2685,16.7407,0,0,0,0,61,18.8284,20,11.3519,290,65.4558,7.13889,7.3755,21,0,2,16.5,0,0,0,0,0,0,0,0,29,0,23,20,170,53.799,5.75,17.2685,37,0,0,0,0,0,0,0,199,54.0416,11.5758,7.38485,0,0,0,0,156,78.3259,16.9568,8.51852,134,68.9117,11.0278,6.42593,51,0,0,0,0,0,0,0,162,0,5.1,6.45,0,0,0,0,0,0,0,0,121,49.3137,0,0,151,14.7279,7.24691,7.24691,92,0,5.40476,11.1905,0,0,0,0,person
0,0,0,0,104,39.4558,9.75,8.22222,0,0,0,0,73,31.5563,20.6914,13.679,260,41.5563,5.31667,16.6333,43,18.2426,4.33333,9.83333,0,0,0,0,0,0,0,0,41,0,22.1667,18.6667,228,65.6985,4.52124,14.0752,277,0,0,0,0,0,0,0,203,60.1838,13.5549,4.97475,0,0,0,0,174,61.9411,18.1,16.4667,107,27.799,15.4603,3.61111,73,50.2843,5.33333,8.1875,0,0,0,0,85,0,2.22222,6.11111,0,0,0,0,0,0,0,0,276,50.1421,10.6111,13.9722,133,48.2843,19.4306,16.6972,29,0,0,0,0,0,0,0,person
0,0,0,0,98,0,10.6111,5.01852,0,0,0,0,37,31.3137,21.1111,20.1667,323,54.6274,10.1833,15.4202,63,53.3137,12.3333,21.75,0,0,0,0,0,0,0,0,11,0,23.5,23,217,48.4853,5,13.6667,189,0,0,0,0,0,0,0,203,65.2132,17.3889,14.0222,0,0,0,0,142,105.539,8.10965,5.36404,130,43.6985,10.7661,3.92105,5,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,132,52.6274,21.5,17.3,217,72.5269,15.5222,17.6376,114,33.4558,7.12058,11.827,0,0,0,0,person
0,0,0,0,48,32.8701,19.6778,19.1944,0,0,0,0,24,0,0,0,172,49.0711,16.8889,13.1389,29,0,4.83333,5.83333,0,0,0,0,0,0,0,0,16,0,0,0,112,58.0416,8.4359,10.3718,86,0,0,0,0,0,0,0,147,0,8.18248,6.9935,0,0,0,0,41,0,22.5,18.3333,136,43.1127,8.99293,13.6572,60,39.1127,5.75,17.642,0,0,0,0,71,52.2843,2.59788,5.75132,0,0,0,0,0,0,0,0,73,47.2132,15.0143,9.98571,152,63.4558,10.1597,5.22222,1,0,0,0,0,0,0,0,person
0,0,0,0,0,0,0,0,0,0,0,0,23,0,13.8889,6.61111,172,44.3848,11.5278,11.5278,18,27.3137,4.5,14,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,170,50.9706,7.86447,5.16667,0,0,0,0,34,7.65685,21.75,21.25,142,61.6985,10.0872,16.7272,5,0,0,0,0,0,0,0,63,0,1.54167,5,0,0,0,0,0,0,0,0,0,0,0,0,159,55.4558,12.3876,6.89769,7,0,0,0,0,0,0,0,person
0,0,0,0,51,36.4853,0,0,0,0,0,0,11,0,22.6667,17.25,152,63.0711,7.31944,19.6111,14,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,82,50.1421,0,0,0,0,0,0,0,0,0,0,153,55.4558,14.5412,8.87838,0,0,0,0,84,0,18.7308,11.5,142,69.6985,10.4051,17.4081,0,0,0,0,0,0,0,0,107,12.2426,5.01111,19.8889,0,0,0,0,0,0,0,0,47,31.8995,11.6667,7.33333,151,73.799,13.8876,14.1541,27,15.3137,3,4,0,0,0,0,person
0,0,0,0,1,0,0,0,0,0,0,0,75,0,0,0,100,70.8701,6.88889,0.888889,47,0,0,0,0,0,0,0,0,0,0,0,88,66.0416,18.4815,15.4259,96,63.2132,5.95,3.81667,13,0,0,0,0,0,0,0,73,55.6985,11.256,6.57177,0,0,0,0,111,50.2843,17.4018,9.19968,76,48.1838,7.48501,16.3774,4,0,0,0,0,0,0,0,73,0,11.2422,19.8832,0,0,0,0,0,0,0,0,3,0,0,0,197,85.1543,13.487,14.0041,36,0,2.25556,2.39444,0,0,0,0,person
0,0,0,0,68,0,16.0618,18.3775,8,6,0,0,183,47.6569,2.125,0.5,215,69.3137,5.19444,12.5389,91,49.3137,0,0,2,0,0,0,6,0,0,0,10,0,0,0,110,51.8995,6,23.2222,14,0,0,0,4,0,0,0,167,58.8701,11.0378,9.59866,0,0,0,0,151,55.8406,14.9071,15.2335,189,59.1127,13.6296,12.7771,25,15.3137,2.16667,22.3333,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,98,52.3848,6.09788,11.0767,172,89.8406,11.6904,12.917,64,35.6985,5.42544,6.82581,0,0,0,0,person
0,0,0,0,40,30.9706,22.75,16.125,0,0,0,0,2,0,0,0,80,46,0,0,17,0,0,0,0,0,0,0,0,0,0,0,44,48.4853,13.2981,6.83121,149,48.2426,9.02222,4.14444,24,17.6569,0,0,0,0,0,0,143,69.4558,6.38021,4.20312,0,0,0,0,36,0,0,0,168,121.054,10.8187,18.9871,24,14.7279,2.2963,22.7037,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,57,42.3848,21.3788,14.6553,141,76.9706,14.8067,16.928,31,25.799,3.13095,5.60952,0,0,0,0,person
0,0,0,0,39,0,18.8076,18.0462,0,0,0,0,13,17.0711,21.1111,16.7778,145,47.0711,11.5,15.25,34,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,83,49.0711,4.11111,11.6111,0,0,0,0,0,0,0,0,112,24,7.4537,3.21759,0,0,0,0,72,0,20.5,14.5972,170,88.4264,10.3881,9.11483,21,11.8995,1.61905,10.881,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,67,55.6985,18.2889,15.5444,129,99.1127,8.66667,13.7639,39,0,4.837,13.4908,0,0,0,0,person
0,0,0,0,50,45.3553,18.6267,14.6692,0,0,0,0,5,0,0,0,139,81.4558,8.13889,12.8413,13,0,2,11.75,0,0,0,0,0,0,0,0,77,0,0,0,94,49.3137,1,7.83333,35,0,0,0,0,0,0,0,120,64.7696,4.72222,2.06667,0,0,0,0,105,51.9411,18.8929,17.3475,158,128.811,13.6476,12.9762,10,8.24264,1.55556,22.5556,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,80,57.6985,17.6386,18.7438,106,72.7279,12.0722,16.6889,66,48.5269,5.37281,13.9987,0,0,0,0,person
0,0,0,0,53,44.5269,18.8768,14.5426,0,0,0,0,25,0,20,1.5,164,76.3848,12.3432,15.242,9,0,1.33333,8.83333,0,0,0,0,0,0,0,0,14,0,0,0,116,51.799,9.81481,22.2963,0,0,0,0,0,0,0,0,120,38.1421,11.3714,3.3246,0,0,0,0,60,44.2843,20.25,15.8889,114,38.2843,9.73765,7.07416,21,20.1421,2.33333,16.8889,0,0,0,0,68,0,5.88889,11.0556,0,0,0,0,0,0,0,0,75,54.0416,13.7288,19.2303,118,63.4558,17.9099,20.9247,53,41.1127,5.75,8.88636,0,0,0,0,person
0,0,0,0,51,38.2843,19.75,16.7714,0,0,0,0,80,49.3137,17.4753,9.83025,198,69.8995,13.7054,12.4832,36,51.3137,11.6667,18.5,0,0,0,0,0,0,0,0,45,0,0,0,79,0,4.3,11.1667,15,0,0,0,0,0,0,0,129,86.3848,11.933,5.06514,0,0,0,0,58,38.2843,20,17.6,146,118.468,10.6081,6.05682,2,0,0,0,0,0,0,0,60,0,6.25,11.25,0,0,0,0,0,0,0,0,71,49.3137,7.75,11,102,16.7279,11.3519,11.2407,58,45.4558,3.975,10.8,0,0,0,0,person
0,0,0,0,16,12.8284,0,0,0,0,0,0,19,27.5563,20.4444,5.44444,148,98.6274,11.1204,8.93519,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,62.8701,10.2222,19.1548,0,0,0,0,0,0,0,0,154,29.6569,10.996,6.52853,0,0,0,0,71,55.4558,7.13333,7.02222,138,42.7279,9.2873,6.95159,13,14.4853,2.22222,17.3333,0,0,0,0,51,22.4853,1.25,11.5,0,0,0,0,0,0,0,0,24,17.6569,23.5,6,150,50.6274,10.25,7.11111,3,0,0,0,0,0,0,0,person
0,0,0,0,48,0,11.25,5.16667,0,0,0,0,9,0,0,0,146,57.8995,10.5833,19.6042,12,0,2,9.25,0,0,0,0,0,0,0,0,30,0,0,0,115,52.1421,11.3519,21.4259,10,0,0,0,0,0,0,0,112,28.7279,8.74576,11.8114,0,0,0,0,52,66.5269,21.0702,13.7193,126,68.6274,12.4238,7.07024,10,11.6569,2.16667,15.5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,44,28.1421,23.25,8.75,148,54.6274,12.7591,8.06032,2,0,0,0,0,0,0,0,person
0,0,0,0,44,28.9706,22.75,18,0,0,0,0,23,23.3137,20.6667,20.5,172,59.5563,12.7639,21.1389,23,0,7.33333,17.25,0,0,0,0,0,0,0,0,1,0,0,0,152,65.6985,8.72767,20.2963,4,0,0,0,0,0,0,0,130,63.7401,10.1142,7.59568,0,0,0,0,97,65.6985,21.4451,10.8098,151,71.9411,12.8095,11.8165,32,37.2132,4.15385,21.2051,0,0,0,0,48,34.3848,3.25926,18.5741,0,0,0,0,0,0,0,0,72,43.5563,21.4907,14.7593,167,57.2132,17.438,11.8976,18,0,2.5,3.33333,0,0,0,0,person
0,0,0,0,29,19.6569,0,0,0,0,0,0,20,13.6569,20,23.5,179,67.8995,8.68889,21.2778,37,0,11.6667,20.5,0,0,0,0,0,0,0,0,13,0,0,0,107,50.1421,0.75,10.5,22,0,0,0,0,0,0,0,175,63.8406,15.8338,9.1181,0,0,0,0,95,56.5269,18.877,12.8968,122,54.9706,9.82083,16.3667,0,0,0,0,0,0,0,0,52,0,2.33333,16.3889,0,0,0,0,0,0,0,0,41,26.4853,23,11,185,51.4558,12.3569,12.7694,14,0,2,3.5,0,0,0,0,person
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,187,48.3848,10.7028,11.9361,51,32.8284,0,0,0,0,0,0,0,0,0,0,62,53.2132,18.8889,14.4444,150,56.2843,5.77778,11.1667,4,0,0,0,0,0,0,0,105,60.669,15.7735,11.6857,0,0,0,0,103,55.1127,14.1667,11.3333,47,60.1838,16.3684,8.50877,32,0,0,0,0,0,0,0,180,53.2132,5.63117,8.44688,0,0,0,0,0,0,0,0,17,0,0,0,197,65.6985,14.0176,9.6451,49,31.4558,4.78125,5.9,0,0,0,0,person
