%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Black_Pixel_16 NUMERIC
@ATTRIBUTE  Black_Pixel_17 NUMERIC
@ATTRIBUTE  Black_Pixel_18 NUMERIC
@ATTRIBUTE  Black_Pixel_19 NUMERIC
@ATTRIBUTE  Black_Pixel_20 NUMERIC
@ATTRIBUTE  Black_Pixel_21 NUMERIC
@ATTRIBUTE  Black_Pixel_22 NUMERIC
@ATTRIBUTE  Black_Pixel_23 NUMERIC
@ATTRIBUTE  Black_Pixel_24 NUMERIC
@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Airs_10 NUMERIC
@ATTRIBUTE  Airs_11 NUMERIC
@ATTRIBUTE  Airs_12 NUMERIC
@ATTRIBUTE  Airs_13 NUMERIC
@ATTRIBUTE  Airs_14 NUMERIC
@ATTRIBUTE  Airs_15 NUMERIC
@ATTRIBUTE  Airs_16 NUMERIC
@ATTRIBUTE  Airs_17 NUMERIC
@ATTRIBUTE  Airs_18 NUMERIC
@ATTRIBUTE  Airs_19 NUMERIC
@ATTRIBUTE  Airs_20 NUMERIC
@ATTRIBUTE  Airs_21 NUMERIC
@ATTRIBUTE  Airs_22 NUMERIC
@ATTRIBUTE  Airs_23 NUMERIC
@ATTRIBUTE  Airs_24 NUMERIC
@ATTRIBUTE  Contours_size_0 NUMERIC
@ATTRIBUTE  Contours_size_1 NUMERIC
@ATTRIBUTE  Contours_size_2 NUMERIC
@ATTRIBUTE  Contours_size_3 NUMERIC
@ATTRIBUTE  Contours_size_4 NUMERIC
@ATTRIBUTE  Contours_size_5 NUMERIC
@ATTRIBUTE  Contours_size_6 NUMERIC
@ATTRIBUTE  Contours_size_7 NUMERIC
@ATTRIBUTE  Contours_size_8 NUMERIC
@ATTRIBUTE  Contours_size_9 NUMERIC
@ATTRIBUTE  Contours_size_10 NUMERIC
@ATTRIBUTE  Contours_size_11 NUMERIC
@ATTRIBUTE  Contours_size_12 NUMERIC
@ATTRIBUTE  Contours_size_13 NUMERIC
@ATTRIBUTE  Contours_size_14 NUMERIC
@ATTRIBUTE  Contours_size_15 NUMERIC
@ATTRIBUTE  Contours_size_16 NUMERIC
@ATTRIBUTE  Contours_size_17 NUMERIC
@ATTRIBUTE  Contours_size_18 NUMERIC
@ATTRIBUTE  Contours_size_19 NUMERIC
@ATTRIBUTE  Contours_size_20 NUMERIC
@ATTRIBUTE  Contours_size_21 NUMERIC
@ATTRIBUTE  Contours_size_22 NUMERIC
@ATTRIBUTE  Contours_size_23 NUMERIC
@ATTRIBUTE  Contours_size_24 NUMERIC
@ATTRIBUTE  Harris_Corners_0 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE  Harris_Corners_10 NUMERIC
@ATTRIBUTE  Harris_Corners_11 NUMERIC
@ATTRIBUTE  Harris_Corners_12 NUMERIC
@ATTRIBUTE  Harris_Corners_13 NUMERIC
@ATTRIBUTE  Harris_Corners_14 NUMERIC
@ATTRIBUTE  Harris_Corners_15 NUMERIC
@ATTRIBUTE  Harris_Corners_16 NUMERIC
@ATTRIBUTE  Harris_Corners_17 NUMERIC
@ATTRIBUTE  Harris_Corners_18 NUMERIC
@ATTRIBUTE  Harris_Corners_19 NUMERIC
@ATTRIBUTE  Harris_Corners_20 NUMERIC
@ATTRIBUTE  Harris_Corners_21 NUMERIC
@ATTRIBUTE  Harris_Corners_22 NUMERIC
@ATTRIBUTE  Harris_Corners_23 NUMERIC
@ATTRIBUTE  Harris_Corners_24 NUMERIC
@ATTRIBUTE  Length_Area_0 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Length_Area_16 NUMERIC
@ATTRIBUTE  Length_Area_17 NUMERIC
@ATTRIBUTE  Length_Area_18 NUMERIC
@ATTRIBUTE  Length_Area_19 NUMERIC
@ATTRIBUTE  Length_Area_20 NUMERIC
@ATTRIBUTE  Length_Area_21 NUMERIC
@ATTRIBUTE  Length_Area_22 NUMERIC
@ATTRIBUTE  Length_Area_23 NUMERIC
@ATTRIBUTE  Length_Area_24 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_17 NUMERIC
@ATTRIBUTE  Mass_Center_Y_17 NUMERIC
@ATTRIBUTE  Mass_Center_X_18 NUMERIC
@ATTRIBUTE  Mass_Center_Y_18 NUMERIC
@ATTRIBUTE  Mass_Center_X_19 NUMERIC
@ATTRIBUTE  Mass_Center_Y_19 NUMERIC
@ATTRIBUTE  Mass_Center_X_20 NUMERIC
@ATTRIBUTE  Mass_Center_Y_20 NUMERIC
@ATTRIBUTE  Mass_Center_X_21 NUMERIC
@ATTRIBUTE  Mass_Center_Y_21 NUMERIC
@ATTRIBUTE  Mass_Center_X_22 NUMERIC
@ATTRIBUTE  Mass_Center_Y_22 NUMERIC
@ATTRIBUTE  Mass_Center_X_23 NUMERIC
@ATTRIBUTE  Mass_Center_Y_23 NUMERIC
@ATTRIBUTE  Mass_Center_X_24 NUMERIC
@ATTRIBUTE  Mass_Center_Y_24 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
15,0,0,3,0,0,0,99,13,0,1,0,14.0704,10.563,75,9,55.1127,4,55.1127,11.1944,12.9306,6,0,0,4,0,0,0,56,1,40.4853,614,40.4853,0.75,3,2,0,0,2,0,0,0,97,17.5,64.3259,2,64.3259,12.9619,11.381,41,1,32.1421,6,32.1421,2,7,38,0,0,1,0,0,0,43,0,0,5,0,0,0,2,0,0,2,0,0,0,13,1,0,1,0,23.5,2,59,13.5,0,1,0,6.87719,16.7706,91,12.5,59.0122,2,59.0122,6.68912,11.4961,81,0,48.4853,574,48.4853,0,0,113,18,46.8284,11,46.8284,3.19444,1.20833,77,0,0,595,0,0,0,76,0,48.4853,566,48.4853,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,49,4,37.799,4,37.799,21.375,17.625,33,2,21.3137,4,21.3137,2,1.5,66,9,0,4,0,19.6296,4.62037,80,14,0,1,0,11.6726,17,1,0,0,2,0,0,0,accident
41,4,28.9706,4,28.9706,22,19.5,85,21,0,4,0,9.58148,5.20106,77,1,51.799,7,51.799,4.25,1,78,0,0,624,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,84,5,0,596,0,14.1,7.66667,28,0,0,638,0,0,0,36,0,0,6,0,0,0,41,2,0,11,0,0.75,11,12,0,0,2,0,0,0,80,0,0,563,0,0,0,76,5,0,3,0,9.96667,18.6333,101,10.5,60.1838,2,60.1838,8.03968,10.246,67,2,37.3137,3,37.3137,9.22222,8.69444,108,4,45.799,525,45.799,3.75,0.75,83,0,51.799,603,51.799,0,0,92,1.5,56.3848,2,56.3848,4.94444,4.11111,6,0,0,1,0,0,0,0,0,0,0,0,0,0,80,7,54.2843,4,54.2843,14.2857,10.381,40,0,0,1,0,0,0,3,0,0,2,0,0,0,71,9,0,10,0,16.1458,6.58333,44,9,0,8,0,4.75,18.3222,accident
66,0,0,1,0,0,0,94,16,89.7401,4,89.7401,15.2202,6.43452,81,2,53.4558,576,53.4558,10.75,11.25,67,0,0,596,0,0,0,117,0,0,2,0,0,0,46,7,0,3,0,21.5,5.97619,38,5,28.9706,8,28.9706,3.05,19.7,22,2,15.6569,1,15.6569,2.75,3.25,62,3,30.1421,12,30.1421,7.33333,15,34,0,0,656,0,0,0,49,0,0,9,0,0,0,77,4,0,585,0,9.25,6.125,84,19,61.7401,2,61.7401,11.3439,14.5895,80,13.5,61.0122,2,61.0122,11.946,10.5401,86,1,50.1421,569,50.1421,1,8.75,82,0,0,632,0,0,0,80,0,49.3137,559,49.3137,0,0,100,3,76.0416,4,76.0416,18.1778,10.5778,22,0,0,1,0,0,0,0,0,0,0,0,0,0,64,7,47.4558,5,47.4558,20.4643,15.4286,52,2,0,2,0,1,1.5,24,2.5,0,4,0,22.7333,2.26667,79,16.5,56.669,5,56.669,8.62374,14.2801,5,0,0,1,0,0,0,accident
0,0,0,0,0,0,0,68,10,49.1127,7,49.1127,19.7333,13.7833,65,6,44.6274,4,44.6274,20.8333,17.25,27,1,0,2,0,1.5,6,73,0,46.8284,570,46.8284,0,0,0,0,0,0,0,0,0,86,1,0,518,0,11.5,4,94,9,55.1127,571,55.1127,11.0833,12.4722,8,0,0,2,0,0,0,26,0.5,0,3,0,0,0,12,0,0,665,0,0,0,84,0,0,5,0,0,0,115,20.5,70.4264,2,70.4264,14.4774,8.975,115,7.5,76.5269,530,76.5269,8.82222,16.8111,76,0,48.4853,5,48.4853,0,0,128,0,50.1421,523,50.1421,0,0,94,0,46,622,46,0,0,110,7.5,66.5269,3,66.5269,17.2838,18.4273,58,10,0,3,0,8.11667,20,23,0,0,1,0,0,0,55,0,0,2,0,0,0,93,7,54.2843,538,54.2843,8.41429,11.4429,78,3,0,570,0,15.75,10.5,45,8.5,0,9,0,20.9916,4.0084,63,8.5,0,4,0,4.87255,15.8775,accident
32,0,0,6,0,0,0,145,81.5,157.037,6,157.037,14.0468,7.70812,83,10,54.2843,4,54.2843,11.2125,12.525,150,0,0,1,0,0,0,76,0,48.4853,609,48.4853,0,0,2,0,0,2,0,0,0,98,17,0,2,0,11.0167,11.2078,53,2,36.1421,10,36.1421,2.5,6.25,37,4,25.3137,8,25.3137,19.5,21.25,83,0,36,33,36,0,0,7,0,0,2,0,0,0,76,0,0,3,0,0,0,39,4.5,0,6,0,1.85185,10.8704,95,7.5,55.6985,4,55.6985,5.20202,13.2434,95,0,46.8284,575,46.8284,0,0,84,0,47.6569,571,47.6569,0,0,79,0,47.6569,570,47.6569,0,0,110,6.5,64.0416,3,64.0416,19.6941,12.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,5,38.6274,4,38.6274,21.5,16.6,33,4,21.3137,4,21.3137,2.25,3.875,110,10,0,4,0,11.4167,11.2083,88,12.5,0,2,0,12.4297,17.3767,2,0,0,2,0,0,0,accident
0,0,0,0,0,0,0,42,0,0,1,0,0,0,22,0,0,2,0,0,0,80,4,54.2843,520,54.2843,8.25,10.625,57,0,0,570,0,0,0,85,0,0,1,0,0,0,75,0,0,589,0,0,0,51,0,0,4,0,0,0,25,0,19.6569,4,19.6569,0,0,11,0,0,1,0,0,0,62,0,0,3,0,0,0,75,0,47.6569,568,47.6569,0,0,85,17.5,61.4975,2,61.4975,12.5619,14.8286,51,7.5,0,1,0,17.2531,10.7284,48,0.5,0,1,0,6.33333,22.3333,72,8.5,0,1,0,21.125,19.9583,87,2,34.1421,542,34.1421,8,12.6667,89,5.5,98.1421,1,98.1421,4.77778,22.3333,103,7.5,73.6985,4,73.6985,12.8497,3.21693,28,0,21.6569,6,21.6569,0,0,0,0,0,0,0,0,0,76,12,51.9411,3,51.9411,19.0357,14.3274,41,2,9.65685,4,9.65685,0.666667,1.16667,7,0,0,1,0,0,0,75,0,0,562,0,0,0,accident
0,0,0,0,0,0,0,1,0,0,1,0,0,0,18,0,0,1,0,0,0,79,1,50.9706,6,50.9706,6.25,3.5,63,1,0,2,0,0,0,77,0,0,592,0,0,0,88,0,0,5,0,0,0,17,1,0,4,0,23.5,21,61,0,46.9706,10,46.9706,0,0,47,3,32.4853,6,32.4853,5.75,7.5,78,0,46,578,46,0,0,79,0,0,4,0,0,0,106,17.5,65.4975,1,65.4975,11.1524,11.881,36,0.5,0,1,0,9.66667,6.33333,44,2.5,0,1,0,14.2222,14.3611,132,3,32.9706,13,32.9706,6.375,1.375,70,0,43.3137,5,43.3137,0,0,22,1,15.6569,6,15.6569,1.5,20,113,7.5,65.6985,536,65.6985,13.994,6.77009,23,0,0,3,0,0,0,0,0,0,0,0,0,0,79,7,55.1127,1,55.1127,20.0357,9.71429,20,0,0,4,0,0,0,77,0,0,623,0,0,0,115,0,0,6,0,0,0,accident
0,0,0,0,0,0,0,57,0,0,1,0,0,0,2,0,0,1,0,0,0,75,7,55.6985,6,55.6985,6.53755,9.71612,52,0.5,0,2,0,2.66667,4.33333,77,0,0,583,0,0,0,66,0,0,6,0,0,0,60,0,48.9706,1,48.9706,0,0,7,0,0,4,0,0,0,24,0,0,1,0,0,0,62,0,0,607,0,0,0,10,0,0,4,0,0,0,81,19.5,67.1543,3,67.1543,13.1958,12.5862,52,2,0,1,0,9,5.5,77,0,0,627,0,0,0,60,2.5,0,11,0,4.33333,2,2,0,0,3,0,0,0,75,0,51.799,10,51.799,0,0,90,3.5,62.8701,2,62.8701,9.7381,3.54762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,12,52.7696,2,52.7696,18.6667,13.9583,14,2,7.65685,2,7.65685,2,2.5,70,0,0,561,0,0,0,13,0,0,1,0,0,0,accident
0,0,0,0,0,0,0,29,4,17.3137,3,17.3137,22.8333,21.8333,36,5,26.1421,4,26.1421,22.5,20.5,54,7,35.799,2,35.799,3.25,7.60714,67,0,0,546,0,0,0,89,0,0,561,0,0,0,105,0,0,2,0,0,0,38,4,23.3137,11,23.3137,17.5357,5.11905,33,0,0,6,0,0,0,9,0,0,1,0,0,0,35,0,0,6,0,0,0,54,0,0,14,0,0,0,109,11.5,62.1838,8,62.1838,7.05034,8.98055,22,0,0,2,0,0,0,63,0,0,625,0,0,0,100,4,0,9,0,4.75,9.75,63,0,0,2,0,0,0,91,7,58.0416,2,58.0416,5.57037,20.6259,90,9.5,59.3553,6,59.3553,6.91696,8.4462,4,0,0,8,0,0,0,0,0,0,0,0,0,0,92,9,55.9411,6,55.9411,14.4444,11,37,0,0,2,0,0,0,86,0,50.9706,600,50.9706,0,0,77,0,0,3,0,0,0,accident
0,0,0,0,0,0,0,42,7,32.6274,2,32.6274,21.25,18.0179,101,0,0,2,0,0,0,76,0,0,2,0,0,0,70,0,0,5,0,0,0,83,0,0,547,0,0,0,20,0,0,4,0,0,0,51,0,39.3137,3,39.3137,0,0,43,3,12.4853,2,12.4853,7,7.5,51,0,31.6569,13,31.6569,0,0,30,0,0,643,0,0,0,50,0,0,622,0,0,0,82,9,57.9411,2,57.9411,6.27381,6.24074,38,2.5,0,1,0,19.1833,7.78333,90,0,0,26,0,0,0,76,0,0,573,0,0,0,55,3,26.1421,2,26.1421,10.8333,10.8889,82,1,0,2,0,1.83333,10.8333,80,9,53.9411,6,53.9411,5.66667,12.2222,2,0,0,4,0,0,0,0,0,0,0,0,0,0,80,3,53.4558,538,53.4558,13.1667,8.75,47,2,0,1,0,1.75,2.55556,79,0,51.799,587,51.799,0,0,7,0,0,2,0,0,0,accident
0,0,0,0,0,0,0,215,0,0,1,0,0,0,218,0,0,5,0,0,0,179,12,0,2,0,10.75,13.952,156,0,0,567,0,0,0,172,12,0,3,0,9.34167,12.6083,232,0,0,6,0,0,0,137,11.5,0,8,0,19.746,14.0317,184,5,0,4,0,4.1,5.4,127,4,0,5,0,9.53333,9.24444,153,9,0,4,0,13.4722,10.5694,78,6,0,5,0,3.05556,19.9444,222,3,50.9706,11,50.9706,7.66667,12.7083,49,0.5,0,8,0,11.3333,1.33333,55,0,0,8,0,0,0,173,0,0,5,0,0,0,148,8,42.3848,24,42.3848,12.9524,17.8452,170,5,54.6274,3,54.6274,9.11012,6.12798,62,0,0,1,0,0,0,0,0,0,0,0,0,0,188,0,0,9,0,0,0,98,6,0,1,0,19.8333,16.3333,303,5,22.1421,15,22.1421,15.2875,9.1,38,4,0,4,0,3,20.25,0,0,0,0,0,0,0,accident
0,0,0,0,0,0,0,106,1.5,0,2,0,23.2222,22.5556,17,4,0,3,0,23.5,21.5,202,2.5,0,3,0,7.13889,9.05556,215,0,0,8,0,0,0,147,14.5,0,6,0,10.2143,9.35714,11,0,0,6,0,0,0,97,1,0,618,0,11.75,8.5,122,10.5,42.0416,14,42.0416,14.5255,9.23611,71,4,31.3137,610,31.3137,6,8,118,12.5,56.1838,2,56.1838,17.61,18.8733,59,2,0,4,0,2,11.5,169,1,0,5,0,19,1.5,85,1.5,53.5563,1,53.5563,22.7593,12.0741,206,19,53.0122,4,53.0122,7.91546,8.95894,151,7,56.2843,32,56.2843,12.2024,9.09524,43,3,23.3137,4,23.3137,5,3.16667,51,0,0,1,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,0,0,199,6.5,0,5,0,13.373,13.5635,109,6,0,5,0,20.5,5.2,42,0,0,3,0,0,0,6,0,0,1,0,0,0,accident
0,0,0,0,0,0,0,263,0,0,4,0,0,0,18,0,0,1,0,0,0,151,10.5,0,8,0,8.24603,9.42758,64,30.5,48.3848,3,48.3848,9.21212,7.21212,3,0,0,1,0,0,0,144,0,0,618,0,0,0,134,6,0,4,0,19.5833,9.33333,5,0,0,6,0,0,0,76,3,0,6,0,4.13333,5.76667,60,8.5,28.0416,4,28.0416,21.4837,21.366,97,6,0,4,0,3.33333,10.25,126,14,54.4264,1,54.4264,15.7837,16.5516,104,7.5,44.0416,2,44.0416,19.4861,10.0722,148,4,52.6274,1,52.6274,6.625,18.4167,209,5,52.6274,5,52.6274,17.7,13.225,131,15.5,54.669,4,54.669,8.99377,7.98104,94,0,0,2,0,0,0,99,0.5,0,2,0,3.33333,1.66667,92,0,0,2,0,0,0,38,0,0,1,0,0,0,99,5,0,2,0,21.5,19.8,88,9.5,0,2,0,5.75439,6.80702,138,0,0,5,0,0,0,22,0,0,4,0,0,0,accident
4,0,0,1,0,0,0,23,1,0,5,0,23.5,20,48,4,0,4,0,22,18.75,129,10,0,4,0,5.30741,7.70741,102,0,0,9,0,0,0,13,0,0,2,0,0,0,134,0,0,15,0,0,0,158,2,0,578,0,19.9583,3.75,114,0,0,6,0,0,0,58,15,0,3,0,8.13333,17.6167,474,0,0,3,0,0,0,138,3,0,2,0,5.44444,21.7778,191,8.5,55.6985,3,55.6985,4.77342,10.2473,138,7.5,49.2132,543,49.2132,19.0254,12.3317,164,0,49.3137,585,49.3137,0,0,153,1,48.4853,567,48.4853,11,9.75,161,4,54.0416,3,54.0416,14.6369,10.4583,63,5.5,26.3848,10,26.3848,4.16667,3.87121,123,13,0,19,0,8.58667,15.1733,120,0,0,5,0,0,0,85,0,0,1,0,0,0,160,12,0,3,0,16.1071,14.6845,79,13,17.6569,5,17.6569,9.48077,21.9103,144,10.5,0,25,0,18.0833,9.49749,17,0,0,2,0,0,0,accident
37,1,0,2,0,22,23.5,36,0,0,4,0,0,0,186,4,0,6,0,7.6131,8.77381,92,4.5,0,9,0,17,21.5,198,4,0,2,0,6.1,13.25,151,0,0,3,0,0,0,192,13.5,55.1127,3,55.1127,14.8837,14.7582,111,1,0,631,0,3.66667,23,46,2,0,2,0,10.5,2,38,2,0,1,0,20,22.5,197,15.5,59.8406,7,59.8406,15.1311,15.4967,76,9,29.4558,4,29.4558,3.88889,3.87963,82,0,0,1,0,0,0,120,3.5,49.8995,4,49.8995,4.47619,6.30952,111,1,0,612,0,11,2.16667,157,5,0,658,0,7.2,2.85,14,1,0,4,0,2,1.5,0,0,0,0,0,0,0,281,0,0,1,0,0,0,68,0,0,4,0,0,0,172,7,0,2,0,18.0804,9.58929,3,0,0,4,0,0,0,167,4.5,53.4558,608,53.4558,9.82407,8.15741,523,0,0,2,0,0,0,166,0,0,3,0,0,0,accident
42,0,0,4,0,0,0,77,14,0,10,0,10.8395,10.8223,80,2,51.799,601,51.799,15.25,12.75,18,0,0,2,0,0,0,54,0,0,31,0,0,0,0,0,0,0,0,0,0,82,0,0,598,0,0,0,62,0,0,540,0,0,0,41,0,0,4,0,0,0,12,0,0,2,0,0,0,3,0,0,2,0,0,0,31,0,0,636,0,0,0,53,0,0,1,0,0,0,60,7,34.6274,1,34.6274,10.1429,19.9762,23,0,0,5,0,0,0,51,6,39.799,4,39.799,9.91667,3.25,3,0,0,1,0,0,0,54,4.5,40.9706,4,40.9706,16.1429,20.9167,98,13.5,0,3,0,17.2073,12.0802,16,2,9.65685,2,9.65685,2,22,55,1,0,3,0,22,16.5,21,1,0,2,0,1.5,6,67,9.5,0,5,0,11.3085,9.52632,39,0,0,6,0,0,0,83,4,53.4558,578,53.4558,5.25,5,accident
0,0,0,0,0,0,0,70,3,52.6274,3,52.6274,21.0833,4.25,17,0,0,2,0,0,0,57,0,0,4,0,0,0,58,0,0,3,0,0,0,8,0,0,3,0,0,0,64,3,0,592,0,1.25,2,77,0,50.1421,548,50.1421,0,0,74,0,0,4,0,0,0,20,0,0,3,0,0,0,75,0,0,4,0,0,0,69,0,0,547,0,0,0,70,28,0,3,0,15.7679,15.2143,69,4,50.1421,2,50.1421,20.5,21.75,7,0,0,1,0,0,0,53,5,47.2132,3,47.2132,8.625,7.625,93,17,64.0833,2,64.0833,14.8691,16.0646,18,1,11.6569,4,11.6569,1.5,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,71,0,0,598,0,0,0,37,6,47.5563,4,47.5563,8.92593,14.2593,96,19.5,0,5,0,12.8128,11.6602,40,0,0,2,0,0,0,accident
43,1,0,1,0,23.3333,15,67,8,0,2,0,18.0417,4.25,83,2,52.6274,547,52.6274,9.5,13,45,0,0,7,0,0,0,76,0,0,586,0,0,0,0,0,0,0,0,0,0,41,8,0,4,0,18.999,4.63434,58,1.5,40.1421,9,40.1421,1.25,9,29,0,0,5,0,0,0,46,2,0,1,0,12.3333,12.2917,10,0,0,4,0,0,0,6,0,0,2,0,0,0,86,9,0,13,0,15.25,15.3611,39,7,25.799,5,25.799,3.70476,21.5095,13,2,0,5,0,22.5,2,42,1,28.4853,4,28.4853,12,1.5,36,1,24.4853,5,24.4853,16,23.5,93,12,65.0122,2,65.0122,15.7319,13.6024,28,4,0,3,0,2.125,11,0,0,0,0,0,0,0,73,1,0,573,0,7.25,10,48,0,0,1,0,0,0,28,1.5,0,1,0,0,0,68,11.5,0,4,0,16.4741,5.62681,61,12.5,39.3553,4,39.3553,7.34,18.3767,accident
0,0,0,0,0,0,0,66,11,22.9706,3,22.9706,12.7111,13.7,80,1,52.6274,4,52.6274,9.25,5.5,2,0,0,2,0,0,0,66,0,0,603,0,0,0,21,0,0,1,0,0,0,84,3,51.799,573,51.799,9,4.91667,60,2,38.1421,574,38.1421,5.04167,5.25,74,0,0,1,0,0,0,11,0,0,3,0,0,0,23,0,0,2,0,0,0,76,0,0,6,0,0,0,100,18,60.9117,3,60.9117,11.7778,13.5,60,9.5,34.6274,1,34.6274,10.5595,19.7914,12,0,0,1,0,0,0,67,2,37.3137,2,37.3137,4.83333,0.5,89,1,50.9706,5,50.9706,3.5,11.75,90,5.5,58.8701,1,58.8701,12.4613,12.0825,8,0.5,0,1,0,1.33333,23.6667,0,0,0,0,0,0,0,40,3,27.3137,2,27.3137,22.8333,20.1667,52,2,0,1,0,2,3,5,0,0,2,0,0,0,83,15.5,0,6,0,14.9144,7.75316,36,5.5,21.5563,2,21.5563,3.37121,20.5606,accident
