%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
30.6964,25.4449,25.5833,20.0873,5.90476,38.1373,21.4293,16.1077,5.31669,flood
19.8181,37.5439,20.7191,4.39236,8.35556,3.25,18.8854,11.4487,9.75161,flood
27.7142,30.6859,20.7984,6.55556,0,0,10.8333,23.8433,12.3141,flood
7.66667,27.9078,19.5,17.5729,15.1444,7.13766,4.5,10.6492,31.1039,flood
20.3112,29.4361,21.0879,6,26.9697,34.8974,18.4428,20.322,14.8556,flood
0,24.207,33.7226,21.3413,21.9783,37.2821,22.5,14.9846,13.6372,flood
23.6626,21.8008,38.9778,9.48889,14.3372,21.7691,27.8061,13.2581,9.55808,flood
0,15.019,29.675,22.1033,15.4869,39.0667,17.5938,18.593,12.8704,flood
12.3258,17.5101,19.3667,0,30.9133,0,0,15.1077,0,gas
12.1448,18.1978,26.9538,19.25,23.1008,25.0427,18.5185,22.2593,0,gas
0,26.4538,15.1667,0,17.675,37.0238,30.6765,16.5993,2,gas
18.9167,21.657,32.75,34.1299,27.6417,29.0303,31.0079,19.4344,19.1667,gas
16.171,26.997,32,29.9162,18.3357,0,15.1167,14.297,17,gas
25.1045,24.0857,31.007,21.1199,14.5441,23.5783,12.1636,8.83996,7.63782,gas
35.1098,30.2145,27.3199,17.948,19.668,2.07937,8.5,8.89333,9.59716,gas
26.72,31.3056,34.5,17.8713,22.4366,13.4514,5.91667,2,12.7302,gas
37.75,31.2764,22.6806,18.2876,7.41458,12.7908,9.5543,13.0593,8.38859,gas
29.2288,29.8746,32.1167,19.3768,22.7345,23.6182,3.5,3.65,13.7417,gas
18.9133,8.24868,0,16.8271,13.4909,11.835,2,14.8333,15.8333,gas
23.3942,17.3704,16.5686,16.9195,17.5235,22.8438,2.67228,15.4052,8.33333,gas
11.8981,3.3679,14.5387,33.6561,22.2889,11.3333,1.87879,33.5,10.2563,gas
17.5031,12.3646,21.1556,27.5065,29.6089,32.193,19.75,15.35,3.18519,gas
14.6825,22.3053,14.7407,30.3333,30.1889,15.25,4,26.8693,0,gas
14.8232,22.1556,22.529,34.5595,26.7207,32.9314,11.9828,16.4763,13.1333,gas
23.25,26.6994,28.6839,36.1714,18.3743,28.749,7.98735,9.27778,14.8723,gas
19.7333,21.9538,21.5313,31.9069,31.6262,36.8,12.2447,18.4638,21.9165,gas
24.0072,7.46977,12.6625,29.2733,31.9398,19.5581,14.4806,17.8369,19.7959,gas
21.2067,21.6114,19.5624,35.1667,33.2738,33.9269,20.1013,20.4688,26.2462,gas
0,16.4738,5.66667,17.2259,16.0869,0.888889,0,13.0833,0,gas
18.6111,12.4,7,14.7301,13.4765,25.9046,0,14.5111,18.0185,gas
19.6878,30.5326,20.5228,0,16.3256,40,0,3.75,10.537,gas
19.3889,17.5831,31.1458,13.8689,33.5185,17,0,27.7222,26.9911,gas
17.1824,14.75,19.9624,18.4461,38.2698,7.57796,0,28.1244,33.2556,gas
18.9444,29.1276,22.9545,12.9486,17.4314,19.242,0,17.6089,14.3007,gas
12.8278,18.1286,17.759,4.97222,17.728,13.375,0,26.0849,11.6667,gas
24.7275,0,32.6667,4.52857,16.176,21.8435,0,18.6533,26.2448,gas
17.146,10.3128,12,6.125,18.6792,21.0312,30.2424,23.0089,18.8132,gas
24.6383,18.5857,27.7051,11.5408,17.605,14.2448,19.6855,21.2148,21.5016,gas
16.5815,26.1301,30.3525,1.25,6.87196,37.125,33.5,14.2014,13.354,gas
16.8214,30.7928,23.3056,5.5,20.4673,6.40909,37,33.0444,18.8333,gas
18.476,30.3598,25.1305,18.6087,15.1231,13.5447,16.3218,20.7472,17.2381,gas
32.38,23.6561,25.4508,21.805,16.6234,20.4191,17.11,20.9167,8.96111,gas
20.6054,13.8789,34.9962,10.3676,25.5043,18.6214,19.8667,17.7547,15.6667,gas
26.1481,20.3315,29.9411,23.2308,12.6195,21.2063,11.2415,13.7889,14.2792,gas
18.5081,21.898,29.6382,23.9726,21.8599,17.152,19.0894,8.83292,12.5524,gas
22.2759,25.8148,26.0366,11.0267,24.0857,14.8788,20.6641,15.9065,7.28056,gas
26.807,19.3818,32.7648,22.2103,14.357,26.9243,13.2448,10.3549,15.0351,gas
20.9528,32.4928,30.7444,13.1711,18.9,12.019,13.766,11.4118,18.593,gas
16.1861,21.6307,19.8822,18.1487,22.0097,13.171,16.5,30.5833,18.2143,gas
21.7646,23.3327,0,15.3869,21.8678,16.8466,28.2798,13.25,6.375,gas
20.1184,33.8667,22.9784,7.29316,23.5024,22.064,19.7619,13.013,24.1667,gas
24.7335,7.88333,24.0839,8.09259,22.0217,18.8049,16.15,17.0952,25.6667,gas
15.2862,18.6839,24.5656,9.49167,18.3077,21.0342,18.6822,8.68,15.2143,gas
18.925,8.31529,22.9985,1,6.39706,0,0,0,0,gas
11.7711,14.0681,20.3592,7.12346,10.1087,0,0,17.5071,38.625,gas
14.6474,22.3665,8.07265,26.35,8.14815,20,34.9406,11.9389,11.8131,gas
22.0833,17.9268,9.71039,16.9795,14.6528,24.4667,22.1493,17.5102,27.8357,gas
26.5833,15.3037,14.6225,14.5,12.3487,24.0476,7.75,27.627,26.369,gas
26.4742,30.0501,35.6195,18.669,16.2796,19.3771,14.5585,10.1267,15.3434,gas
20.0728,26.2614,27.0778,20.1746,10.1667,14.5404,16.3922,11.7782,8.54938,gas
17.1709,19.8312,24.106,16.9074,11.7708,11.5926,26.8263,10.4576,20.5695,gas
27.3354,27.8803,29.7349,13.1707,0,26.9127,9.06,11.4622,12.0679,gas
28.308,31.463,35.6983,18.1157,6,6.43056,4.12179,1.5,17.9783,gas
27.0889,12.7856,15.2331,6.80602,17.986,23.0947,0,33.4894,19.896,gas
17.0201,11.5918,19.8224,7.45455,15.8102,23.7235,0,19.5197,16.3277,gas
24.1156,18.6299,18.7381,7.87626,22.6145,11.3333,0,31.1005,33.1281,gas
8.09253,14.1386,24.9691,9.55617,13.646,8.69378,0,25.8204,25.4444,gas
15.4924,23.4555,23.1597,18.7845,23.049,30.3125,24.8889,16.0672,37.8333,gas
21.9464,14.5703,27.1032,1.62963,13.2137,5.17407,0,24.0463,25.2583,gas
13.25,21.9707,23.4558,17.3007,21.7918,21.261,14.3333,15.4396,14.4657,gas
10.5551,16.0256,26.0342,31.9701,23.8061,23.1558,10.5369,15.7222,37.3312,gas
23.4211,10.6809,15.9162,22.125,14.1439,18.1013,12.4444,18.7462,17.0263,gas
24.1282,16.9796,7.5,9.04571,19.2188,25.5934,15.1828,11.3214,10.4737,gas
15.5,19.9244,22.8012,33.6667,24.7146,15.9389,6.48945,27.1774,17.9116,gas
11.3137,23.996,9.38986,32.9091,16.5256,25.1724,19.8202,17.7355,19.3222,gas
32.4481,18.6129,29.2597,5.24444,11.8589,10.8988,14.1537,6.89402,12.9298,gas
31.7562,28.2766,26.4734,1.77778,13.3883,17.1358,17.7731,5.49402,10.8867,gas
30.8685,27.6667,36,13.6885,20.2589,24.9638,11.0634,13.4683,14.9288,gas
31.6277,35.7281,39.8,4.5,6.125,20.775,12.5884,5.66346,0,gas
16.6417,40.3333,36.2879,10.2556,10.9333,3.5,4.75758,8.5,0,gas
38.6667,36.3778,32.6806,1.77778,0,0,8.65609,0,0,gas
0,0,0,20.7262,15.9097,21.0556,0,0,0,gas
24.0071,36.1833,0,5.5,0,4.44444,5.00101,0,5.33333,gas
21.7591,15.7143,18.1339,8.7451,15.3998,12.9815,0,13.3333,7.36111,gas
19.5648,27.3482,30.4212,18.2788,16.9792,6.25731,0,19,14,gas
15.0283,9.86815,1.66667,22.7002,22.0403,28.3645,0,14,27.0714,gas
0,16.6405,0,24.7236,21.7942,19.7521,37,28.0861,26,gas
11.7,12.7615,0,31.614,8.64239,16.9877,4.08333,27.2205,22.0128,gas
30.7123,20.3528,32.1901,0,7.16,15.4598,0,37.0278,26.0885,gas
26.8214,19.0738,24.8302,12.4836,17.771,21.4261,29.1212,10.3366,11.6779,gas
12.9357,26.9105,16.2833,6.11786,22.8681,9.73504,19.2381,11.1622,19.4031,gas
12.5342,20.5849,25.2463,14.2935,15.6105,17.7971,18.1609,25.5888,13.8125,gas
18.6919,24.4229,28,11.6237,18.8446,25.9578,10.4385,17.7935,5.55392,gas
9.02876,11.875,17.7821,25.9073,17.6641,23.2675,19.3713,8.68817,7.97667,gas
29.1111,27.8869,29.0299,17.4558,26.108,21.7643,9.93653,12.5317,10.5,gas
15.574,29.4861,32.2884,18.2087,25.9911,18.9554,21.4618,8.5,9.07956,gas
30.4393,26.7556,25.93,17,37.875,16.8333,13.8865,2,3.43659,gas
16.3367,11.9691,13.9372,0,29.8333,16.8995,16.0745,5.17265,25.8938,gas
7.37346,22.2594,22.1026,27.1004,23.5355,20.874,11.0307,16.6135,18.0827,gas
15.1368,19.1591,19.1557,23.2162,19.1168,18.9656,14.3741,22.9651,16.8486,gas
15.8758,21.0183,29.795,26.4323,12.5483,25.509,9.20588,15.9571,23.3533,gas
9.95278,23.371,0,25.796,14.1323,39.2323,12.375,19,4.11201,gas
19.899,21.4719,21.9738,23.9051,18.6862,14.8572,16.7596,10.5269,24.1107,gas
11.2897,20.4522,33.3029,10.8367,21.8183,3.85294,33,24.2675,19.4762,gas
11.228,26.7769,37.6815,6.1924,18.883,12.1489,0,18.8613,22.0476,gas
12.4812,25.8744,25.0944,12.9345,21.9997,7.19617,0,7.5496,23.6,gas
14.3228,20.1461,38.8611,7.21597,24.4848,14.1021,32.5556,18.7877,18.9715,gas
33.3498,21.8911,29.5606,2.5,13.4214,13.9115,28.875,16.1916,13.9669,gas
17.1555,9.56137,14.213,19.4263,35.8492,18.0235,14.369,13.8731,21.9556,gas
30.1548,25.507,28.2963,10.0929,17.3721,14.2998,13.9876,15.7778,20.7456,gas
23.8248,32.8052,31.8939,14.6325,22.9056,6.29273,12.2403,0,5.61111,gas
16.4034,25.969,33.5427,14.1849,4.33333,20.9535,4.25,13.0444,17.3264,gas
20.609,32.3281,28.1469,20,12.4531,11.7808,9.39235,5.71491,13.1635,gas
12.0648,26.5593,31.3845,21.1667,5,6.2,7.8125,15.1151,15.7442,gas
38.9167,33.1772,31.3556,13.2917,24.1991,0,7.56192,3.75,4.48942,gas
17.5,25.3108,27.3895,30,15,0,13.5,19.6728,15.641,gas
36.5,37.3778,38.75,16.5,21.5833,3.94587,2.25,1.75,6.26984,gas
39.5,0,40.5,24.5339,16.0078,21.3,2.25,6.5,3.30417,gas
25.3822,19.6999,35.9178,1.5,13.5244,10.3741,0,12.744,10,gas
28.547,15.1866,30.498,4.7,14.7534,18.9924,28.2222,13.4611,10.8624,gas
23.2967,26.6114,12.3958,20,7.64362,20.6245,25.2381,30.2061,8.4,gas
17.3466,19.7833,16.6005,6.5,16.3152,9.76482,20.5,22.9154,16.4048,gas
19.3941,18.4639,26.784,7.97626,20.2706,20.2268,22.1528,9.61806,10.023,gas
0,0,0,10.3342,17.4042,21.375,0,0,0,gas
37.75,37.1667,38.6167,15.4293,6.25,18.7672,0,0,0,gas
31.9417,27.0217,24.9222,18.8925,16.6407,0,10.5,7.72516,15.0614,gas
38.859,27.3639,36.2549,17.5646,15.4979,12,0,0,13.1333,gas
39.4167,0,0,21.8343,18.0243,13.9945,0,0,3.33333,gas
18.3002,22.5578,20.281,0,10.1369,17.2625,0,21.9721,17.2143,gas
20.9032,19.5857,20.4487,3.75,12.2357,16.1741,0,11.875,5.88889,gas
20.8715,10.1865,33.9969,3.83333,19.1299,12.2965,16.4815,9.84381,11.9553,gas
14.7789,14.8617,3.38929,7.41468,22.0673,19.9298,14.5625,13.095,20,gas
24.4748,26.7509,24.8333,5.44444,20.8954,21.247,13.5417,11.6966,3.61905,gas
0,0,39.75,27.4353,19.0132,10.9543,1,0,0,injury
0,37.3333,39.5,19.198,9.4697,19.2645,0,0,2.66667,injury
0,20.1667,19.6333,14.7381,16.2545,9.98355,1,0,0,injury
0,0,39.8833,26.7958,20.2296,16.6683,1.5,0,0,injury
0,0,39.1667,17.19,20.4333,19.7036,0,0,1.25,injury
0,0,0,27.4554,10.4,24.7826,0,0,0,injury
0,0,37.5,18.75,21.7778,12.8234,4,0,0,injury
0,0,0,26.0728,15.4667,14.6201,0,0,0,injury
0,0,0,27.5792,20.9671,8.97,0,0,0,injury
0,0,38.2424,23.0921,15.2611,16.4661,0,0,3.37121,injury
40.1667,39,35.0992,21.8115,20.5208,19.3456,0,11.6005,0,injury
39.3333,0,37.2024,14.666,14.5252,19.6677,0,0,3.10417,injury
0,40.3333,38.6288,26.7022,23.0456,22.8558,1.5,5.12821,2.16667,injury
0,0,38.8571,21.8913,23.8796,21.576,0,3.55556,2.75,injury
0,0,38.2564,26.1765,5.72917,15.7231,2.63889,6.61111,3.13095,injury
0,0,0,20.3697,19.2333,16.2318,0,0,0,injury
0,0,0,27.296,24.2917,22.6568,0,0,0,injury
0,0,0,25.4605,19.2531,17.5614,0,0,0,injury
0,0,0,19.9825,20.9762,21.7722,0,0,0,injury
0,0,0,23.5374,17.1611,18.5665,0,0,0,injury
0,35.3333,40.5,22.9065,21.612,18.3659,0,3.58333,3.37037,injury
0,39.3333,34.6232,19.4134,20.4974,20.33,0,6.91667,3.75,injury
0,0,37.7778,20.485,26.585,26.6975,1.33333,0,1.5,injury
0,0,39.3056,21.2689,22.3833,18.9223,0,0,2.44444,injury
0,0,36.9697,12.6575,17.9222,20.3119,0,0,2.51389,injury
0,0,35.2686,9.3109,9.93838,13.8971,4.25641,8.98942,0,injury
37.75,39.25,38.7407,18.5402,11.2152,15.9614,0,4.66667,3.12821,injury
38.8333,0,36.1425,22.7933,19.1889,13.7339,0,7.19865,0,injury
0,39.0833,39.2222,18.8368,17.0159,19.9023,0,0,3.25455,injury
0,0,39.131,23.7312,22.3306,15.9876,1.5,0,0,injury
0,0,37.7971,20.0545,17.081,17.899,3.78846,3.27778,0,injury
0,0,32.3333,15.2744,18.4259,15.5595,3.31229,6.71429,0,injury
0,0,37,20.3335,21.7132,22.6968,2.47917,2.87037,1.66667,injury
37.2801,0,16.5,18.6754,19.268,19.1256,3.24091,7.25758,9.66667,injury
38.7806,0,37,18.8386,15.1296,13.9747,0,6.41667,0,injury
0,0,0,17.6032,22.248,20.9594,0,0,0,injury
0,0,0,24.6817,14.0222,14.8708,0,0,1.5,injury
0,0,0,15.3257,23.5385,15.662,0,0,0,injury
0,0,0,35.5704,15.4407,11.5568,0,0,1.5,injury
0,40.6667,0,22.0393,9.07407,17.5863,0,0,0,injury
0,0,0,18.3273,18.1111,17.9609,0,0,0,injury
0,0,37.7976,20.5064,28.0653,22.3421,2.37222,5.62963,3,injury
0,0,35.5556,17.5247,26.8797,19.3985,3.7197,8.52137,3.25,injury
0,0,38.3788,21.2317,26.3611,14.8519,4.66061,3.22222,2.80952,injury
38.8889,0,35.8939,17.3092,15.5296,21.9342,0,6.03922,3.17222,injury
40.5,33.1389,34.4667,17.0385,23.2444,18.7586,0,0,4.16667,injury
0,24.4444,37.4587,21.9688,18.5833,15.3245,0,5.62424,8.33333,injury
39,0,36.0194,14.0026,14.1889,13.5,0,5.28956,0,injury
0,38.7778,39.5,19.4191,23.4963,21.6704,1.5,0,1.66667,injury
38.25,0,38.8796,24.8236,14.6646,19.7877,0,0,5.66667,injury
0,0,0,11.2429,17.4048,13.4093,0,0,0,injury
0,0,0,30.9393,1.68889,13.2278,0,0,0,injury
0,0,0,24.7255,16.1889,12.069,0,0,0,injury
0,0,0,30.2142,24.1389,20.375,0,0,0,injury
0,0,0,22.2825,10.6111,22.7639,0,0,0,injury
0,0,0,18.0495,17.162,13.3949,0,0,0,injury
0,0,0,17.9428,15.1061,19.9549,0,0,0,injury
0,0,0,23.6257,12.5278,9.10075,0,0,0,injury
0,0,0,26,12.7576,11.3665,0,0,0,injury
0,0,0,18.8066,8.48333,17.991,0,0,0,injury
38.8889,0,39.5463,14.9929,3.82051,18.5987,0,0,3,injury
0,0,0,17.9532,13.7857,23.5507,0,0,0,injury
0,0,0,24.8346,16.3667,12.4361,0,0,0,injury
0,19.8889,0,25.6759,8.44444,11.1778,0,0,2,injury
0,0,0,31.643,11.5778,14.6128,0,0,0,injury
0,37.5,38.2222,19.1164,12.5417,13.6673,0,0,3.38095,injury
0,0,39.9167,18.7543,12.625,12.3026,1.5,0,0,injury
0,0,0,16.7776,13.7815,14.2017,0,0,0,injury
0,0,0,33.9356,14.2088,18.0662,0,0,0,injury
0,0,0,23.1474,23.3488,16.6936,0,0,0,injury
0,0,0,22.2187,16.5083,16.4001,0,0,0,injury
0,0,0,24.6659,6.5,18.3314,0,0,0,injury
0,40.3333,40.1111,27.4678,12.6019,7.53968,0,0,0,injury
0,0,0,21.73,14.6145,17.472,0,0,0,injury
40.5,0,0,25.4052,16.9206,27.2239,1.5,0,0,injury
0,0,0,0,11.7963,11.0077,0,0,0,injury
0,0,0,36.8237,10.7347,21.1749,0,0,0,injury
0,0,0,29.4993,8.52119,9.81447,0,0,1.5,injury
0,0,0,34.6279,12.8145,14.8919,0,0,0,injury
40.6667,0,39,16.7126,16.4542,14.8759,0,0,2.75,injury
37.0556,36.8333,0,18.2632,15.8333,19.2064,0,0,1.75,injury
40.5,0,0,17.4398,21.8426,17.9137,0,0,2.11667,injury
39.381,0,0,20.7499,27.5556,23.09,0,0,2.88333,injury
0,40.3333,34.5278,9.32204,13.5556,19.0709,0,8.5873,0,injury
38.5227,0,39.25,25.1786,14.6786,9.7821,0,4.52381,0,injury
33.5915,0,37.7333,15.0395,17.8056,19.8648,0,11.619,0,injury
40.5,0,0,25.5154,16.1671,13.571,1.5,1.66667,0,injury
33.4199,0,0,23.9202,26.0917,30.3526,1.5,6.8,8.12353,injury
38.0159,39.0667,0,20.2598,23.1835,14.2203,3.4599,2.75,0,injury
0,0,0,27.0686,28.1333,26.4762,0,0,0,injury
0,0,0,14.0893,11.0026,18.0166,0,0,0,injury
0,0,0,22.8618,17.25,13.5895,0,0,0,injury
40.5,0,0,19.5039,9.91782,15.0311,0,0,0,injury
0,0,0,14.1672,10.097,15.2246,0,0,0,injury
40.5,40.3333,40.4444,12.5392,5.86444,18.5971,0,0,1.5,injury
0,40.0667,0,15.5841,15.9963,12.9413,0,0,2,injury
0,0,0,26.494,9.89333,23.6773,0,0,0,injury
0,0,0,20.2286,10.8057,12.5265,0,0,0,injury
0,0,36.3333,18.0049,30.6071,22.3076,7.23643,3,0,injury
0,0,39.7778,21.3673,20.1594,7.08707,2.63333,0,0,injury
0,0,0,17.5984,17.7734,16.5284,0,0,0,injury
0,19.1667,0,25.9292,25.5667,18.3333,1.125,0,0,injury
36.5,0,0,25.9763,18.1485,28.7319,0,0,2.76667,injury
39.5,34.9,39.2083,27.2106,16.0857,16.0634,1.83333,5.53333,0,injury
0,0,19.3333,12.153,12.265,27.7736,0,1.22222,0,injury
38.3125,0,38.4167,25.0279,27.1512,14.4369,1.25,3.61481,0,injury
38.2949,35.1111,0,23.1805,25.1778,16.2895,2,0,0,injury
0,0,37.5833,23.0851,16.2016,12.6789,0,5.25,0,injury
0,38.6667,20.25,17.062,16.7889,15.3677,0,2.88889,0,injury
0,39.9667,39.25,21.7936,20.9306,17.6727,0,2.46667,0,injury
39.0067,0,37.5,16.5729,9.92976,19.5376,0,4,0,injury
0,36.9167,38.1569,19.3825,19.8926,19.7792,2.1,0,0,injury
0,0,20,21.8414,24.4956,20.144,1.5,1.5,0,injury
0,39.4762,40,23.7859,22.5,19.404,1.15,1.66667,0,injury
37.3296,35.6667,39.1389,20.8319,8.64815,20.148,0,0,6.22222,injury
37.9841,0,37.5417,23.0186,15.0389,16.981,0,2.25,3.27778,injury
21.3636,19.3889,39.2048,17.1166,16.4243,21.771,0,11.75,3.5,injury
39.6667,0,38.5,19.0278,14.2644,20.3329,2.44608,0,0,injury
36.2095,0,0,15.4754,18.8333,10.4369,0,0,4.62121,injury
4.48182,17.5136,16.1991,10.894,24.2038,19.4676,11.0118,6.00773,21.986,paramedics
8.39394,25.0022,12.9176,19.0148,22.2281,18.65,15.1874,7.27628,12.6986,paramedics
10.5588,29.0652,19.6754,21.2251,19.0335,14.971,10.5714,8.51111,22.6607,paramedics
10.2969,18.8135,27.4598,31.4245,20.8292,22.5597,29.1667,8.89442,30.1008,paramedics
23.428,4.625,24.2328,19.5,17.4699,16.42,16.3194,9.03973,22.8951,paramedics
26.3333,38.3333,14.4902,20.5,12.9444,17.5972,21.2836,3.22222,23.237,paramedics
31.3333,0,16.6667,8.5,18.6574,7.25,28.1017,2.92929,16.9286,paramedics
21.0702,0,31.5452,24.5,16.1889,0,15.6918,0,19.9675,paramedics
11.75,0,15.4356,12.1667,20.04,0,27.1785,0,13.8519,paramedics
0,0,15.8748,0,16.9056,10.6481,26.0873,0,20.2037,paramedics
10.7255,8.58333,18.873,6.5,18.537,18.5,25.5926,35.125,21.1762,paramedics
3.13889,0,15.0222,0,30.4087,9.91667,20.4295,16.9369,19.8429,paramedics
7.63333,8,13.5719,0,21.0648,25,19.4074,0,25.8182,paramedics
13.7315,0,12.006,17.4167,20.9778,14.5,36.525,18.7063,17.6444,paramedics
8.21591,0,18.2963,0,14.6061,2.25,32.3704,21.9905,20.1111,paramedics
15.4236,9.625,19.5,12.963,25.4792,12.5,36.7112,33.0778,20.6171,paramedics
9.5,10.0556,15.5013,0,32.8986,10,38.0823,3.22222,19.5855,paramedics
12.5746,17,4.89506,0,28.5417,0,37.1667,1.17778,17.4148,paramedics
10.1528,26,2.83069,16.7673,35.4405,14,18.3333,26.9583,28.2964,paramedics
30.6181,7.65278,2.97531,13.4444,20.004,0,26.4074,6.95,31.5189,paramedics
12.5049,16.1125,7.77778,9.77778,18.6389,0,32.9524,1.55556,12.5854,paramedics
10.6417,9.48148,8.38889,4.34444,12.3889,0,22.4889,1.44444,26.1288,paramedics
4.68485,11.6667,17.0667,8.36508,18.947,0,38.463,2.55556,21.3542,paramedics
9.20833,7.75,19.235,0,4.49778,0,24.8519,13.75,18.4444,paramedics
1.72222,0,20.0278,0,29.6914,7.25,22.6889,0,12.3932,paramedics
8.83333,0,7.61111,0,18.4021,10.6667,37,23.6296,15.2054,paramedics
16.7024,3.75,2.38889,0,22.3443,0,36.2483,6.11111,10.5519,paramedics
10.0833,0,11.3081,10,28.9603,0,19.8333,7.41667,27.0551,paramedics
11.3478,3.66667,15.6194,9.83333,10.7414,19.5833,35.7048,19.0278,11.7821,paramedics
11.5444,19,32.5044,11.3016,33.3,13.875,39.3704,25.3311,26.6898,paramedics
22.2394,31.4667,5.07343,0,29.4881,0,24.5,16.0556,31.3427,paramedics
19.9903,4.88889,8.375,8.625,22.7595,16.1667,36.3611,3.88889,11.82,paramedics
26.808,5.70952,0,19.9259,27.7639,30.3333,15.7338,4.40741,19.9291,paramedics
31.6213,2.31111,0,9.10897,35.5284,34.3333,33.625,25.443,12.358,paramedics
13.5597,10.7778,8.96389,8,20.8,18.7222,35.8039,13.0417,23.2461,paramedics
19.7667,11.7149,16.5556,0,7.58333,18.3879,30.4202,26.25,13.7264,paramedics
16.3889,25.2292,0,0,8.10088,23.75,34.3833,23.3757,12.5988,paramedics
26.1667,0,30.9721,2.83333,7.27778,31.2997,12.5,15.2024,6.77193,paramedics
24.7778,27.9722,32.8406,18.3697,14.2821,22.2381,0,10.2833,12.0648,paramedics
0,16.5,22.8838,28.0556,17.6944,10.4164,21.6154,13.8889,16.3157,paramedics
1.25926,0,5.91667,6.66667,9.97778,0,0,0,26.4984,paramedics
0.777778,8.15556,11.5278,0,14.1111,7.11111,20.6111,0,40.6667,paramedics
7.62179,29,16.3,10.037,4.66667,0,21.9202,7.94444,9.75,paramedics
8.91667,0,12.6759,12.75,16.6148,9,23.5741,0,0,paramedics
6.16667,15.5556,13.1442,4.17778,3.57778,2.13333,22.8889,3.75,10.4074,paramedics
6.04667,0,13.4831,11.5,31.2963,3.58333,37.9333,0,0,paramedics
0,0,12.3082,19.8741,8.42222,10.5,15,2.61111,25.3847,paramedics
11.1867,0,11.1404,0,30.6444,0,36.4261,7.66667,33.1817,paramedics
3.83333,13.1667,14.9937,5.875,13.9623,0,39.5833,19.25,20.2404,paramedics
13.1978,10.1111,20.852,8.41667,30.5,0,36.9616,40.5,27.0544,paramedics
14.7185,21.5503,32.2667,23.8333,9.34444,0,0,0,15.2593,paramedics
22.9583,15.4722,33.2882,17,23.3407,0,9.33333,0,20.15,paramedics
11.8112,8.1,21.8431,23.75,7.30556,9.38889,10,0,38.3333,paramedics
9.1,14.7778,21.6799,20.6944,13.1905,0,12.5141,0,16.6667,paramedics
21.3973,15.6667,26.8667,15.2083,14.4074,0,11.8,0,27.5,paramedics
20.4944,16.487,0,0,23.5602,6.55556,34.1192,17.3333,21.5338,paramedics
16.8407,3.3,12.1829,13.1833,19.8778,0,30.3534,26.7778,20.9617,paramedics
22.4259,6.41667,15.859,0,32.3333,14,32.9344,5.86111,27.9103,paramedics
3.13333,10.4966,35.8125,0,20.7806,6.79167,35.7744,20.5689,7.87366,paramedics
18.8892,15.6661,24.5408,6.15556,19.75,4.25,27.841,20.8951,13.8885,paramedics
26.2817,35.6667,0,6.02381,26.8434,38,22.459,34.0278,16.5589,paramedics
14.75,10.9583,0,22.4444,31.7222,37.8,33.4394,17.2144,7.39234,paramedics
29.4603,16.25,14.2222,13,23.6641,37.1528,14.3333,26.3431,5.3125,paramedics
18.3111,18.8889,0,6.11111,16.1707,32.7222,31.4944,24.1421,5.5,paramedics
17.1731,15.375,38.0952,11.5016,19.2339,27.1037,28.7469,15.6458,2.26667,paramedics
0,23.0208,5.33333,12.8333,9.16667,0,36.5285,4.24074,24.8111,paramedics
33.7222,0,8.73884,11.5,8.51852,0,31.737,0,25.9444,paramedics
23.5556,11.8,8.63078,0,10.4861,0,37.2143,21.0185,20.4525,paramedics
30.0926,33,17.0467,1.83333,4.82889,1,29.9318,0,13.6453,paramedics
40.5,22.5,18.0873,8.93333,28.0361,6.55952,26.7434,2.5,22.4444,paramedics
10.8078,14.4513,28.3125,0,15.8704,0,6.41667,0,12.9425,paramedics
8.45513,15.0833,14.2608,0,25.7444,0,33.0398,0,27.2368,paramedics
10.6667,21.5174,0,10.75,31.537,26.2619,33.2516,18.768,5.12879,paramedics
3.6891,18.5309,14.0238,5.77778,21.4963,8.25,37.533,20.3217,6.04545,paramedics
11.1538,8.43443,5.83333,13.0417,26.7383,13.3833,25.3185,16.6524,14.1111,paramedics
9.66667,15.1458,13.5273,8.0404,22.5,31.8681,32.7836,22.4033,11.544,paramedics
12.1667,8.68889,24.0714,0,26.5682,0,23.5552,17.75,21.6,paramedics
18.1272,28.8704,22.0755,12.7037,37.7917,14,35.7407,5.85185,22.8263,paramedics
18.9725,14,21.7555,0,30.381,14.0635,34.842,26.4444,14.2484,paramedics
16.2389,9.32407,24.3854,6.66667,22.8687,3.33333,24.1602,5.44444,16.8883,paramedics
14.8444,13,15.2686,0,17.5,0,32.5952,0,16.3951,paramedics
13.4292,14.5942,37.119,16.4583,30.3634,11.1905,34.8632,15.0303,7.54106,paramedics
13.2813,0,0,9.40104,12.7778,22.1741,29.7267,18.5201,2.22222,paramedics
