%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Harris_Corners_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
36,3,0.34471,0.717029,0,3,0.312448,0.288379,0,35,0.147475,0.293651,173,11,0.452862,0.384921,2.5,5,0.167228,0.325617,-1,5,0.621212,0.448413,1.5,5,0.531862,0.734364,37.5,10,0.126263,0.100529,20,1322,0.633599,0.45848,paramedics
104.5,2,0.567887,0.727674,-1,9,0,0,0,6,0.0666667,0.238636,49.5,5,0.193939,0.239651,40,7,0.530247,0.649832,-1,8,0.271528,0.632576,0,5,0.730303,0.768989,227,9,0.328616,0.439082,12,5,0.745887,0.219303,paramedics
39,3,0.213095,0.386979,0,14,0.306587,0.173889,-1,9,0.294444,0.187153,37,2,0.327381,0.291667,173.5,7,0.36619,0.397917,0,847,0.184524,0.0703125,45.5,1,0.202419,0.53664,0,10,0.109127,0.0821759,23.5,817,0.687636,0.500201,paramedics
0,6,0.12,0.666667,0,3,0.417778,0.274561,44,7,0.464506,0.362086,-1,4,0,0,9,13,0,0,6,19,0.322222,0.289474,0,10,0.153086,0.800195,0,3,0,0,36,9,0.787302,0.786967,paramedics
0,4,0.177778,0.583333,14,6,0.571852,0.529861,-1,203,0.273016,0.458333,-1,25,0.8,0.53125,51,10,0.333333,0.435417,0,6,0.455556,0.333333,4.5,7,0.262222,0.354167,0,10,0.483333,0.5625,0,5,0.345679,0.188657,paramedics
-1,4,0.312757,0.203704,-1,25,0,0,0,2,0.365952,0.504717,0,243,0.12963,0.1,19,2,0.156379,0.434039,5,18,0.699074,0.594017,42.5,233,0.0925926,0.255556,0,221,0.805556,0.45,0,8,0.232884,0.184512,paramedics
-1,8,0,0,-1,3,0.722222,0.397436,0,2,0.333333,0.653846,0,4,0.425926,0.310897,0,1,0.182099,0.529914,0,12,0.72963,0.235897,-1,9,0.308642,0.534188,0,32,0.493386,0.577839,3.5,3,0.287478,0.484127,paramedics
-1,2,0.148148,0.770833,-1,6,0.458333,0.174479,0,33,0.310553,0.470052,44.5,8,0.176955,0.409722,36.5,9,0.280864,0.555556,0,9,0.656482,0.227083,0,2,0.500794,0.615179,5,50,0,0,0,202,0.498796,0.457817,paramedics
140,4,0.114035,0.276984,0,332,0,0,2.5,300,0.668262,0.55772,0,1,0,0,26,5,0.676274,0.626417,108,3,0.352437,0.484303,12.5,6,0.321372,0.394661,2.5,6,0.477339,0.599868,0,10,0.237469,0.426304,paramedics
34.5,51,0.390432,0.268074,59.5,1,0.179621,0.174103,48,483,0.761133,0.353757,0,546,0,0,96,3,0.414969,0.49037,0,4,0,0,11.5,5,0.59127,0.752381,4,25,0.301753,0.382804,61,5,0.349537,0.148889,paramedics
52.5,5,0.329722,0.261111,50,9,0.361111,0.34188,12.5,8,0.482857,0.256777,2,438,0,0,76,7,0.54404,0.411344,0,7,0.227778,0.106838,5.5,8,0.198333,0.808974,5.5,6,0.158333,0.0598291,68,4,0.470556,0.70812,paramedics
62,14,0.544613,0.264779,2,9,0.147517,0.301638,8.5,522,0.673003,0.523193,6,15,0.524531,0.434676,32.5,18,0.22096,0.594017,0,27,0.528409,0.478365,16,6,0.128788,0.660256,75.5,9,0.642761,0.40114,0,3,0.122245,0.319347,paramedics
13,23,0.48085,0.307631,0,566,0,0,63.5,517,0.565268,0.54863,60.5,3,0.287879,0.206897,23.5,4,0.543771,0.539591,0,13,0.353896,0.5,21,5,0.122896,0.446999,187.5,5,0.592593,0.407407,0,7,0.0795455,0.0344828,paramedics
108,6,0.232323,0.0656566,0,11,0.175926,0.161953,16,17,0.301865,0.109687,0,63,0.186869,0.162458,164.5,14,0.162721,0.182071,0,3938,0,0,0,32,0.429451,0.673295,0,3,0.14899,0.190236,36.5,5,0.578053,0.623259,paramedics
213.5,5,0.0583804,0.0212418,20,14,0.18678,0.448725,20.5,5,0.804614,0.473243,0,3898,0.0947897,0.0724401,126,15,0.21664,0.225899,0,25,0,0,3.5,3812,0.34393,0.693458,-1,127,0,0,0,76,0,0,paramedics
208,5,0.22744,0.181872,-1,10,0.152778,0.222663,30,11,0.400794,0.191043,123.5,24,0.622054,0.371252,218.5,22,0.2153,0.118599,-1,17,0,0,205,2,0.576159,0.502225,7,3,0.369949,0.667255,-1,4088,0.439394,0.463624,paramedics
0,50,0.341912,0.11946,-1,14,0,0,10,6,0.345607,0.172142,0,6,0.237439,0.366803,228.5,5,0.252482,0.242429,0,69,0.408088,0.229508,202,15,0.487071,0.726503,-1,5,0,0,0,9,0,0,paramedics
0,3734,0.00559701,0.012931,201,3,0.290713,0.103065,107.5,2,0.428708,0.18191,0,3788,0.244113,0.0835249,19,13,0.53524,0.0838123,0,47,0,0,76,9,0.328773,0.635836,0,9,0.288972,0.249042,66,3737,0.620564,0.616284,paramedics
181,5,0.179874,0.188535,151,12,0.0375,0.209259,25,12,0.578851,0.353648,25.5,4,0.372685,0.266667,23,8,0.447917,0.358796,0,2440,0.348958,0.148148,840.5,9,0.254735,0.681397,0,2515,0,0,125.5,5,0.529915,0.563628,paramedics
204,1,0.24424,0.127481,0,2188,0.0977864,0.294316,123,5,0.60105,0.517531,40.5,9,0.264775,0.306373,526,4,0.243056,0.522604,291.5,2,0.278251,0.482135,72.5,11,0.0307329,0.298475,104.5,4,0.0619385,0.114597,189.5,6,0.522416,0.540266,paramedics
193,1,0.403918,0.235314,117,2167,0.148245,0.41213,23,5,0.75796,0.717942,22.5,2,0.299769,0.278333,666,4,0.293981,0.582222,0,14,0.453125,0.4,2.5,34,0.107113,0.781838,141,2,0.0763889,0.0419444,32,13,0.626223,0.750682,paramedics
28.5,1,0.230377,0.190842,0,2195,0,0,143,10,0.891837,0.431915,0,12,0.300076,0.213948,443.5,7,0.416553,0.326635,137.5,5,0.175737,0.164894,69.5,3,0.273873,0.59627,34,8,0.17517,0.0555556,89.5,6,0.741497,0.582004,paramedics
150.5,12,0.182621,0.379388,70,17,0.157853,0.202899,173.5,2113,0.720777,0.37127,13,13,0,0,20,3,0.547899,0.253623,112,17,0.0123932,0.0719807,33,4,0.1081,0.787879,42.5,8,0,0,10.5,5,0.411859,0.84058,paramedics
161.5,38,0.0759374,0.0791697,0,4,0.169887,0.143162,81.5,34,0.553702,0.33956,206,22,0.36715,0.441795,1372.5,9,0.358213,0.730256,154.5,4399,0.451691,0.0740385,0,9,0.0289855,0.469231,-1,7,0,0,-1,1,0,0,paramedics
0,2,0.334456,0.383558,-1,4201,0,0,105.5,4200,0.358766,0.31882,36,4,0.245124,0.236103,840.5,3,0.0377585,0.191438,0.5,4169,0.785173,0.282468,127,4093,0.223485,0.943182,0,5,0.319865,0.361111,208.5,12,0.582643,0.629925,paramedics
373.5,8,0.0880638,0.231213,49,12,0.0918079,0.239936,56.5,3982,0.616394,0.2821,0,4,0.887006,0.797101,1314.5,5,0.247081,0.71723,0,3975,0,0,11.5,6,0.141091,0.862527,0,5,0.279661,0.169082,177.5,8,0.528474,0.740762,paramedics
0,100,0.102381,0.0628205,20.5,79,0.183045,0.596775,19.5,1,0.74951,0.263813,158,4438,0.245714,0.221538,1022.5,1,0.0481481,0.212308,0,2,0.940476,0.917949,6,4323,0.160714,0.476923,0,7,0.932143,0.938462,7.5,13,0.518293,0.484783,paramedics
424,2,0.131088,0.539793,118.5,8,0.119141,0.214552,47.5,20,0.562033,0.496438,362.5,4001,0.367188,0.424129,192,11,0.36697,0.532857,32.5,14,0,0,111,3,0.540373,0.874177,0,23,0.707031,0.511194,9,7,0.603675,0.619204,paramedics
0,2,0.139803,0.25744,0,7,0.101974,0.196429,93.5,4,0.791745,0.520777,0,1,0.72807,0.535714,135,18,0.453338,0.45431,-1,9,0,0,3.5,15,0.117041,0.73027,0,53,0.776358,0.520757,70,1504,0.163122,0.441404,paramedics
27,2,0.305361,0.275897,0,527,0,0,8.5,18,0.855051,0.458222,0,2,0.19697,0.206667,130,6,0.263528,0.309524,-1,7,0.643939,0.448889,0,25,0.477273,0.831667,0,9,0.401515,0.384222,5,3,0.260985,0.290222,paramedics
32.5,48,0.293827,0.158573,0,524,0,0,9.5,499,0.429327,0.247411,0,480,0,0,13,15,0.270219,0.639526,0,469,0,0,6,8,0.19098,0.796786,0,25,0,0,69.5,17,0.274018,0.755686,paramedics
20,2,0.31562,0.24515,0,428,0,0,60,6,0.596618,0.481481,-1,31,0,0,59.5,23,0.55314,0.464727,-1,438,0,0,19.5,9,0.13913,0.530159,16.5,4,0.680757,0.381834,-1,9,0.297101,0.198413,paramedics
40.5,13,0.321789,0.348325,0,30,0,0,9,3,0.747475,0.391975,0,359,0,0,6,12,0.611305,0.635328,4.5,4,0.338435,0.290186,6.5,309,0.20202,0.790123,0,4,0.535714,0.568783,-1,1,0.170034,0.44856,paramedics
54.5,31,0.195473,0.167756,40.5,9,0.314815,0.313726,0,1,0.449074,0.715686,0,5,0.404321,0.398693,85,11,0.356481,0.240196,-1,6,0.694444,0.426471,-1,20,0,0,-1,7,0,0,0,295,0.561728,0.251634,paramedics
57.5,6,0.444167,0.253333,0,40,0.375,0.3,0,2,0.262037,0.572839,-1,34,0,0,45.5,5,0.147222,0.614815,-1,250,0.1875,0.1,0,4,0,0,-1,1,0,0,0,28,0.575,0.716667,paramedics
60,9,0.379051,0.226852,35.5,9,0.1875,0.5,0,17,0.210069,0.586806,65.5,153,0.134259,0.162037,27.5,11,0.3125,0.286458,-1,9,0.09375,0.078125,0,9,0.104167,0.354167,-1,1,0,0,0,7,0.25,0.84375,paramedics
53,4,0.355751,0.162037,0,12,0,0,47.5,27,0.303258,0.238095,0,13,0,0,52,20,0.330734,0.219136,0,2,0.210526,0.166667,39,5,0.296575,0.46627,-1,8,0,0,-1,13,0.588972,0.460565,paramedics
44,2,0.256173,0.173611,0,259,0,0,0,4,0.337963,0.604167,100.5,22,0.313713,0.34995,0,13,0.333333,0.234375,0,13,0.554012,0.583333,0,7,0.0925926,0.125,-1,43,0.291667,0.328125,17.5,2,0.404321,0.630208,paramedics
211.5,10,0.30146,0.578037,10,5,0.281636,0.378451,22,2612,0.636758,0.417156,45.5,11,0.0462963,0.00808081,118,6,0.437732,0.533523,-1,154,0,0,34,2339,0.566212,0.757676,52,6,0.546875,0.415909,103.5,2522,0.478452,0.485617,paramedics
14,4,0.338254,0.467783,0,10,0.25,0.716312,87,1495,0.449381,0.235005,5.5,1371,0.444276,0.372813,336.5,11,0.212121,0.537234,-1,26,0,0,55.5,1433,0.355045,0.651413,202,4,0.528283,0.566076,20,1411,0.591717,0.411206,paramedics
59.5,8,0.182844,0.355888,0,3,0.265265,0.13505,52,1466,0.7414,0.453437,16.5,26,0.436937,0.46748,53,2,0.558818,0.625938,87.5,1445,0.797297,0.780488,13.5,45,0.256156,0.802168,57,3,0.145431,0.206736,17,2,0.39713,0.674484,paramedics
27,21,0.173588,0.0830247,0,8,0.220484,0.163068,-1,14,0.224747,0.741833,0,1248,0.0378788,0.2875,46.5,11,0.350589,0.490923,0,13,0.562879,0.15375,35.5,1157,0.382476,0.809458,2,7,0.60599,0.510539,0,12,0.403737,0.23125,paramedics
16.5,22,0.558907,0.433635,0,24,0.50979,0.366647,0,12,0.341276,0.522952,208,4,0.237424,0.311005,84,6,0.384615,0.456173,211,9,0.397436,0.0944444,131,5,0.465619,0.493058,21.5,11,0.667532,0.489638,141.5,7,0.486955,0.330292,paramedics
0,8,0.160666,0.788791,-1,3,0.350427,0.899306,-1,7,0.24359,0.276042,0,737,0.0384615,0.125,67,9,0.473009,0.701206,0,17,0.025641,0.203125,14.5,13,0.471795,0.832292,0,15,0,0,0,11,0.490875,0.437149,paramedics
46.5,10,0.0833333,0.16129,0,6,0.173551,0.291398,-1,4,0.277053,0.496057,34,22,0.155797,0.21467,60,3,0.206809,0.752859,0,1,0,0,11.5,6,0.595008,0.813321,58.5,27,0.224638,0.536738,0,11,0.393985,0.194533,paramedics
10.5,4,0.309173,0.478431,-1,1,0,0,-1,18,0.305934,0.346405,41.5,7,0.339947,0.163807,113.5,3,0.279885,0.448585,0,12,0.291005,0.406863,0,1,0.783333,0.703922,0,9,0.598016,0.639216,0,2,0.279894,0.208415,paramedics
-1,10,0.773569,0.1773,-1,25,0.271465,0.826165,-1,625,0,0,-1,14,0.636364,0.435484,75.5,4,0.262795,0.37945,0,2,0.452694,0.538829,14,33,0.491684,0.725908,0,4,0.419381,0.434319,0,6,0.239313,0.125192,paramedics
-1,10,0.647587,0.157666,0,10,0.174603,0.67094,-1,12,0,0,67,2,0.566967,0.548057,22,39,0.269841,0.185897,83,2,0.49251,0.633067,7,9,0.484185,0.705552,0,8,0.439268,0.295476,-1,6,0,0,paramedics
-1,798,0.448276,0.3125,14,17,0.4447,0.482672,75,9,0.709706,0.11746,0,3,0.755172,0.480952,16.5,9,0.33908,0.206349,-1,9,0,0,7.5,6,0.107553,0.860544,0,5,0.318966,0.154762,21,6,0.82567,0.819444,paramedics
-1,3,0.0380952,0.150538,-1,4,0.25,0.150538,28.5,4,0.577682,0.121484,0,4,0.647619,0.201613,130.5,22,0.416327,0.233359,0,1001,0,0,143.5,25,0.228995,0.569415,0,969,0,0,24,5,0.856508,0.692832,paramedics
19,8,0.106209,0.256536,26.5,6,0.281961,0.103039,85,9,0.351147,0.209658,-1,4,0,0,89.5,11,0.235268,0.199144,0,1077,0,0,31,9,0.317357,0.568264,137,9,0.359367,0.496736,15,6,0.823282,0.476431,paramedics
0,2,0.0816993,0.573477,-1,18,0.303922,0.0698925,29,3,0.51824,0.293323,0,4,0.231373,0.0222222,14,23,0.113072,0.0641577,0,27,0,0,18,963,0.612399,0.791354,0,8,0,0,22,3,0.76419,0.356819,paramedics
-1,10,0.0657895,0.864583,-1,33,0.401316,0.554688,135,9,0.354485,0.158937,-1,7,0,0,113,24,0.582749,0.484722,0,973,0.0853801,0.195139,21.5,2,0.545569,0.781063,113.5,1138,0.174342,0.078125,66.5,2,0.853801,0.638889,paramedics
180,10,0.469996,0.373258,0,6,0.559883,0.355107,0,13,0.30834,0.52767,0,3,0.19424,0.144608,95,2,0.0820625,0.36916,-1,40,0.165441,0.0147059,18.5,23,0.294216,0.374118,0,1650,0.0294118,0.220588,110.5,39,0.49896,0.312438,paramedics
14.5,19,0.255708,0.235406,0,8,0.263393,0.402083,6,1070,0.408746,0.318871,0,1073,0,0,105,8,0.417659,0.579167,0,59,0.222222,0.180556,28,7,0.437678,0.726433,0,1049,0.214286,0.210417,17.5,1067,0.577799,0.586126,paramedics
3,6,0.111934,0.188618,0,2,0.438141,0.4786,-1,10,0.2084,0.774933,55.5,5,0.258802,0.252635,9.5,9,0.160494,0.231707,4,4,0.666667,0.617073,40,29,0.525452,0.566929,0,21,0.485957,0.569512,0,7,0.342593,0.153455,paramedics
24,9,0.24375,0.34248,-1,11,0.349702,0.358449,89,1131,0.530294,0.349643,0,1113,0.292163,0.159892,207.5,4,0.459635,0.487466,-1,14,0.445312,0.463415,16.5,1149,0.70164,0.802285,62,2,0.363056,0.46511,0,16,0.657067,0.1597,paramedics
9,4,0.26713,0.332164,0,23,0.266314,0.23726,0,1186,0.153858,0.168713,0,1266,0,0,292,14,0.586677,0.643153,0,93,0.640046,0.383772,19,2,0.473765,0.866959,70,1265,0.577469,0.473879,40.5,7,0.726543,0.287134,paramedics
0,1,0.0912698,0.336957,0,2,0.542907,0.460598,-1,1754,0.343889,0.362929,4.5,2,0.445933,0.293349,536,13,0.142416,0.370652,102.5,1889,0.489418,0.510467,41,1787,0.276377,0.757886,177,25,0.359152,0.40308,0,78,0.297383,0.277314,paramedics
0,10,0.0760031,0.306632,0,5,0.401806,0.23354,23,22,0.709821,0.434337,0,1968,0,0,58,4,0.604167,0.884582,-1,47,0.220486,0.145349,135,2,0.617978,0.689144,97,13,0.115278,0.0847545,114.5,1899,0.449884,0.469244,paramedics
0,6,0.206876,0.63529,0,1,0.361692,0.367196,0,6,0.357049,0.545865,10,10,0.299006,0.288889,787.5,4,0.247121,0.871142,-1,1782,0,0,34.5,1722,0.500205,0.799925,163.5,3,0.412602,0.450617,161.5,1718,0.497276,0.503272,paramedics
157.5,5,0.133394,0.455506,0,1523,0.345528,0.276455,-1,1537,0.348071,0.532968,2.5,4,0.231707,0.160714,12.5,8,0.170732,0.460097,2.5,8,0.544516,0.291511,33.5,1642,0.532425,0.772774,34,2,0.5,0.419643,0,17,0.429167,0.285714,paramedics
10.5,4,0.192936,0.438774,0,2,0.722523,0.405263,0,3,0.353342,0.601214,0,20,0.306306,0.188596,67.5,14,0.312563,0.443518,0,10,0.573198,0.190789,25,1305,0.543325,0.828628,1,1238,0.166967,0.132164,22,1211,0.618419,0.356283,paramedics
66.5,27,0.159378,0.274062,0,6,0.11354,0.178451,43.5,3101,0.421542,0.292652,-1,3215,0.150273,0.181818,42.5,5,0.233499,0.321194,0,71,0,0,53.5,129,0.182707,0.389669,148.5,10,0.0922131,0.0454545,50,3200,0.649322,0.490608,paramedics
6.5,2,0.26229,0.338585,0,1,0.56463,0.327111,0,4,0.189394,0.808408,319,7,0.344444,0.410372,0,2,0.0639731,0.42435,-1,1292,0.438076,0.444917,37.5,8,0.478233,0.788041,16,3,0.327722,0.442274,0,1443,0.485401,0.198353,paramedics
88.5,2,0.485632,0.340514,-1,7,0.833333,0.177419,-1,21,0.417695,0.351653,99,2,0.382986,0.148118,0,690,0,0,92.5,547,0.276079,0.341427,19,13,0.214616,0.47272,0,12,0.350313,0.333277,0,16,0.106061,0.0821114,paramedics
2,9,0.363095,0.0735294,0,9,0.521757,0.441235,0,2,0.134199,0.838681,22,4,0.680886,0.742491,0,885,0.0330688,0.037037,-1,805,0.490146,0.286848,71,11,0.418335,0.496615,12.5,11,0.0373016,0.0519608,0,877,0.438732,0.278207,paramedics
2,8,0.317949,0.379238,0,8,0.151282,0.362667,-1,66,0.574264,0.395062,2.5,4,0.329728,0.260833,6,521,0.282051,0.0866667,18.5,8,0.563864,0.642076,19.5,49,0.565533,0.672541,61.5,2,0.332265,0.33455,0,4,0.115385,0.06,paramedics
11.5,2,0.103423,0.234811,-1,2,0.550781,0.511494,122,15,0.585764,0.043295,0,56,0,0,273.5,11,0.469531,0.504885,-1,18,0,0,0,11,0.0299479,0.816092,0,43,0.264974,0.181034,24,8,0.232552,0.217816,paramedics
-1,6,0,0,-1,3622,0.112319,0.154545,93.5,4,0.776475,0.374009,0,4,0.249799,0.665909,98.5,12,0.557335,0.676267,-1,3,0,0,63.5,3710,0.256796,0.509566,0,33,0,0,148,3569,0.827923,0.733939,paramedics
-1,2,0.109428,0.042885,-1,5,0.293074,0.399499,30,1,0.427161,0.0413255,28,11,0.73739,0.428759,109,31,0.484007,0.583821,-1,5,0,0,171,13,0.142416,0.892463,87,3546,0,0,171.5,4,0.666667,0.667544,paramedics
-1,5,0.0392157,0.322222,-1,3,0.260076,0.412037,72.5,7,0.922666,0.0801852,0,3,0.625,0.75,1132,51,0.45775,0.751852,-1,17,0,0,200.5,3944,0.0325708,0.61642,186.5,4,0.188725,0.231019,0,3887,0,0,paramedics
-1,8,0.134233,0.399705,0,4,0.427454,0.741342,17,1,0.380817,0.203573,0,4620,0,0,117.5,6,0.524648,0.563131,-1,4,0,0,16.5,8,0.456182,0.906987,0,4350,0,0,26,4,0.682316,0.836364,paramedics
2,7,0.250113,0.683214,-1,5,0.371504,0.206746,34,1487,0.28719,0.108974,0,7,0.825397,0.566667,74.5,14,0.255622,0.388889,0,1548,0,0,14,2,0.281746,0.879167,79.5,8,0.193651,0.142778,11.5,2,0.584259,0.551528,paramedics
-1,3,0.128753,0.575778,-1,42,0.0204082,0.10625,0,11,0.15876,0.401867,0,4,0.357143,0.26875,109,14,0.577685,0.351786,0,1797,0.576589,0.482938,62.5,15,0.400567,0.684722,7.5,3,0.17517,0.147222,39.5,1,0.766096,0.499234,paramedics
167.5,3,0.418541,0.585143,49.5,13,0.401761,0.44505,0,9,0.109375,0.763357,68,160,0.37314,0.241541,293.5,15,0.269676,0.434942,104,5,0.403869,0.391874,53.5,1590,0.177315,0.574269,129.5,16,0.156454,0.104922,28,5,0.781002,0.287825,paramedics
-1,2,0.0503472,0.382114,0,1834,0.267361,0.273713,0,1835,0.287819,0.36904,46.5,1882,0.48669,0.457656,268.5,26,0.731481,0.485095,1,11,0.560185,0.295732,24.5,3,0.754431,0.790623,295.5,1820,0.384645,0.173893,24,4,0.779321,0.507227,paramedics
-1,3,0.0493827,0.426357,24,10,0.55161,0.310988,0,9,0.118827,0.580426,0,2205,0,0,125.5,4,0.520133,0.623004,0,12,0.464021,0.640199,20,10,0.645317,0.771816,202.5,6,0.231628,0.163898,53,31,0.773601,0.434992,paramedics
-1,32,0,0,93.5,4,0.743835,0.107586,4.5,9,0.140365,0.692389,0,3,0,0,16.5,2,0.141595,0.461832,0,50,0.44991,0.45494,23,1601,0.250325,0.854887,50,1402,0,0,121.5,9,0.789489,0.418202,paramedics
-1,1,0.0614657,0.345029,-1,9,0,0,36.5,7,0.427736,0.328859,-1,4,0,0,151,8,0.24537,0.294408,0,1736,0.388298,0.184211,56,1738,0.354925,0.581482,2,35,0.218676,0.0662768,653.5,9,0.449173,0.450292,paramedics
0,3,0.117209,0.422559,153.5,8,0.4595,0.396932,7.5,1254,0.350674,0.307374,0,1291,0.506098,0.498737,78,13,0.376016,0.191667,67,1228,0.228997,0.206229,22,5,0.73132,0.8367,0,1243,0.150406,0.040404,13,8,0.592593,0.507295,paramedics
-1,4,0.154255,0.3,0,45,0.160284,0.28381,5.5,3,0.371859,0.159755,0,6,0.584515,0.260317,88.5,22,0.35233,0.246259,0,1579,0.308511,0.228571,30,1584,0.695308,0.602564,0,1437,0.151596,0.107143,21.5,24,0.608511,0.690476,paramedics
0,3,0.0598916,0.393889,-1,9,0.493225,0.282639,53.5,40,0.312615,0.188045,0,4,0.238821,0.181771,112.5,9,0.232905,0.359956,81,1492,0.523261,0.224306,23.5,1552,0.610918,0.853571,1,1455,0.696206,0.576111,57.5,7,0.877507,0.435556,paramedics
-1,65,0.744565,0.385714,0,6,0.0764895,0.594709,34.5,4,0.454283,0.233213,0,1528,0.480676,0.409524,73,9,0.0786882,0.411966,0,1476,0.396739,0.1,30,1506,0.182389,0.49544,208.5,4,0.374396,0.279894,643,8,0.582345,0.602886,paramedics
6.5,10,0.478744,0.561562,-1,7,0.242754,0.209459,37.5,5,0.561905,0.401416,123,24,0.0821256,0.165165,2,10,0.10467,0.518519,55,1591,0.445652,0.0608108,37.5,7,0.160225,0.583584,0,10,0.0615942,0.036036,51.5,29,0.828272,0.758401,paramedics
-1,3,0,0,-1,2,0.58545,0.43207,28.5,3,0.421688,0.251999,0,3,0.6375,0.448925,28,23,0.404167,0.0842294,0,1069,0,0,25,38,0.5325,0.697696,0,1190,0,0,15.5,5,0.74504,0.631848,paramedics
89,5,0.515366,0.447154,0,22,0.304563,0.585014,55,40,0.514238,0.569796,92,4,0.396769,0.517051,66,19,0.201596,0.439363,0.5,10,0.599882,0.348238,24,1693,0.70528,0.867044,148,1800,0.216312,0.52439,19.5,5,0.812701,0.687731,paramedics
-1,3,0.0507246,0.439815,-1,7,0.141304,0.349537,19,9,0.341765,0.18388,0,2,0.736343,0.502849,63,4,0.321155,0.41821,0,1376,0.152174,0.262731,26,6,0.347258,0.282861,0,1551,0,0,15,5,0.829308,0.593621,paramedics
0,1,0.0396825,0.464646,0,3,0.126984,0.623737,30,53,0.522902,0.357418,0,10,0.619048,0.465909,136,10,0.230864,0.235466,0,1225,0.410714,0.242424,58,11,0.2405,0.81007,16,1193,0.130952,0.117845,29.5,1077,0.806507,0.641985,paramedics
372,2,0.481823,0.570519,-1,57,0.323718,0.321429,145,1726,0.388323,0.469474,5,7,0.398878,0.464286,176,14,0.514569,0.515368,6.5,6,0.798351,0.363559,34,1574,0.355433,0.775558,12,28,0.0432692,0.126984,0,1746,0,0,paramedics
0,2,0.0289855,0.102151,0,7,0.213768,0.370968,39,1351,0.594999,0.554572,13,6,0.300725,0.379928,30,8,0.287879,0.244135,0,1367,0,0,6.5,1223,0.395411,0.716487,74,1324,0.181159,0.300269,69.5,20,0.783499,0.367599,paramedics
-1,8,0,0,87,2,0.676901,0.33642,13.5,1,0.318296,0.131746,0,23,0.310916,0.638889,35,80,0.902047,0.444444,0,9,0.268748,0.183007,10,4,0.453711,0.672041,0,9,0.559211,0.841667,142,4,0.475877,0.659161,paramedics
-1,9,0.01,0.177083,-1,24,0.345,0.171875,36.5,1497,0.583323,0.305447,-1,12,0.175185,0.516204,92,16,0.753926,0.746296,102,1401,0.085,0.139323,26.5,15,0.567184,0.544377,104.5,7,0.523909,0.413948,44.5,38,0.87963,0.417824,paramedics
135,3,0.414525,0.589989,0,4034,0.455615,0.336597,32,4110,0.632983,0.310875,10,15,0.249478,0.0929065,104,11,0.30193,0.479975,0,4019,0,0,10.5,2,0.61119,0.876047,106,3967,0.359155,0.421846,33,4,0.471496,0.324052,paramedics
21,13,0.120188,0.57451,0,2423,0.223958,0.223856,0,2262,0.630749,0.317459,99.5,2330,0,0,758,6,0.1925,0.43634,-1,2397,0.03125,0.147059,8,6,0.165201,0.905519,284.5,61,0.419271,0.551797,133,2273,0.764275,0.662672,paramedics
13,1,0.198936,0.30964,-1,4,0,0,-1,1858,0.578839,0.347877,4,11,0.415954,0.456774,201.5,7,0.0478632,0.432653,17,1740,0,0,22,1573,0.394112,0.508692,77.5,1767,0,0,24,1780,0.55634,0.666784,paramedics
37.5,2,0.121431,0.561795,0,19,0,0,7,3,0.469284,0.23312,75.5,2128,0.49103,0.528684,782.5,5,0.239429,0.662158,0,10,0,0,13.5,1995,0.184877,0.861433,2.5,8,0.0289352,0.13285,10,8,0.853781,0.698873,paramedics
