%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
481,422,604,319,4167,4071,4181,4151,34.5547,26.3193,37.8274,17.9057,33.0628,35.7642,19.4391,21.3647,police
259,287,221,240,6,5,4142,4,34.8252,41.5147,28.5454,22.9646,27.9535,32.673,36.0741,20.6111,police
327,210,302,217,3944,4123,3870,4030,28.1421,28.3123,38.8901,42.3409,31.023,32.9238,30.9118,47.7918,police
418,319,488,220,4194,8,3820,4098,18.2559,31.2893,30.5521,44.6787,19.7566,47.4546,16.7105,34.858,police
352,266,340,231,3997,19,22,15,45.0247,24.7232,33.8091,48.4992,25.4261,36.099,16.9487,17.669,police
375,227,437,234,4199,10,70,21,43.9792,15.9346,15.6534,33.3538,27.0957,49.7723,11.5506,12.6301,police
642,485,557,399,4208,4202,38,4128,40.6482,25.2139,18.542,29.4113,27.9706,28.0386,24.1168,30.1734,police
636,627,486,252,4162,4184,30,4135,48.5277,27.3739,39.9041,18.3674,43.777,32.4174,25.1273,32.9392,police
582,444,575,317,4151,4215,3858,4130,38.3632,28.1505,41.4458,30.2477,22.3267,33.7253,17.8902,33.8142,police
482,420,675,334,6,4192,4044,4200,45.3068,26.4333,33.012,32,28.3431,38.3941,23.3703,49.875,police
480,551,578,454,4202,4185,4146,4030,46.6338,35.6265,44.5649,19.9579,38.4609,33.6176,22.5014,45.9638,police
422,282,457,307,4214,4202,3859,4208,32.3493,6.31025,28.3807,34.3478,22.36,16.7417,27.7739,40.9148,police
402,309,465,252,4218,4214,4199,4184,37.1993,29.7485,12.9643,37.2507,29.599,44.5234,25.6362,34.7216,police
396,328,549,272,4202,4182,4094,4008,45.9863,28.6019,24.1956,21.0741,33.5288,41.9181,23.5813,19.6822,police
361,446,577,287,4218,34,4142,4070,41.0378,10.2387,36.7276,27.3766,34.767,13.3964,39.191,47.3524,police
550,448,672,311,4198,4154,3691,4,20.1768,32.1065,27.776,20.8905,23.187,37.2316,13.9312,18.1185,police
464,501,719,430,4093,3822,4051,4202,47.8433,31.3547,31.5692,23.9941,42.817,43.0211,22.3772,17.1389,police
489,407,548,440,30,4159,3975,3984,40.3348,24.3895,48.4804,16.918,30.9728,39.5821,29.8099,27.6429,police
582,551,664,412,4034,4204,4158,4212,45.6095,25.8497,35.4653,23.0601,21.9978,34.2003,23.5411,25.1432,police
734,372,609,320,4185,61,4044,4147,36.9668,21.901,38.5913,26.4331,36.1772,47.3718,22.1067,27.4824,police
493,549,472,301,4166,4121,4108,4211,48.8272,25.3865,31.5627,18.9318,33.8611,26.1784,27.3293,50.1097,police
488,462,643,445,4201,4206,4151,4141,40.2424,27.1237,31.476,25.3284,37.7263,31.9257,38.6803,23.8105,police
551,402,724,461,4190,4186,4184,3699,41.7894,22.4722,24.8331,19.5451,28.8302,47.7103,23.0979,20.0963,police
474,268,582,440,4213,4196,4089,9,41.1472,19.9838,52.4213,15.2896,24.9995,53.8459,28.0857,19.254,police
480,329,634,409,4187,4216,3744,4195,40.6069,22.8449,28.8647,17.0503,34.5351,46.2239,24.2916,18.5499,police
444,302,475,282,4191,4060,48,4204,36.6288,24.8487,28.9417,23.0571,32.4892,51.1751,18.3686,37.5454,police
451,501,669,376,4219,4197,3894,4163,52.6577,6.08469,32.7267,21.803,38.2805,24.5109,27.7831,18.4987,police
555,661,834,562,110,4199,3984,4209,42.3638,22.2292,39.9903,19.5423,42.4171,31.1297,25.314,22.8614,police
575,596,856,402,4135,4221,4216,3881,45.0026,21.5442,41.1108,20.907,36.7767,43.4449,47.6507,30.9526,police
642,654,742,449,5,4184,4212,4207,47.82,24.7315,40.706,25.1032,46.5722,39.291,33.4851,37.0949,police
487,500,656,586,4155,4216,4210,4,49.3531,15.5204,36.2512,19.8368,31.5806,42.1937,23.5749,27.3333,police
360,391,318,371,4212,4220,3996,4122,26.345,27.4396,10.7923,39.8967,42.8193,7.74966,42.0973,19.4308,road-block
338,402,505,402,4144,4156,4088,4207,25.5305,16.773,20.8855,31.9551,27.6279,7.13362,17.9622,18.3413,road-block
381,393,380,360,2,4205,4202,4212,33.7318,14.2444,10.7558,32.1323,42.6089,9.25859,22.5695,22.7559,road-block
265,363,441,381,4186,9,4041,4200,24.1232,26.0174,20.3919,20.4526,37.6158,18.2218,18.6556,12.4232,road-block
456,502,688,583,4069,4221,3632,4189,35.9821,25.1007,29.2274,38.3947,21.9137,13.4441,16.7175,21.097,road-block
205,222,239,303,4186,3,4,3694,24.7214,35.75,2.44369,20.2659,29.4714,14.9722,13.5653,19.9023,road-block
233,260,182,354,9,3714,3943,4186,29.7103,35.8167,17.1323,19.2148,27.534,21.4958,14.9118,22.0878,road-block
329,288,325,285,4028,67,4119,4172,33.1138,19.4521,7.7327,20.3459,41.6508,9.79537,19.1347,16.4427,road-block
278,301,338,358,4190,57,4003,4120,33.5567,25.7465,13.8516,17.0135,21.3015,10.9929,24.0157,20.7034,road-block
276,343,300,276,4212,4182,3886,3973,44.4904,29.7178,12.7708,18.7567,20.8346,17.6335,20.8977,26.7382,road-block
365,524,458,331,4209,4207,4125,4189,22.3761,19.9444,18.9488,26.7859,15.9763,17.4444,19.9461,35.934,road-block
292,373,555,424,2,4215,3,4207,26.5903,22.8333,24.0051,28.5568,25.3921,31.1667,16.0042,21.9474,road-block
311,336,490,623,4207,4211,4216,4140,21.3995,29,33.1765,27.1189,22.9281,30.5,37.6918,16.1023,road-block
636,641,535,411,4176,4186,4211,4199,24.2084,17.0804,26.883,28.2404,24.8164,13.1905,48.0112,38.9863,road-block
414,387,719,571,4174,5,4174,4221,28.2423,41.9333,13.2069,26.4312,27.1238,42.7543,16.5213,18.655,road-block
297,397,422,413,4145,4221,4169,4144,39.8798,15.1751,32.6688,20.4463,28.6807,5.43813,27.1763,23.1179,road-block
439,628,434,328,14,4210,4214,4208,49.1016,11.398,29.9313,15.8195,40.2826,8.66784,48.3415,29.1657,road-block
307,327,516,413,4154,11,3,4170,42.143,26.5572,30.0552,21.0725,14.4584,18.535,36.209,16.9117,road-block
562,476,595,589,4217,4192,4124,4202,27.4277,30.8095,20.187,18.4319,41.6711,26.0333,20.9467,16.1204,road-block
351,340,520,462,4219,4141,4048,4208,31.1087,29.8404,20.9347,16.1746,33.0257,9.02734,15.2661,17.9252,road-block
375,494,569,428,4211,4208,2,3878,25.9944,23.5665,18.8419,15.0606,19.227,16.57,21.4722,16.4865,road-block
630,484,472,398,2,4193,4190,4207,36.8186,25.7964,19.4546,39.4643,37.5419,28.7457,39.7711,32.9568,road-block
443,569,420,331,4166,28,4153,4190,45.9835,23.7965,20.4122,28.8791,35.5607,27.0964,43.9741,33.6685,road-block
466,532,422,391,4211,4208,4186,4204,35.6082,25.1247,18.6763,41.1239,33.1248,15.7257,33.8497,28.9375,road-block
413,391,613,486,4159,3,4123,4192,23.4239,25.2937,26.6199,24.7707,30.0499,18.0829,27.8965,15.7316,road-block
222,292,253,239,4202,4049,4157,4112,16.7927,28.0487,17.3801,44.3196,22.0267,23.5078,39.484,33.0254,road-block
293,331,403,350,4191,19,4053,4178,25.0697,20.1553,16.4314,28.225,23.326,15.2844,30.5378,29.3452,road-block
342,330,404,309,4168,4212,3952,4078,19.013,30.0677,12.9689,19.0028,13.7281,17.4284,29.5646,21.2594,road-block
305,391,470,277,4146,67,3953,4117,44.1413,24.6583,40.0543,30.7884,19.5195,10.9275,37.0742,32.5354,road-block
446,426,528,440,4205,4194,4007,4194,32.6424,20.2326,23.3932,26.7743,16.0582,11.6764,33.8195,25.7714,road-block
296,325,342,314,4,4208,4151,4116,30.9872,9.4,24.1095,24.4304,29.435,11,49.1048,32.2091,road-block
424,628,610,479,4149,4183,18,4191,34.9296,25.8933,11.6374,35.2055,26.1811,13.8667,23.43,29.7468,road-block
316,404,301,429,4220,67,4204,4155,18.8977,15.7063,18.4772,16.8458,29.3972,5.80676,29.4359,19.5898,road-block
422,525,440,539,4211,4091,4216,4107,37.8146,26.7049,30.7802,18.8194,19.8968,13.8528,23.6639,20.4289,road-block
463,582,707,557,4213,4074,4214,4191,29.5518,21.3489,17.4765,29.1139,23.6939,12.75,24.9086,27.8442,road-block
331,322,388,309,4210,4190,4089,4147,14.0799,18.404,10.8435,33.3244,13.0349,11.5111,36.0284,36.6378,road-block
622,590,570,481,4207,4215,4087,4125,14.7505,15.7292,30.728,34.5903,17.7413,19.5833,23.1019,14.7839,road-block
705,602,490,507,4203,4212,4216,4221,24.7284,36.5741,24.8036,19.6357,18.5026,59.0148,39.6579,18.5613,road-block
470,700,475,860,4221,4216,4214,4176,22.6933,28.5583,31.0611,30.2413,32.1326,3.18333,30.5066,21.6156,road-block
899,942,696,596,78,4110,4162,4202,28.9531,42.6262,20.2199,43.1254,24.1948,34.4833,40.6549,36.4934,road-block
282,476,486,505,4088,4175,4,4151,37.8842,34.7229,27.7531,24.9235,31.0417,24.2551,23.8938,13.9011,road-block
469,557,678,715,4181,16,4183,4200,23.2692,45.326,18.1098,26.4198,30.9023,22.0447,23.2711,16.1218,road-block
524,391,650,641,4,17,4210,4174,37.279,19.0582,19.0574,38.5947,15.6434,19.1441,16.4248,20.7178,road-block
436,507,647,601,4101,44,6,4173,20.1515,36.1036,25.5872,28.4871,20.7208,26.3025,30.3219,17.127,road-block
319,315,547,194,4024,4201,4181,4199,32.1184,20.8377,23.6477,7.4041,34.661,33.9327,16.2638,13.6944,road-block
1356,1008,474,647,4202,4202,4207,4214,22.06,43.6852,13.3939,25.558,23.2701,47.2963,44.2403,33.5928,road-block
686,582,983,890,4216,4220,4214,4212,15.6818,6.25,27.4042,28.1794,16.271,3,30.9793,31.8943,road-block
664,598,995,585,4219,4175,4210,4210,45.9857,29.0298,26.6014,14.8648,13.3659,35.1786,21.9973,14.0877,road-block
892,799,733,591,4209,4203,4204,4189,25.6027,32.3414,20.9311,26.3825,26.612,48.1902,41.5624,31.0465,road-block
1122,819,699,829,4213,4212,4207,4217,39.0257,5.60317,25.9775,37.2122,43.2581,1.09524,42.9494,27.6733,road-block
446,487,469,325,4203,4216,4133,4003,31.6953,24.4167,36.6011,24.2216,26.7565,28.881,56.9299,32.7839,road-block
604,535,322,601,4143,4214,4210,4216,13.9733,20.3753,14.5422,25.3818,28.5495,7.89136,19.7747,21.9161,road-block
663,635,530,451,4207,4214,4202,4182,33.5079,12.9835,36.7282,31.0549,41.5129,5.15581,53.035,31.4428,road-block
455,519,318,376,10,4210,4214,4069,16.5222,26.5509,36.2066,21.131,19.5374,14.8667,56.5108,30.7679,road-block
522,493,825,742,4206,4216,4163,4210,40.7417,20.5679,18.7594,27.9142,19.3211,6.38643,19.9777,17.5907,road-block
