%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
552,381,330,78,3886,4137,4049,4192,390.007,169.539,108.225,50.3848,19.8203,32.2308,38.3929,58.2407,39.524,51.8306,21.3229,11.2222,injury
344,137,370,306,4165,4166,4106,4064,157.681,152.652,174.368,258.309,34.508,36.8554,17.645,17.6775,52.1649,52.9972,9.46477,6.7029,injury
369,83,491,359,4216,4215,41,4133,114.083,40.0416,164.811,242.208,12.3287,28.3128,22.3474,31.4768,35.4399,54.6718,10.1815,25.9989,injury
367,346,465,296,17,145,4071,4035,128.995,159.64,161.681,119.397,36.8672,45.7037,24.5573,15.5989,48.8383,54.6736,9.31771,12.1663,injury
320,603,294,252,4218,4051,4215,4178,116.125,191.296,131.154,111.497,33.5666,34.2648,23.4922,28.9478,59.9394,44.5033,16.9596,13.3338,injury
454,360,317,100,4145,4098,4050,4124,311.664,169.882,86.5685,45.4558,22.4253,47.6217,25.4665,35.119,38.6093,56.4256,6.84585,8.4,injury
139,431,444,296,4211,7,4187,4122,106.368,188.125,166.267,150.468,11.6272,39.478,27.3615,40.4554,41.5386,52.054,9.50052,8.05629,injury
250,189,372,551,3,4144,4157,4164,68.1838,57.4558,146.569,361.161,21.4444,29.6,21.489,35.258,49.4722,53.7611,13.0629,11.8424,injury
460,484,360,337,200,3995,4074,4092,142.711,258.936,175.924,109.598,25.0995,20.1713,32.1111,29.498,51.2017,36.909,10.9194,15.297,injury
368,283,254,170,26,2,4190,4185,151.497,196.368,104.569,164.368,22.9155,43.4433,23.2155,54.3021,43.4877,48.2067,10.4974,10,injury
314,327,353,149,26,4076,3970,4108,185.764,210.995,194.995,73.3137,36.7297,36.3607,29.6902,15.9354,57.081,54.2212,9.025,12.4931,injury
345,324,440,285,15,4140,4182,54,104.468,170.811,146.225,166.912,26.0569,44.7391,30.1426,18.3135,49.2558,58.2507,10.0299,11.3631,injury
337,333,296,85,38,4035,4113,4181,136.87,234.794,87.598,92.9117,40.2679,39.4228,37.4596,57.2367,58.5205,52.5367,19.4449,5.73882,injury
299,336,142,211,9,10,4216,4070,122.284,200.409,82.5685,111.255,12.6142,18.2919,16.2396,31.3075,35.2661,44.4999,8.82928,10.3239,injury
242,376,187,163,4204,53,4156,4159,166.527,222.752,121.882,119.74,12.1052,29.005,19.9222,33.3153,38.5188,41.0827,14.6241,15.5167,injury
415,364,185,266,4056,39,4152,4215,184.125,292.735,101.397,93.0122,13.3825,25.551,19.2805,20.1947,42.1657,55.5781,10.0371,12.942,injury
374,254,308,214,4063,2,4179,4184,195.497,207.238,148.125,91.1543,22.5011,23.8758,36.5126,22.2684,53.9092,52.4346,8.62363,10.4611,injury
225,222,303,172,29,44,4156,4165,131.439,268.167,198.853,73.3553,27.0625,40.8699,26.192,25.0026,47.5477,53.037,12.1885,12.8917,injury
268,204,322,139,28,6,37,4191,149.581,192.267,253.966,75.6985,29.3668,35.9798,32.8845,24.3893,52.0025,52.9186,15.8485,3.61072,injury
736,567,1024,984,423,9,3893,3956,135.782,200.409,201.421,202.409,30.5039,32.6932,27.7478,20.6698,20.4722,40.5624,19.6433,21.3596,paramedics
363,438,936,926,4182,4118,3925,91,243.238,163.154,308.836,422.333,48.2589,25.3859,34.2778,16.0965,35.1696,14.1255,22.7748,21.9981,paramedics
545,495,833,885,39,46,3981,3809,165.439,154.61,284.735,203.782,37.055,25.3981,44.8748,16.162,27.1158,39.9852,24.3483,18.1215,paramedics
526,337,882,489,4193,3964,3962,4149,270.007,190.125,320.551,148.468,26.9895,30.4317,39.4281,25.6492,23.5082,17.8159,16.1831,17.4992,paramedics
362,334,792,516,3727,4213,18,215,221.765,183.439,185.38,303.279,34.4395,30.8075,35.4405,10.6021,29.984,31.6167,20.3071,18.5273,paramedics
458,384,650,566,4192,4188,22,4202,276.735,139.983,251.782,209.581,18.1627,34.8,30.4657,25.2004,10.148,13,28.7214,26.2471,paramedics
490,492,677,609,4199,4214,3950,4007,194.426,174.953,212.326,192.61,23.2667,30.0541,37.0441,25.4285,4.43333,10.7865,40.5963,25.0109,paramedics
516,491,736,615,36,4210,4198,4105,94.7279,220.811,237.154,200.468,8.91171,44.1127,33.9827,23.6347,12.1091,4.98457,24.079,13.0027,paramedics
692,450,965,574,4204,4215,4035,4208,180.083,170.77,205.782,188.61,24.5256,28.4868,32.553,23.8511,18.6578,2.27513,34.87,22.5928,paramedics
549,435,748,493,4115,4166,4077,4008,441.12,168.669,207.054,210.811,23.7474,19.3522,35.3037,33.8111,26.8843,4.46852,37.3,41.3043,paramedics
367,253,493,346,4220,4164,4202,4201,214.007,147.012,207.882,204.811,20.8541,31.8712,39.2283,23.0304,14.4533,5.18561,30.4844,27.4817,paramedics
496,267,680,406,4146,4070,3840,4072,175.497,138.912,241.924,198.853,24.55,22.5,37.4226,25.0361,15.1565,7,22.2872,15.375,paramedics
388,302,660,367,4052,4214,3779,4156,121.882,143.983,232.811,183.882,26.9569,9.1746,40.0333,29.4483,28.3006,5.18254,21.6111,17.4953,paramedics
361,240,589,385,3949,4177,3685,4182,136.267,134.527,311.723,181.296,30.0315,9.87407,40.4681,18.7827,30.2075,2.41481,28.412,24.7581,paramedics
652,695,853,561,4170,23,4159,4190,147.054,219.539,238.811,208.61,18.5417,11.5831,38.0362,31.5306,18.8411,20.4141,38.852,30.4906,paramedics
404,294,242,102,4185,4086,6,4156,355.782,156.267,155.698,81.4558,3.0381,18.291,33.2233,0,4.31905,7.81503,17.57,0,paramedics
309,299,302,268,4060,4183,48,3876,150.042,197.095,179.154,184.267,0,19.603,19.4847,47.5165,0,9.72856,18.7492,46.6707,paramedics
370,283,349,272,3897,4176,40,3992,229.397,203.64,154.184,163.64,16.0738,42.2047,34.5252,22.4567,12.5619,11.9585,34.2186,28.5127,paramedics
452,262,292,204,24,3985,3830,4134,242.083,159.296,264.225,150.894,20.8862,26.3671,29.2976,43.8636,16.6825,7.82521,35.625,40.7919,paramedics
379,275,364,307,18,4156,19,4089,133.497,203.924,141.497,197.924,17.3192,28.6952,40.5033,15.8838,16.7916,14.4839,33.8389,17.2699,paramedics
343,344,360,410,4078,4190,3966,31,206.167,55.6569,197.154,189.782,30.4599,7.88889,33.2275,13.6803,17.422,20.8889,23.1929,15.6464,paramedics
419,357,496,357,4210,4211,3988,4196,359.806,176.125,225.983,179.439,29.4324,27.8346,43.2168,12.5637,15.4337,10.4995,30.502,22.9271,paramedics
353,283,657,520,4161,4217,25,4183,236.108,91.7401,205.983,383.563,21.545,23.3205,38.64,17.7077,21.0676,26.7103,39.0379,22.3551,paramedics
388,305,550,348,4186,4214,4109,4168,165.841,137.924,200.669,156.409,43.611,15.553,42.3537,15.6687,29.9892,23.3273,43.0741,23.0203,paramedics
615,398,599,448,4200,4214,26,4159,166.752,168.894,211.439,176.61,43.3576,18.1592,45.2413,15.3228,32.7892,14.21,30.3053,26.0565,paramedics
696,481,640,536,4183,3996,4112,4001,262.409,0,210.468,184.066,15.2047,0,45.3815,21.2596,22.8902,0,31.3407,20.9032,paramedics
460,471,920,490,4221,4221,4214,4212,83.6569,169.581,211.782,151.439,15.3148,9.96296,50.1845,15.8458,15.6667,2.75926,25.7092,13.7068,paramedics
530,428,563,372,3954,4209,4125,4140,234.35,154.953,175.539,140.167,30.1997,14.0797,49.6467,14.368,27.3709,7.29218,23.6967,23.2042,paramedics
607,585,624,358,4206,4209,4193,4152,211.255,115.113,218.894,142.752,39.9274,8.66667,36.2486,26.6469,37.6952,54.5,42.9905,26.5207,paramedics
608,656,805,432,4094,4160,4201,4103,240.167,42.9706,378.517,129.238,24.4307,37.3611,37.0194,15.8782,29.129,55.4417,22.4014,12.1185,paramedics
307,256,445,223,4194,4211,3496,4156,211.48,153.095,152.669,146.811,42.4333,16.2419,21.6323,28.7029,16.9556,16.3849,20.8122,34.4728,paramedics
425,330,599,533,4213,4222,4114,4185,176.912,162.953,184.326,187.64,36.3034,29.8759,40.5605,11.3238,15.6923,15.2399,20.2892,16.0789,paramedics
480,282,597,292,3,4191,4113,4112,203.941,146.409,201.296,135.095,31.4464,12.2816,47.7117,19.3619,9.32143,21.331,27.7805,31.1105,paramedics
558,426,578,323,4195,4210,3939,4096,201.154,178.953,213.581,154.468,26.1553,20.5179,49.114,32.1835,19.5835,8.62883,39.0913,28.42,paramedics
462,472,745,431,6,3990,4177,4173,166.426,162.953,234.326,372.492,21.75,13.5257,50.3567,21.7526,24.9038,20.8056,31.1064,16.6329,paramedics
449,383,577,326,16,4218,3832,4165,187.983,185.581,211.154,171.522,15.3799,12.3737,28.9696,28.8772,12.8824,4.79747,20.5362,33.9297,paramedics
397,445,550,461,4183,4124,30,4202,134.527,165.439,190.267,205.64,1.03333,27.3333,43.9933,21.3752,9.73333,18.3556,36.0063,17.2997,paramedics
463,350,575,441,4054,4187,24,4202,393.262,176.894,203.983,191.238,36.1111,31.1287,41.3877,23.3032,28.4038,19.7111,32.9286,25.3265,paramedics
521,392,702,476,4209,4106,3857,4154,258.995,185.723,207.296,190.894,14.4121,43.7476,43.8723,19.7177,17.315,33.9428,30.5229,17.9585,paramedics
452,637,665,493,4215,4087,4198,4217,164.284,184.551,211.983,165.782,15.0909,16.4826,38.0871,21.4238,17.5481,19.4272,31.3862,23.2614,paramedics
424,310,429,301,5,4172,4205,4161,170.426,198.953,430.167,160.468,13.4574,48.9402,18.1012,25.358,17.8519,22.2695,14.0377,18.5062,paramedics
326,250,560,323,4176,4158,3764,4172,135.355,145.966,199.782,146.125,39.4528,19.488,46.5871,15.9316,16.9365,31.4601,28.0588,19.5438,paramedics
606,622,572,339,17,4212,4069,4128,152.125,159.095,180.51,123.48,32.2473,27.3125,39.8257,20.3881,34.4001,43.0625,39.1435,21.185,paramedics
477,378,752,584,4216,4212,4200,4185,134.385,145.279,194.167,183.581,28.7299,26.6812,36.918,19.57,23.0988,38.8187,34.3544,16.4518,paramedics
1054,728,919,421,4063,4212,3904,4084,292.995,223.137,217.966,134.995,22.3745,32.0474,39.83,26.8338,33.7641,42.5359,34.7789,15.9965,paramedics
288,260,358,242,28,4173,24,4127,156.468,209.439,196.811,133.698,29.2243,33.4375,41.1972,18.6389,30.7191,18.4995,30.4154,11.3472,paramedics
450,326,568,382,3891,4209,3647,4208,277.681,141.154,225.154,207.983,18.3519,22.3841,40.8679,15.4101,18.65,5.82246,24.3635,14.7672,paramedics
418,284,609,445,3777,4212,3890,4211,170.971,139.74,235.64,189.64,28.2593,25.4206,31.7483,14.4747,21.1852,10.3333,28.7489,19.2827,paramedics
438,384,694,443,23,3,3804,4014,161.841,227.924,225.355,234.527,13.4651,34.208,34.4501,21.4815,23.7508,9.81713,28.3589,21.0648,paramedics
319,413,554,535,4127,8,31,4076,247.397,208.811,244.569,230.326,13.2167,24.8311,38.7822,17.6778,11.6,4.31046,21.0833,17.6778,paramedics
329,298,406,263,63,3,3754,3911,223.539,137.355,252.225,140.669,2.2517,30.8444,27.658,20.4243,2.86054,2.63333,8.21181,21.1005,paramedics
414,280,438,274,35,4212,3998,3838,227.924,215.095,234.426,148.468,13.6592,47.5617,33.125,23.4986,10.8081,13.5679,18.3917,26.5742,paramedics
291,311,536,401,4113,4195,3791,4185,248.51,197.238,248.711,452.066,2.57778,42.7173,25.8436,15.5884,4.41111,21.5732,27.9365,14.5111,paramedics
312,240,378,238,45,4178,3655,3895,160.51,165.924,244.326,149.497,20.7157,32.7692,34.5476,14.1111,19.5278,16.0322,14.7857,18.4615,paramedics
302,243,327,326,13,4186,3982,3905,253.179,185.823,217.497,199.296,19.094,22.1167,44.5456,16.1821,12.6607,12.8169,36.5441,18.6914,paramedics
227,156,284,106,16,13,28,4123,140.468,231.279,270.468,130.385,36.1571,9.89919,58.9749,11,12.0383,10.518,41.7959,21.6667,person
270,142,289,221,4200,17,4171,4137,178.61,122.024,257.196,71.0711,31.593,5.73343,54.419,11.7917,18.6268,14.3663,29.9286,25.0222,person
279,75,307,204,3914,10,86,3947,168.468,59.9411,370.049,137.782,25.6443,2,46.769,15.5037,16.9463,40,23.8933,36.1915,person
347,201,292,163,4131,4173,12,31,189.48,96.6274,184.811,88.4264,50.2708,10.6683,49.9204,9.14895,15.9889,22.8986,20.995,32.7914,person
374,285,301,112,4097,8,51,4114,217.48,85.1543,232.711,94.1249,52.1555,7.02132,39.8715,4.08511,41.485,15.4729,32.9643,26.9149,person
271,176,284,28,4066,4176,4090,4207,174.61,134.368,214.61,22.8284,39.4812,10.3352,55.4889,0,23.5546,17.7371,48.5732,0,person
176,184,135,226,4163,4175,23,29,93.7401,125.296,58.1838,134.024,36.3732,8.90708,41.3524,9.37302,13.1871,18.5503,28.9638,30.9038,person
155,234,203,288,4163,4199,4129,3815,116.225,122.711,149.113,219.74,55.3182,11.2847,45.1661,4.95988,14.2685,12.9199,36.0587,24.97,person
212,182,308,133,4198,4185,4040,4128,154.368,76.0833,248.167,107.657,37.6343,6.34425,50.6542,1.95833,11.7212,33.8056,36.3814,29.0208,person
310,122,295,126,67,4220,4033,4162,285.823,70.5269,136.225,71.6569,45.65,3.24837,35.7246,13.1667,26.2936,15.0915,35.9155,40.75,person
364,165,482,190,7,4197,4096,4037,180.125,86.3259,177.054,53.3137,30.9481,13.0215,44.8816,13.0289,12.6259,21.4892,39.4355,37.4741,person
288,275,396,257,4179,4145,4093,30,147.882,233.179,278.894,137.456,29.9293,10.6382,53.4159,9.13624,22.1307,21.2739,46.5326,41.3161,person
427,156,403,248,4,4220,46,38,225.581,92.8112,136.811,137.681,54.156,5.92204,52.1695,16.6806,19.1777,24.7558,25.7974,27.8944,person
341,260,421,174,23,4224,27,4046,174.409,140.752,251.522,96.5685,55.8659,10.4258,46.2938,8.13399,24.5184,19.5418,22.4729,20.6863,person
157,527,446,197,4147,4167,33,4074,54.9706,269.22,223.907,93.799,58.2628,12.8831,47.1594,17.2222,47.6564,28.118,38.6031,27.7361,person
537,378,366,211,22,4141,4133,4170,175.782,73.6985,92.7696,125.882,56.6767,9.54012,48.9864,8.09649,33.4288,20.9414,32.6475,53.0877,person
634,313,479,170,4109,4217,4089,4197,215.581,128.953,307.706,58.3848,34.8541,7.47896,47.3678,10.1528,16.7712,28.8525,38.4062,31.5602,person
536,292,436,72,4021,4217,4203,26,210.752,60.5269,244.936,74.0833,56.1472,8.26338,50.7652,5.86667,39.8979,21.2853,44.2874,52.4444,person
504,314,507,183,13,4211,4114,4125,426.759,125.196,193.279,134.284,54.4465,7.00483,52.6208,9.61905,33.5467,27.4764,25.6592,30.9226,person
453,259,373,162,4069,9,23,4062,200.167,188.794,144.711,56.4853,55.5589,9.17654,33.8148,3.58333,35.8597,18.2933,31.0815,31.1481,person
314,160,294,111,4039,4161,41,22,201.48,97.8823,196.894,55.6569,52.8659,8.68753,55.6521,1.93889,27.1474,16.8622,36.5425,29.5694,person
329,199,287,39,28,4126,4134,4213,421.747,138.953,208.953,30.8284,57.6022,15.4823,45,0,29.2944,27.2472,30.8,0,person
381,221,336,169,3677,10,4099,3971,575.144,162.409,217.095,59.4142,51.7485,17.4433,43.5525,11.6667,25.3596,23,35.4277,28.8073,person
359,345,499,152,4007,4221,65,4159,160.267,168.309,160.309,82.6274,22.0929,14.1442,45.0145,1.94048,10.5598,16.8225,28.4376,29.6979,person
308,336,435,197,32,10,62,4100,204.551,238.693,159.397,148.627,55.7485,10.4715,48.9684,0.875,37.2836,14.3416,29.2715,11.4167,person
472,291,371,107,4220,4188,4181,4177,212.066,57.2132,158.267,86.5685,49.4537,7.4441,58.39,5.61111,42.3267,30.2304,23.5035,53.4259,person
637,345,652,393,4110,4202,52,4076,216.066,150.853,197.238,180.267,53.7517,6.59151,50.736,14.5662,33.1228,24.8814,23.8095,37.1212,person
492,428,549,152,3888,4215,318,4112,160.953,168.309,235.865,61.2548,54.8733,13.9687,53.2295,6.70833,24.975,23.8449,32.7286,16.3681,person
657,326,562,275,4197,4,4152,4099,163.095,131.882,116.569,117.196,51.3561,6.52913,45.5747,10.8333,35.8991,23.554,20.5596,16.5235,person
435,584,544,251,4108,4144,4042,47,178.853,154.61,288.392,108.142,52.6061,9.57493,37.0189,15.641,31.0972,23.9934,17.1277,26.3782,person
216,362,214,262,4185,4111,4176,4129,150.51,264.853,78.0833,103.355,49.3851,8.33955,45.2958,9.18552,18.6065,18.9558,43.3125,35.3606,person
214,291,273,87,12,22,4175,4147,89.4558,303.966,167.64,48.1421,55.9097,6.5641,54.6268,8.58461,43.3486,23.3993,54.43,40.2436,person
333,265,344,76,3818,5,4122,4196,180.811,166.752,209.882,39.0711,27.0966,10.935,57.2073,1.02222,10.4257,21.7366,30.7964,20.5778,person
193,258,380,31,4083,22,3902,17,180.368,80.8112,180.024,16.4853,39.8877,10.0546,51.5324,2.59259,21.2626,32.7627,36.4104,26.0741,person
525,283,579,255,4048,7,3921,17,190.652,81.6396,332.35,164.284,33.837,7.54287,42.7759,3.93514,23.3333,20.9451,33.7896,27.6449,person
317,202,262,202,3712,16,4,3958,373.907,120.368,220.569,154.752,51.6284,10.4349,36.2517,11.8361,22.5624,24.9272,27.9862,42.6486,person
301,217,324,164,3870,11,55,4025,207.095,140.024,204.024,56.0833,45.3291,9.80556,54.225,5.58444,28.4231,23.3341,49.475,36.3673,person
330,220,351,109,3848,4193,139,4046,443.99,145.338,122.083,77.9828,43.4986,8.66877,53.8752,7.94587,22.1019,22.7099,36.0303,22.463,person
211,335,252,168,4109,17,4123,31,177.338,229.48,134.711,120.853,30.4004,8.08949,43.4737,5.31992,15.9713,15.2838,29.9818,19.0374,person
237,348,265,211,4107,5,3975,20,182.167,155.095,155.456,232.125,32.0982,11.8658,38.5326,5.63841,16.3478,20.6535,26.9862,43.0899,person
273,262,307,99,28,4082,4013,11,228.066,276.007,302.794,135.439,55.6385,5.57465,57.3602,9.61481,22.4356,10.0833,40.9355,49.4296,person
209,177,278,142,15,3996,4075,4016,122.225,124.083,285.865,121.296,41.9925,5.64132,53.5749,8.1339,13.3685,29.3035,42.0765,17.0783,person
222,299,371,243,4039,14,24,3977,262.25,226.208,268.551,155.338,53.1667,5.90207,35.0482,9.92284,18.9125,23.0065,28.3456,29.8204,person
272,276,428,89,3905,4219,4005,4151,267.037,125.782,195.681,102.485,18.3827,7.9801,55.2683,8.88889,8.14462,21.5917,26.7397,23.7222,person
165,447,372,137,4030,129,58,27,65.6985,225.907,238.794,62.1421,58.485,9.88974,53.2571,11.4678,39.3631,31.944,32.6722,18.0439,person
389,278,419,300,41,4180,3753,4175,157.095,147.865,182.225,128.61,44.5406,14.3728,39.1365,28.6799,26.296,41.1261,29.7072,26.8708,police
336,267,414,278,4216,4210,3930,4124,198.492,150.007,161.924,190.894,25.4542,16.2275,22.3095,42.6497,30.6667,45.1889,24.65,24.757,police
419,196,436,278,3978,7,3899,4076,117.338,110.024,192.368,178.693,46.0673,11.0244,41.8244,26.263,31.5259,27.1875,22.9251,23.7133,police
334,277,465,301,4107,4205,4119,5,152.61,145.865,249.539,107.64,48.6895,12.8919,37.602,32.9408,31.0586,40.5767,29.5235,25.1117,police
409,195,413,275,59,7,47,25,196.392,120.995,165.154,183.179,43.7021,11.3117,43.9825,32.0855,36.936,51.9397,21.3955,16.9676,police
347,248,302,256,4163,4207,19,4118,175.38,79.6985,190.912,175.522,31.8333,6.7803,19.4167,32.4985,24.2079,22.2879,28.7546,33.5819,police
209,187,332,186,6,4199,3608,4,246.534,125.723,203.456,245.019,45.6441,9.31825,33.0867,17.1722,40.0963,43.1341,26.5298,14.9287,police
340,252,554,312,12,4212,4023,8,153.48,139.238,310.167,327.671,44.566,16.9128,34.8518,31.3071,36.4224,42.8979,34.2977,14.7381,police
316,316,570,329,4217,12,3960,4054,138.024,108.267,248.083,149.681,48.9387,31.9879,28.4017,26.3321,31.8382,43.7656,35.4966,24.1194,police
268,323,662,345,4215,4202,4042,4125,96.2254,113.924,221.581,150.51,50.3145,30.0659,27.8703,27.5158,37.4856,51.5051,24.6885,30.4702,police
462,272,447,273,9,4116,3946,3960,435.044,158.309,198.995,270.617,34.6977,20.3219,20.185,18.725,45.2752,48.4927,19.691,19.1139,police
253,345,390,270,4178,4116,3979,3961,141.38,173.196,234.434,147.966,40.0239,24.0499,25.1452,20.1882,49.1599,45.0462,26.7049,14.5783,police
246,260,585,382,4170,4199,81,7,108.368,146.451,232.125,295.588,43.1925,16.2695,24.0879,25.0963,50.6784,24.1289,22.5448,22.2175,police
446,449,453,237,4039,7,3967,11,145.296,140.368,203.723,311.789,44.7979,39.8004,27.1286,16.5724,32.6913,39.337,27.7576,46.5175,police
375,441,631,366,4204,11,4141,4062,113.539,178.853,208.752,174.953,45.4989,31.5265,35.7061,21.711,32.9148,28.8667,16.9841,24.399,police
687,476,595,410,4198,4210,4182,4183,307.622,319.446,191.095,182.693,24.8136,9.96419,32.6121,36.6715,15.8792,21.4098,32.6577,32.5278,police
858,501,574,344,4158,4136,4189,3944,168.451,153.338,168.551,145.137,24.2283,15.3619,38.3159,19.454,36.9554,36.9871,26.6746,27.5622,police
567,489,480,317,5,4193,4162,4166,161.296,163.38,149.279,172.066,33.5106,19.4008,34.6317,25.7536,34.4988,27.9065,23.4384,38.2396,police
632,498,577,299,4186,4212,3870,4071,153.823,154.995,199.397,148.995,45.3646,23.6004,37.9107,18.3992,40.2935,39.8468,30.3035,25.9159,police
728,505,463,332,4200,4194,9,4180,186.61,219.421,307.872,319.764,42.8625,19.8202,43.3075,15.8989,37.771,31.7397,29.6385,34.7997,police
674,590,546,370,4161,6,4057,4183,290.576,156.267,169.113,170.693,31.4735,28.8443,14.1558,28.7314,21.2446,28.068,33.9978,33.0809,police
591,416,528,348,4223,3960,4203,4116,180.794,312.416,181.723,162.936,35.9257,20.4501,42.0212,17.8807,21.2802,41.7792,34.7117,22.8808,police
631,416,641,347,4105,4211,4059,4062,270.149,126.167,265.321,176.593,35.8173,21.994,36.9671,27.4332,22.0705,44.9902,23.073,30.8657,police
357,297,510,265,4197,4212,4072,4046,160.208,105.782,201.037,142.794,45.1917,22.0511,44.3062,22.5522,40.9657,41.6365,26.4407,27.7216,police
481,422,604,319,4167,4071,4181,4151,124.024,186.309,205.037,161.095,34.5547,26.3193,37.8274,17.9057,33.0628,35.7642,19.4391,21.3647,police
259,287,221,240,6,5,4142,4,265.362,219.657,160.77,322.492,34.8252,41.5147,28.5454,22.9646,27.9535,32.673,36.0741,20.6111,police
327,210,302,217,3944,4123,3870,4030,117.196,140.61,188.024,175.924,28.1421,28.3123,38.8901,42.3409,31.023,32.9238,30.9118,47.7918,police
418,319,488,220,4194,8,3820,4098,214.836,156.894,199.865,154.409,18.2559,31.2893,30.5521,44.6787,19.7566,47.4546,16.7105,34.858,police
352,266,340,231,3997,19,22,15,282.375,153.037,288.517,333.813,45.0247,24.7232,33.8091,48.4992,25.4261,36.099,16.9487,17.669,police
375,227,437,234,4199,10,70,21,394.316,149.622,354.316,290.902,43.9792,15.9346,15.6534,33.3538,27.0957,49.7723,11.5506,12.6301,police
642,485,557,399,4208,4202,38,4128,347.605,172.125,211.296,208.125,40.6482,25.2139,18.542,29.4113,27.9706,28.0386,24.1168,30.1734,police
636,627,486,252,4162,4184,30,4135,304.759,194.267,184.77,153.238,48.5277,27.3739,39.9041,18.3674,43.777,32.4174,25.1273,32.9392,police
582,444,575,317,4151,4215,3858,4130,143.137,103.054,173.279,176.693,38.3632,28.1505,41.4458,30.2477,22.3267,33.7253,17.8902,33.8142,police
482,420,675,334,6,4192,4044,4200,122.912,172.894,176.125,140.569,45.3068,26.4333,33.012,32,28.3431,38.3941,23.3703,49.875,police
480,551,578,454,4202,4185,4146,4030,110.225,135.64,224.208,164.953,46.6338,35.6265,44.5649,19.9579,38.4609,33.6176,22.5014,45.9638,police
422,282,457,307,4214,4202,3859,4208,289.061,165.983,196.752,181.581,32.3493,6.31025,28.3807,34.3478,22.36,16.7417,27.7739,40.9148,police
402,309,465,252,4218,4214,4199,4184,99.1543,185.238,137.456,151.338,37.1993,29.7485,12.9643,37.2507,29.599,44.5234,25.6362,34.7216,police
396,328,549,272,4202,4182,4094,4008,143.196,109.054,181.924,156.309,45.9863,28.6019,24.1956,21.0741,33.5288,41.9181,23.5813,19.6822,police
361,446,577,287,4218,34,4142,4070,130.167,185.539,260.51,174.894,41.0378,10.2387,36.7276,27.3766,34.767,13.3964,39.191,47.3524,police
550,448,672,311,4198,4154,3691,4,423.421,103.154,337.404,300.919,20.1768,32.1065,27.776,20.8905,23.187,37.2316,13.9312,18.1185,police
464,501,719,430,4093,3822,4051,4202,286.676,178.468,202.125,185.38,47.8433,31.3547,31.5692,23.9941,42.817,43.0211,22.3772,17.1389,police
489,407,548,440,30,4159,3975,3984,119.497,92.1838,176.551,179.924,40.3348,24.3895,48.4804,16.918,30.9728,39.5821,29.8099,27.6429,police
582,551,664,412,4034,4204,4158,4212,392.274,227.037,196.066,178.894,45.6095,25.8497,35.4653,23.0601,21.9978,34.2003,23.5411,25.1432,police
734,372,609,320,4185,61,4044,4147,234.149,84.2254,185.279,155.078,36.9668,21.901,38.5913,26.4331,36.1772,47.3718,22.1067,27.4824,police
493,549,472,301,4166,4121,4108,4211,123.338,196.066,191.238,169.782,48.8272,25.3865,31.5627,18.9318,33.8611,26.1784,27.3293,50.1097,police
488,462,643,445,4201,4206,4151,4141,157.581,186.711,209.296,186.894,40.2424,27.1237,31.476,25.3284,37.7263,31.9257,38.6803,23.8105,police
551,402,724,461,4190,4186,4184,3699,132.569,149.238,241.338,167.522,41.7894,22.4722,24.8331,19.5451,28.8302,47.7103,23.0979,20.0963,police
474,268,582,440,4213,4196,4089,9,227.037,120.125,168.61,175.64,41.1472,19.9838,52.4213,15.2896,24.9995,53.8459,28.0857,19.254,police
480,329,634,409,4187,4216,3744,4195,157.924,89.0122,186.551,173.137,40.6069,22.8449,28.8647,17.0503,34.5351,46.2239,24.2916,18.5499,police
444,302,475,282,4191,4060,48,4204,135.539,95.0122,225.439,171.238,36.6288,24.8487,28.9417,23.0571,32.4892,51.1751,18.3686,37.5454,police
451,501,669,376,4219,4197,3894,4163,292.475,182.167,196.167,145.137,52.6577,6.08469,32.7267,21.803,38.2805,24.5109,27.7831,18.4987,police
555,661,834,562,110,4199,3984,4209,245.664,171.38,207.924,172.752,42.3638,22.2292,39.9903,19.5423,42.4171,31.1297,25.314,22.8614,police
575,596,856,402,4135,4221,4216,3881,101.154,117.255,208.51,151.622,45.0026,21.5442,41.1108,20.907,36.7767,43.4449,47.6507,30.9526,police
