%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Black_Pixel_16 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE  Harris_Corners_10 NUMERIC
@ATTRIBUTE  Harris_Corners_11 NUMERIC
@ATTRIBUTE  Harris_Corners_12 NUMERIC
@ATTRIBUTE  Harris_Corners_13 NUMERIC
@ATTRIBUTE  Harris_Corners_14 NUMERIC
@ATTRIBUTE  Harris_Corners_15 NUMERIC
@ATTRIBUTE  Harris_Corners_16 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Length_Area_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
145,104,45,148,217,154,152,92,218,210,144,38,141,101,143,225,6,990,1019,1009,985,1006,1012,990,983,1007,1017,1011,939,960,1013,990,46.4853,59.6569,26.4853,137.983,80.1421,65.4558,65.4558,47.2132,86.1838,0,63.799,23.6569,52.9706,53.4558,59.6569,207.681,8.52778,0,4,9.66667,4.42222,23.6667,9.95833,15.4444,18.9757,0,0,28.5,10.5556,4.08333,0,21.1066,14.8718,0,3.25,9.08333,9.57778,20.75,12.6667,3.44444,8.72783,0,0,27,4.55556,22,0,11.4187,paramedics
124,67,4,148,164,129,157,15,131,102,116,132,42,114,125,152,6,9,1021,962,987,988,958,12,989,998,983,992,1020,1021,990,919,49.6569,28.4853,0,74.3259,86.1838,62.1421,75.397,9.07107,67.6985,60.0833,59.6569,62.9706,28.8284,62.9706,59.6569,77.5563,3.25,11.6875,0,12.4483,16.2072,0,16.3471,2.26667,22.7833,6.07936,0,14.3333,0,0,0,12.7556,9.66667,14.0417,0,18.2586,21.4281,0,13.7895,2.26667,7.2,16.4048,0,1.33333,0,0,0,5.04444,paramedics
147,119,80,96,91,153,124,142,128,134,118,4,91,65,129,132,1010,1017,1020,991,911,956,1005,1002,968,972,1005,1021,964,1011,999,21,27.3137,61.3137,46.4853,60.4853,46.7696,66.0416,62.9706,80.1838,63.799,88.8112,62.1421,0,99.1127,0,63.799,79.6985,2.58333,0,0,0,24.5,3.96391,0,21.0152,6.75,26.25,0,0,6.16667,0,0,11.8519,24.3333,0,0,0,9.67521,14.0788,0,11.9538,3.5,23.6875,0,0,4.44444,0,0,7.12963,paramedics
149,94,76,130,133,83,110,115,147,71,121,93,99,130,130,198,1020,1002,1015,1003,1016,994,998,938,978,986,948,963,33,1012,990,20,81.1543,62.9706,54.9706,64.6274,72.0416,38.9706,66.2843,60.669,72.669,34.2843,134.326,109.698,0,67.6985,61.3137,111.598,15.5568,3.5,7.5,21.4167,23.2593,13.625,24.8,9.68011,21.9711,4.75,7.5,24.0556,0,12.7037,0,20.8681,15.7093,3.5,6.75,23.2917,24.7407,3.91667,24.85,11.2495,10.3084,24.45,6.125,7.05556,0,5.26852,0,15.4479,paramedics
178,85,117,129,161,171,150,80,150,89,113,134,59,151,148,218,953,1022,1002,987,1001,905,994,998,978,964,1012,986,25,948,987,904,102.326,10.8284,62.1421,72.1838,67.1127,62.9706,68.7696,41.1127,72.1838,44.7696,120.627,62.1421,0,68.7696,62.9706,76.2843,7.93393,10.75,0,22.0278,22.4277,9.59259,21.7292,7.21667,24.177,6,6.75,0,0,20.0986,0,21.95,17.0012,14,0,24.5159,23.0037,2.74074,15.9167,5.37821,9.41627,22.4167,2.66667,0,0,13.011,0,8.02083,paramedics
170,57,91,70,176,172,195,138,223,108,143,39,124,167,139,140,33,999,1017,1013,1016,1011,951,962,1000,10,1018,8,8,988,1018,1017,149.196,0,41.3137,26.7279,72.8701,62.9706,62.9706,64.0833,69.598,47.598,59.6569,18.2426,62.9706,67.9411,62.1421,84.6274,13.1502,0,3.75,7.91358,25.2597,4,0.888889,14.2565,13.5296,8.75,0,14.6111,0,18.7276,0,17.1389,16.2389,0,1.29167,9.24691,25.2403,14.75,2.33333,7.47403,9.49815,21.0714,0,14.6111,0,8.42628,0,2.30556,paramedics
125,84,16,81,120,107,107,98,93,91,97,100,13,102,86,118,5,926,1019,1010,1008,1005,980,978,1001,1004,996,1008,8,999,1005,991,69.3553,58.8284,14.8284,30.1421,156.912,62.1421,61.3137,65.0122,61.3137,69.4975,59.6569,62.1421,0,62.9706,61.3137,86.7696,5.66944,13.125,0,8.77778,15.9048,0,0,16.371,0,16.061,0,0,0,12.25,0,16.3333,14.8444,13,0,8.25397,21.5952,0,0,7.51449,0,21.0145,0,0,0,2.5,0,1.7037,paramedics
74,112,79,119,91,156,124,89,110,34,102,46,65,68,124,170,991,5,993,954,929,857,16,4,977,6,1006,9,970,15,1002,894,44.6274,37.2132,41.3137,65.4558,53.799,77.7401,70.1838,0,62.5685,0,63.5563,49.1127,39.6985,40.0416,60.4853,102.669,24.8425,18.442,14.7407,4.57143,14.25,14.5805,12.4978,0,9.54321,0,11.3,19.625,25.7448,3.62179,0,14.1763,7.19963,4.12515,14.2407,23.5,10.25,24.5945,7.48794,0,18.9938,0,2.13333,24.0833,6.81197,21.0385,0,14.891,paramedics
120,89,173,77,200,231,88,0,156,122,25,359,164,197,19,129,7,88,994,996,1014,906,983,0,865,984,1013,977,1013,994,1021,45,71.1127,55.0122,69.9828,31.4558,78.669,72.4264,33.6985,0,0,0,19.3137,82.5269,62.9706,65.2132,16,101.941,21.5947,4.43333,20.7055,3.88333,20.2209,19.1429,4.65079,0,0,0,28.6667,4.97778,12,10.625,0,10.9375,5.49766,10.7667,21.4591,4.46667,18.513,18.4821,4.26032,0,0,0,23,19.3022,11.75,26.375,0,17.2708,paramedics
88,180,115,182,196,211,203,93,143,63,69,126,97,124,17,307,1021,6,1007,1016,1008,971,1005,1007,979,13,1018,1014,9,1005,984,981,43.3137,83.2548,117.113,68.5269,80.1838,64.6274,66.8701,36.2843,57.7401,0,49.0711,100.083,40.5269,54.4264,11.6569,64.5269,20.625,0,0,16.5763,16.5949,17.4074,24.0303,6.3,9.90022,0,0,11.1543,25.2281,9.77193,29,15.7304,16.3333,0,0,22.0616,20.6111,16.7222,12.1136,4.25,22,0,0,13.1975,5.5193,21.1754,9.5,15.7999,paramedics
143,225,233,157,205,272,28,0,145,213,310,390,134,242,225,208,925,881,917,979,1016,986,1016,0,1010,988,1016,915,1015,998,1019,9,66.6274,86.7696,74.669,54.4264,65.0122,72.0833,12.4853,0,0,0,68.0416,76.7279,53.799,20.7279,63.799,130.912,15.1667,9.05754,17.968,9.60833,21,17.3984,3.66667,0,0,0,12.4667,7.75,8.75,27.7407,8,14.7667,20.5833,17.0747,21.5515,6.75,11.9859,11.0769,2.5,0,0,0,12.0417,23,10.5,26.4074,13.5,20.3,paramedics
53,71,56,2,61,87,87,93,85,92,147,60,66,75,84,121,3,948,1008,3,999,997,996,1002,981,1009,972,7,37,1003,999,22,0,57.1127,51.799,0,48.0416,60.4853,62.1421,60.4853,65.4558,75.8406,76.0416,64.8284,0,62.1421,63.799,143.841,0,18.8125,6.16667,0,25.6339,0,0,0,8.375,17.9877,11.3512,16.25,0,0,0,24.0909,0,25.875,3.08333,0,14.5541,0,0,0,15.5833,19.6912,6.8621,8.41667,0,0,0,12.5727,paramedics
129,126,53,92,150,119,119,121,79,118,76,108,29,101,100,181,25,903,1014,1004,973,1011,1001,994,1003,1006,960,1001,1019,1010,1003,875,137.397,61.3137,38.4853,62.1421,88.5269,62.9706,64.6274,70.0416,33.6569,72.669,58,62.1421,0,59.6569,60.4853,75.5563,14.963,5.875,0,0,15.674,0,5,20.4778,0,12.7681,0,0,0,0,0,21.9833,15.9583,7.25,0,0,21.8535,0,12.25,10.4778,0,11.6449,0,0,0,0,0,8.64167,paramedics
107,119,115,130,125,177,123,93,92,100,98,84,14,105,116,185,6,1010,1011,1015,955,957,974,914,996,984,1015,965,1013,1011,1005,948,42.3848,62.9706,62.1421,60.4853,68.3848,73.799,62.9706,53.9411,0,61.1127,59.6569,113.456,0,61.3137,62.9706,105.941,24.9792,0,0,0,22.5222,5.16667,28.5,6.29755,0,2.5,0,16.75,0,0,0,17.1653,18.7083,0,0,0,27.4778,5.55556,21.75,14.5637,0,7.33333,0,5.16667,0,0,0,16.4139,paramedics
170,131,84,69,206,137,77,198,143,159,72,61,94,58,116,226,9,1012,1004,1013,1008,1017,1007,42,990,977,1007,1011,10,1016,992,35,90.8701,62.1421,53.3137,0,103.213,60.4853,60.4853,104.042,64.6274,89.397,62.1421,71.799,0,63.799,60.4853,92.2843,5.60847,0,5,0,8.01429,0,0,27.4444,15.4444,19.6367,0,9.25,0,0,0,15.727,23.918,0,4.75,0,24.2857,0,0,26.4444,5.05556,13.6848,0,7.5,0,0,0,15.1016,paramedics
110,133,100,123,115,165,129,187,123,152,101,66,190,132,31,244,9,963,982,1007,6,8,987,957,5,1003,7,953,16,991,7,867,107.113,61.3137,59.3137,60.4853,55.6569,61.3137,62.1421,94.8701,62.1421,70.5269,0,85.4558,0,62.1421,30.9706,87.5563,2.44444,0,0,0,3.66667,7.25,0,21.0333,6,9.50556,0,26.75,0,0,25.7778,25.3889,4.77778,0,0,0,14.25,2.77778,0,21.0333,1.5,6.95397,0,11.6667,0,0,10.5,7.63889,paramedics
91,103,64,95,98,39,44,99,83,109,78,43,42,105,93,167,20,999,1007,997,998,951,1005,932,1007,3,898,1019,10,999,1013,827,79.1127,63.799,55.799,58.8284,60.4853,56.7279,0,71.0122,56.6274,68.0416,59.6569,33.8995,0,61.3137,60.4853,147.598,7.88095,0,9.77778,0,0,29.2222,0,20.0472,10.3333,12.5185,0,0,0,0,0,23.2741,10.0119,0,5.11111,0,0,13.1111,0,25.6545,1.41667,3.44444,0,0,0,0,0,14.4778,paramedics
148,86,43,110,98,59,161,119,81,108,92,83,4,79,97,180,26,963,1010,1006,1001,963,18,930,1011,1004,1011,980,8,1016,1004,943,85.9828,15.6569,38.1421,61.3137,62.1421,0,0,73.4975,0,84.3259,61.3137,59.6569,0,61.3137,61.3137,126.627,9.81832,10.25,0,0,8.25,0,0,15.2471,0,15.2257,0,0,0,0,0,17.7083,13.6163,12,0,0,14,0,0,20.8161,0,12.8943,0,0,0,0,0,10.2917,paramedics
113,89,55,104,129,117,107,142,99,97,11,59,32,114,101,178,883,995,1016,1020,955,1018,1007,956,990,1010,1020,970,1020,1002,996,893,137.054,62.1421,43.3137,59.6569,88.1838,59.6569,62.9706,185.296,66.0416,60.3259,10,46.8284,0,64.6274,63.799,195.983,5.15556,0,0,0,14.8485,4.75,0,11.2798,26.5185,10.1468,0,0,0,24.7,0,16.6465,8.82222,0,0,0,25.7879,2,0,9.39435,6.25926,19.4757,0,0,0,7.17143,0,7.67172,paramedics
89,95,43,94,85,43,137,106,78,64,81,45,0,96,88,151,8,39,1017,1006,987,992,36,887,951,963,997,934,0,994,991,828,65.0122,67.9411,38.1421,59.6569,61.3137,74.9706,0,75.0122,46.5269,46.2843,59.6569,78.9706,0,66.2843,61.3137,123.113,13.3886,16.3571,5.5,0,0,10.75,0,12.7895,24.9054,4.75,8.56667,24,0,15,0,19.2667,15.7608,6.78571,9.25,0,0,8,0,22.1842,5.09696,20.1667,2.30833,12.3333,0,13.5,0,20.2833,paramedics
66,105,58,86,77,21,84,91,100,51,53,77,5,92,85,137,945,3,1005,1003,8,11,963,1000,25,979,970,982,1,990,997,914,102.953,66.2843,47.5563,62.9706,62.1421,6.24264,63.4558,68.5269,78.0833,37.6985,48.4853,61.3137,0,62.9706,62.9706,173.841,17.9673,13.1667,9.25,0,14.75,1.77778,3,11.7354,16.8967,5.75079,0,0,0,14.5,0,25.0769,21.1497,15.1111,5,0,14,29.2222,14.75,17.4894,6.38885,23.6349,0,0,0,7,0,11.6026,paramedics
0,97,88,1,0,109,13,0,130,0,0,79,36,0,2,161,0,998,1015,4,0,880,13,0,4,0,0,1015,31,0,3,9,0,71.8406,59.6569,0,0,124.77,7.65685,0,98.8112,0,0,42.3848,39.5563,0,0,106.627,0,22.8492,0,0,0,24.3571,2,0,10.2645,0,0,12.6984,3.25926,0,0,19.0741,0,10.7778,0,0,0,27.7976,28.5,0,12.5412,0,0,3.39683,3.25926,0,0,3.37037,person
0,111,111,10,0,94,98,0,107,0,4,126,28,34,5,189,0,1017,980,4,0,941,987,0,14,0,3,1013,27,1018,6,974,0,78.1838,59.6569,5.41421,0,139.539,66.7696,0,94.8112,0,0,89.3553,18.1421,0,0,100.728,0,18.2333,0,2.66667,0,17.6162,6.25,0,7.12093,0,0,15.4321,3.75,0,0,25.7778,0,8.60952,0,1.66667,0,12.4646,17.2111,0,12.6615,0,0,6.35379,2.75,0,0,4.55556,person
0,145,99,0,0,119,105,0,37,0,0,146,38,0,0,186,0,9,932,0,0,27,29,0,984,0,0,930,10,0,0,770,0,72.5269,123.456,0,0,161.865,69.598,0,0,0,0,87.1127,26.1421,0,0,138.728,0,8.3037,27.8333,0,0,10.3444,8.78904,0,0,0,0,11.9734,2,0,0,20.4583,0,4.85926,3.5,0,0,18.147,20.1649,0,0,0,0,8.39799,8,0,0,9.45833,person
6,169,30,15,0,110,132,27,113,0,16,147,69,7,3,191,1016,988,1014,20,0,17,16,25,5,0,4,45,1010,3,3,3,0,131.196,24.8284,0,0,79.6396,77.598,0,82.5685,0,0,60.6274,55.3137,8.82843,6.82843,110.527,0,14.3778,0,0,0,13.4337,16.0639,0,8.23116,0,0,13.1944,0,1.66667,29.3333,15.2667,0,9.38798,0,0,0,17.0323,22.3424,0,13.2899,0,0,5.16667,0,28.5,10,9.53333,person
0,163,25,0,0,138,86,0,140,0,0,175,115,0,0,153,0,1005,1018,0,0,1002,945,0,8,0,0,908,1004,0,0,8,0,84.669,26.4853,0,0,61.598,94.1249,0,64.1838,0,0,121.497,64.6274,0,0,91.2132,0,17.0802,0,0,0,12.9722,8.17021,0,8.94392,0,0,18.842,4.4537,0,0,24.2222,0,11.2496,0,0,0,9.11905,21.8298,0,6.99074,0,0,18.7881,4.74815,0,0,2.11111,person
0,106,28,0,0,147,33,0,122,0,0,135,52,0,0,124,0,1018,1006,0,0,967,1013,0,959,0,0,908,999,0,0,14,0,83.0122,22.8284,0,0,111.64,0,0,87.0122,0,0,81.9411,38.8701,0,0,88.7279,0,16.7647,0,0,0,22.2778,0,0,13.4125,0,0,20.7963,8.85574,0,0,27.2778,0,9.60371,0,0,0,24.1032,0,0,14.35,0,0,8.49383,5.12255,0,0,3.05556,person
0,105,100,0,0,88,125,0,148,0,0,35,20,0,0,36,0,983,912,0,0,1004,25,0,835,0,0,1012,1016,0,0,8,0,82.0833,45.3137,0,0,56.1838,78.8112,0,124.368,0,0,34.8284,20.8284,0,0,25.0711,0,22.3971,0,0,0,10.6228,14.6769,0,9.39566,0,0,0,0,0,0,28.3333,0,20.1564,0,0,0,22.9202,15.0832,0,18.2574,0,0,0,0,0,0,16.0167,person
0,117,175,10,0,90,93,0,139,5,12,31,102,0,14,95,0,927,744,6,0,983,938,0,965,14,1015,991,964,0,5,985,0,82.669,88.3848,10.8284,0,67.9828,92.4264,0,86.5685,0,0,20.4853,78.9706,0,10.2426,60.4853,0,22.7309,3.18254,0,0,19.9485,6.77778,0,24.1887,0,0,12,3.5,0,29.4444,0,0,11.9244,4.73016,0,0,17.9424,18.2778,0,24.6262,0,0,1,0.375,0,8.11111,0,person
0,117,79,0,0,123,51,0,99,0,0,74,83,0,0,162,0,958,946,0,0,1009,1004,0,9,0,0,929,959,0,0,882,0,91.2548,107.657,0,0,75.397,37.799,0,76.0833,0,0,52.0416,62.8701,0,0,163.941,0,17.485,0,0,0,20.3246,3.79762,0,9.10271,0,0,16.2667,3.05556,0,0,9.91667,0,6.34829,0,0,0,13.7076,25.8571,0,24.4641,0,0,2.90606,6.77778,0,0,2.83333,person
0,123,86,13,21,150,26,0,95,0,0,178,6,21,0,116,0,965,994,1019,8,58,1009,0,948,0,0,42,1021,6,0,983,0,80.4264,58.8284,6.82843,18.4853,68.2843,19.8995,0,67.6985,0,0,187.74,0,0,0,68.3848,0,6.50731,0,3,29.25,10.5867,1.38095,0,5.12222,0,0,20.0833,0,0,0,6.75,0,11.4313,0,1.5,24.25,9.24,13.2619,0,22.2222,0,0,11.1944,0,0,0,14.5,person
0,165,87,0,0,231,96,0,142,0,0,179,1,0,0,229,0,22,1000,0,0,16,22,0,936,0,0,963,6,0,0,979,0,109.397,53.3137,0,0,69.3553,44.5269,0,75.4975,0,0,98.0416,0,0,0,100.042,0,16.5991,25,0,0,19.9852,6.53623,0,13.3982,0,0,14.6111,0,0,0,22.8333,0,18.7688,2.33333,0,0,16.8833,22.3361,0,21.2002,0,0,1.05556,0,0,0,8.05556,person
0,168,127,0,0,202,122,0,163,0,0,132,140,0,0,156,0,1010,16,0,0,23,993,0,1020,0,0,1000,965,0,0,846,0,80.5269,137.456,0,0,74.3259,122.569,0,108.811,0,0,64.5269,73.598,0,0,155.841,0,11.627,9.19444,0,0,20.8198,8.83333,0,13.3051,0,0,13.3803,9.18956,0,0,18.7949,0,11.2698,11.8056,0,0,14.818,23.6667,0,15.2641,0,0,8.69658,6.67857,0,0,12.6667,person
0,207,99,0,0,145,144,0,117,0,0,207,43,0,0,244,0,4,19,0,0,963,22,0,993,0,0,957,1019,0,0,21,0,125.74,102.971,0,0,68.5269,71.2548,0,63.3553,0,0,88.1838,23.2132,0,0,84.3848,0,18.9208,24.6667,0,0,10.2159,8.75432,0,7.7734,0,0,21.0016,4.12222,0,0,22.7333,0,6.27039,6,0,0,11.458,18.3494,0,18.8593,0,0,9.80529,3.87222,0,0,12.4778,person
0,143,65,0,0,195,110,0,160,0,0,187,104,0,0,219,0,1018,993,0,0,4,925,0,1023,0,0,14,983,0,0,19,0,78.3259,39.3137,0,0,76.3259,96.5685,0,95.397,0,0,84.4264,54.4264,0,0,99.4558,0,22.0573,8.83333,0,0,18.4126,6.73529,0,14.4266,0,0,20.8889,10.7654,0,0,11.8333,0,11.7683,3.83333,0,0,12.2098,22.3922,0,15.077,0,0,13.3071,7.00658,0,0,4.15278,person
0,33,135,3,60,170,58,0,199,113,0,81,206,98,34,196,0,1016,989,6,1003,33,977,0,908,45,0,985,985,15,10,961,0,21.6569,60.4853,0,34.6274,47.9411,53.9411,0,65.2548,65.3553,0,43.2132,84.8112,0,0,128.083,0,29,14.5,0,27,16.1856,4.11111,0,11.8943,3.28947,0,25.5185,9.34959,0,0,18.4639,0,25.5,1.16667,0,23.7429,8.51042,20.2222,0,8.97015,15.3904,0,18.9537,11.7531,0,0,23.4722,person
0,247,36,0,0,105,172,0,276,0,0,271,137,0,0,260,0,928,21,0,0,1014,988,0,923,0,0,948,971,0,0,912,0,108.669,2,0,0,51.799,116.468,0,73.6985,0,0,96.7696,54.4853,0,0,82.2843,0,17.1326,0,0,0,13.6852,8.54955,0,7.94444,0,0,25.1508,15.5,0,0,22.6481,0,19.6288,0,0,0,9.07407,22.4685,0,9.80247,0,0,12.1944,16,0,0,22.3889,person
0,284,108,0,0,265,55,0,194,0,0,305,108,0,0,192,0,1001,998,0,0,857,1006,0,1019,0,0,951,996,0,0,1013,0,75.598,58.3848,0,0,145.196,32.9706,0,75.0122,0,0,110.569,46.2843,0,0,62.1421,0,22.6101,17.2593,0,0,12.3173,2.875,0,9.18807,0,0,19.5637,5.5963,0,0,0,0,7.73044,3.19444,0,0,7.11154,27.125,0,8.71813,0,0,10.14,15.7444,0,0,0,person
0,278,118,0,0,247,72,0,174,0,0,259,133,0,0,166,0,991,7,0,0,1008,26,0,996,0,0,40,1012,0,0,848,0,81.3553,0,0,0,149.823,74.0833,0,59.6985,0,0,119.74,55.5563,0,0,61.3137,0,9.4781,0,0,0,15.9953,5.86667,0,7.51232,0,0,24.6135,8.57407,0,0,0,0,4.56928,0,0,0,15.4226,20.4444,0,18.1396,0,0,12.9524,8.59259,0,0,0,person
0,200,144,3,0,288,37,0,210,0,0,262,108,2,0,204,0,11,1011,8,0,1015,987,0,1013,0,0,972,1016,6,0,19,0,186.451,62.7279,0,0,105.296,46.5269,0,77.0122,0,0,96.0833,54.1838,0,0,78.2843,0,4.76389,14.8333,0,0,18.3078,3.7381,0,2.22619,0,0,19.1604,9.55728,0,0,24.5972,0,3.67438,3.83333,0,0,18.2461,26.0952,0,6.27381,0,0,15.774,10.4051,0,0,4.45,person
0,195,78,0,0,223,85,0,147,0,0,259,87,0,0,135,0,1007,1011,0,0,15,932,0,9,0,0,895,1009,0,0,13,0,79.4975,56.4853,0,0,76.2254,51.799,0,92.0833,0,0,84.669,47.3553,0,0,60.4853,0,22.523,0,0,0,14.8627,5.375,0,9.39966,0,0,22.7428,8.49333,0,0,0,0,15.4626,0,0,0,11.818,14.7222,0,9.30034,0,0,19.4354,8.94333,0,0,0,person
0,138,74,0,0,163,35,0,124,0,0,165,52,0,0,122,0,987,994,0,0,19,16,0,1019,0,0,920,967,0,0,15,0,85.6396,55.6569,0,0,143.338,23.799,0,42.3848,0,0,87.9411,41.1127,0,0,58.7279,0,20.3297,0,0,0,9.75765,3.5,0,7.43333,0,0,11.456,9.23377,0,0,17.625,0,17.0625,0,0,0,12.0026,26.7143,0,7.44167,0,0,8.01766,5.5,0,0,12.9708,person
0,163,37,0,0,122,4,0,134,0,0,157,63,0,0,149,0,971,1012,0,0,967,6,0,5,0,0,26,1001,0,0,960,0,75.4975,30.8284,0,0,74.0416,0,0,36.4853,0,0,189.539,54.1838,0,0,130.912,0,23.7616,0,0,0,24.0159,0,0,10.6111,0,0,23.7688,11.7425,0,0,22.4389,0,9.87469,0,0,0,26.8373,0,0,1.22222,0,0,14.8611,8.61873,0,0,13.8,person
0,183,87,0,0,184,79,0,141,0,0,182,77,0,0,141,0,987,1010,0,0,48,14,0,9,0,0,751,1001,0,0,878,0,88.669,119.657,0,0,75.7401,55.8406,0,99.7401,0,0,256.995,64.669,0,0,129.698,0,19.164,14.3333,0,0,15.1969,8.12366,0,20.2998,0,0,16.9017,15.0911,0,0,20.7407,0,10.9891,4.83333,0,0,8.96491,20.2688,0,13.7239,0,0,15.2924,9.06985,0,0,11.6481,person
37,126,91,19,25,255,42,0,198,27,30,169,122,77,5,195,3,958,1002,1005,7,36,987,0,1021,1018,1013,898,17,5,1,35,0,82.8112,62.1421,13.6569,16.1421,156.894,23.799,0,116.569,0,37.6569,65.2132,83.2965,0,0,88.8701,0,9.38753,0,0,28.5,10.9727,3.5,0,15.4683,0,0,2.5873,16.1937,0,0,26.0137,0,8.59079,0,0,28,13.1434,26.7857,0,9.59056,0,0,18.5556,16.3892,0,0,5.22791,person
0,94,101,13,16,240,83,18,224,47,0,190,107,0,0,170,0,991,1009,1007,1019,92,18,7,10,22,0,26,1005,0,0,35,0,65.4975,60.4853,0,9.65685,77.4558,52.6274,0,154.368,0,0,102.77,76.3259,0,0,112.426,0,21.6787,0,0,29,16.0976,1.75,0,8.97672,0,0,16.3587,10.6165,0,0,20.7608,0,15.4922,0,0,28.5,14.766,6.83333,0,6.87925,0,0,15.842,8.58423,0,0,8.28082,person
0,193,4,0,0,110,104,0,149,0,0,241,162,0,0,246,0,1019,6,0,0,10,976,0,1017,0,0,982,986,0,0,993,0,87.8406,0,0,0,46.0416,51.9411,0,48.0416,0,0,86.7696,55.2132,0,0,68.7696,0,11.4,0,0,0,20.7944,5.25,0,8.02213,0,0,25.8016,7.02469,0,0,13.4963,0,17.7,0,0,0,7.54444,21.5071,0,17.8693,0,0,21.4947,14.9753,0,0,10.2244,person
0,300,157,0,0,280,227,0,232,0,0,325,109,0,0,336,0,1001,941,0,0,1009,934,0,1012,0,0,926,1015,0,0,61,0,155.539,118.042,0,0,100.125,178.61,0,75.598,0,0,61.9411,69.2548,0,0,120.184,0,19.8384,27.381,0,0,16.0556,8.15882,0,7.71098,0,0,20.8062,4.07143,0,0,12.3889,0,14.2965,5.90476,0,0,13.9111,20.7294,0,14.4299,0,0,14.1952,13,0,0,5.24811,person
