%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
227,246,240,206,375,146,279,313,238,23,3.5,26.5,1,8.5,3,5.5,3.5,19.5,36,1806,1820,1813,1828,1841,1832,1840,1770,paramedics
190,145,161,120,221,115,186,152,168,7.5,2,16.5,0,4.5,1,8,0,14.5,3,7,1836,1829,1743,1824,1833,1794,1795,paramedics
140,190,49,169,248,166,189,217,94,12.5,26.5,7,3,8.5,10.5,7.5,22,11.5,1825,1752,1789,1727,1658,1821,1815,1765,1830,paramedics
264,134,261,284,287,345,291,327,15,17,0,0,12,1,21,12.5,30.5,1.5,14,10,1844,6,1819,1733,1837,1738,1843,paramedics
182,283,73,110,416,279,266,343,238,2.5,31.5,9.5,7,4.5,17.5,12.5,14.5,19.5,1842,1838,26,1836,20,1843,1834,1754,1834,paramedics
339,244,370,631,395,412,373,407,9,11.5,5.5,0,9.5,3,23,14.5,25,1,1722,1767,1841,1818,1803,1773,1837,24,23,paramedics
137,143,120,172,223,126,162,158,120,4,0,1,2.5,6.5,0,4.5,1,0.5,6,3,10,1839,1613,1841,1779,1783,1835,paramedics
51,110,116,121,190,27,105,121,126,0,0,12.5,2,9.5,0,6.5,2,7.5,5,1788,13,4,1787,1834,1833,1801,1774,paramedics
111,144,145,79,151,8,126,96,122,0,3.5,15.5,13,3,0,2.5,0,1,4,1728,6,1823,40,1842,1770,1823,1780,paramedics
98,108,76,112,201,49,183,159,107,0,0,0,2,2.5,0,2.5,1.5,0,4,8,9,1826,1718,1823,1800,1741,1824,paramedics
104,124,179,130,184,75,157,182,79,0,1,10.5,1,4,0,2.5,0,1,12,1691,1823,1825,1763,1825,1822,1826,1834,paramedics
177,205,259,187,290,203,296,285,356,5,19.5,6.5,1.5,3,0,2.5,2.5,3,10,24,1627,1828,1822,1818,1725,1704,1510,paramedics
179,165,126,232,237,183,185,177,213,0,0,10.5,2,7,14,2.5,6,9.5,31,1839,1744,1808,1797,1825,1837,24,1706,paramedics
195,201,52,262,296,197,227,239,225,6,19.5,7.5,19,50,21.5,2.5,12.5,7,5,1617,32,1805,1788,1750,1842,1741,1750,paramedics
200,203,160,220,312,251,188,236,238,0.5,4,16.5,3,1.5,5,7,3.5,5.5,2,1819,1827,1826,1662,1705,1684,1839,1680,paramedics
113,53,85,131,267,170,155,197,222,0,6.5,9,1,11.5,8,12,2,8,3,1822,1802,1840,1766,1791,1830,1720,1720,paramedics
8,131,97,273,162,212,120,231,316,0,26,6,7.5,6.5,12,2.5,2,4.5,4,1753,1793,1728,1811,1799,1799,1828,1736,paramedics
164,148,132,127,259,186,133,210,225,0,0,8.5,0,4.5,0,4.5,2,2.5,6,1832,15,11,1807,1807,1834,1781,1804,paramedics
256,206,191,249,320,242,183,204,263,4.5,8.5,8,5,3,3,2.5,0,1.5,33,1663,1813,1815,1819,1803,1815,1785,1700,paramedics
166,187,191,231,312,205,190,226,234,1.5,3,10,5,3.5,2,7.5,2,3.5,43,1839,5,1786,1767,1838,1835,1805,1818,paramedics
183,172,267,251,330,240,258,294,264,3,2.5,9,4,8.5,8.5,4.5,5,2.5,51,1688,1770,1803,1805,1836,1826,1753,1787,paramedics
155,145,164,187,171,183,189,174,255,5.5,0,9.5,7,4,0,5.5,0,4.5,1775,1841,1832,1822,7,1809,1834,1785,1776,paramedics
218,129,168,243,243,142,228,181,227,3.5,1.5,17.5,1,3.5,2,0.5,0,5.5,1812,1846,1819,1827,1580,1838,1787,1747,1779,paramedics
188,212,183,185,300,237,173,123,264,0,5.5,6.5,2,3,1,2.5,0,3.5,15,14,13,1790,1803,1796,1836,1831,20,paramedics
195,186,164,216,281,157,204,182,195,7.5,6,14,6.5,2.5,6,4.5,2,6.5,7,1784,1828,24,1593,1800,1821,1803,1799,paramedics
152,201,144,192,293,243,166,213,230,2.5,2,5.5,2.5,5,2,6.5,0,2.5,1845,1801,1818,8,1764,1826,1811,1835,1693,paramedics
79,163,219,234,315,187,229,221,230,0.5,5,15.5,3,4.5,1,4.5,0.5,7,3,20,1816,1788,1772,1811,1826,1844,1813,paramedics
69,131,109,349,134,134,173,183,150,0.5,10,16,8,3.5,15.5,5.5,1,0,21,1818,1797,1751,1782,1786,1816,1663,1839,paramedics
129,195,151,220,280,162,169,187,174,2,6,13,3.5,8.5,6.5,8.5,2.5,8.5,5,1764,1831,1589,1629,1783,1833,1827,1697,paramedics
185,260,232,230,325,241,168,201,212,0.5,9,15.5,4.5,2.5,8.5,13.5,4,12,1827,1847,4,1835,1817,1786,1824,1817,11,paramedics
15,126,137,140,286,229,121,171,186,0,1,10.5,8.5,5.5,4,13.5,10.5,2.5,1835,1835,1828,1628,1794,1835,1818,1801,1783,paramedics
101,122,149,142,196,56,120,131,124,5,11,13.5,0.5,83.5,0,7.5,1,0,1728,1817,1831,1757,27,1819,1826,1818,1824,paramedics
198,191,166,127,275,145,225,205,190,15,1,12.5,1,1.5,0,6.5,5,2.5,1606,1823,1801,1814,1676,1830,1786,1822,1801,paramedics
185,152,170,162,276,203,203,258,165,4,2,10.5,3,2,0.5,2.5,2,12.5,11,1821,1838,1718,1438,1825,1781,1667,1829,paramedics
242,175,241,151,277,94,299,192,241,4.5,0,18.5,1,101,0,3.5,4,0.5,9,1825,3,1801,30,1839,1824,1755,1757,paramedics
158,165,243,66,306,193,159,259,268,1,0,10.5,3,2.5,1,1,2,2.5,11,1760,7,1833,1645,1796,6,8,1767,paramedics
168,220,123,265,367,304,232,216,99,1,1,11,12,10.5,42,11.5,1,1,3,1839,1792,1842,1651,1767,1816,1811,1745,paramedics
143,232,233,245,297,193,217,203,159,1.5,6,13.5,3,19,6,11.5,6.5,6,7,1813,1761,1762,1808,1767,1815,1709,1710,paramedics
107,184,155,193,299,252,353,300,158,2,4,11,4,13,16,17.5,12,13.5,1799,1844,1717,1841,1828,1774,1825,1756,1732,paramedics
154,252,195,160,421,328,231,129,292,0,4,25,1,14,23.5,11,18,0,18,1784,1680,29,1512,1808,1824,1760,40,paramedics
127,244,131,227,334,250,211,281,295,32.5,7,15,1,10.5,15,10.5,14,22.5,18,6,1820,1838,1829,1804,1832,1762,1765,paramedics
147,143,156,141,212,144,132,68,137,7,1,2.5,2,4,0,0,1.5,10.5,20,1813,2,1721,1604,1817,1824,1748,1694,paramedics
204,136,171,162,200,128,131,92,156,19,1,14.5,2,5,0,1,0,14.5,26,1647,1843,1833,1788,1829,1811,1804,1720,paramedics
148,124,177,107,219,149,188,199,221,12,0,31.5,12.5,3.5,0,5.5,2,10,1647,1752,1834,1829,29,1836,1810,1818,1793,paramedics
147,105,139,125,175,117,114,99,136,37,6,19.5,2,1.5,1,0,5.5,9.5,9,37,1826,1839,14,1808,1817,13,1711,paramedics
104,153,126,115,209,127,119,81,151,21.5,4.5,23,2,4.5,0,2.5,1,4.5,1756,3,1814,7,1675,1800,9,1817,1805,paramedics
0,306,24,35,228,30,0,151,0,0,198,0,0.5,5.5,2.5,0,11.5,0,0,26,8,4,34,1820,0,1625,0,person
8,296,0,50,275,48,4,230,0,0,25.5,0,2,2.5,2.5,0,19,0,1840,1760,0,1832,1515,1833,2,1787,0,person
100,170,0,28,322,26,61,196,26,2,10,0,2,6.5,2,8,13,0,1797,6,0,11,1529,6,23,45,5,person
112,266,0,45,285,42,36,189,26,14.5,23,0,4.5,1.5,0,6.5,19.5,2,1827,1809,0,4,22,1799,13,1764,4,person
76,336,168,22,351,25,78,189,38,2,30.5,0,0,4,0.5,8,130.5,0,1782,10,2,3,1549,1840,1844,1726,4,person
0,283,81,5,322,17,27,204,62,0,19.5,0,0,10,0,4.5,24.5,0,0,65,6,3,1631,1824,8,1806,12,person
69,245,85,15,264,57,30,238,31,6.5,24.5,0,0,90,0,0,22.5,3,1822,20,10,2,1807,4,5,6,1843,person
19,166,0,20,238,0,36,245,37,1,13.5,0,1,2,0,0,24,3,4,1799,0,5,1829,0,11,1758,1830,person
67,159,0,22,216,0,51,351,17,8.5,15.5,0,2.5,4.5,0,0,25,2.5,1838,17,0,5,1837,0,14,1723,2,person
117,212,45,25,281,29,8,276,48,11,14,0,3,4,0,0,27,7,1833,1829,10,6,1800,1810,4,1601,3,person
0,304,7,0,236,5,0,245,0,0,55.5,0,0,8.5,0,0,22.5,0,0,30,3,0,14,6,0,101,0,person
0,352,7,0,223,0,0,268,15,0,42.5,0,0,21,0,0,32.5,0,0,11,8,0,40,0,0,1585,18,person
0,342,0,8,224,0,6,293,3,0,293,0,0,23,0,0,64.5,0,0,1588,0,4,33,0,1840,1652,6,person
0,358,9,3,312,17,5,328,11,0,340,0,0,3,0,0,63.5,0,0,27,8,3,32,6,1845,1627,1848,person
33,344,0,34,283,18,70,291,60,0,17.5,0,0,9,0,8,25,13,1841,1683,0,1847,5,5,12,1631,1795,person
42,249,37,8,218,14,0,179,0,3,14.5,2,1,2.5,0,0,9,0,5,58,1832,4,42,5,0,1810,0,person
0,227,61,0,174,4,27,187,21,0,27.5,9.5,0,15.5,0,5,19,5,0,1743,11,0,34,5,1826,1702,17,person
125,230,89,47,247,42,7,211,0,0,20.5,14.5,6,88,1,0.5,39.5,0,2,1781,1761,1821,1493,1797,6,1659,0,person
69,261,83,23,253,12,29,192,0,4,20.5,0,2,2,1,4.5,16,0,9,58,13,1844,1502,1832,1817,1568,0,person
71,206,0,7,270,48,74,172,0,6,14.5,0,1.5,3,1,25,13,0,1768,1582,0,6,1532,10,5,1672,0,person
79,270,46,24,367,16,20,367,55,6,21,1,1,1.5,1,0,18,0,6,1654,1837,5,36,1841,5,1823,3,person
95,319,16,19,403,12,15,351,30,3,22.5,0,3,5,2,1,17.5,0,1830,1800,1833,7,32,5,1840,1786,11,person
104,351,0,19,365,14,55,312,0,4,81,0,0,3.5,1,2,29.5,0,1829,8,0,1840,35,3,6,60,0,person
33,328,79,8,406,174,52,309,45,0,14.5,5.5,0,5,0,5.5,23,0,1837,1845,45,3,1449,7,5,1643,1839,person
0,309,211,0,376,44,139,252,0,0,22,55.5,0,19.5,2,15,181,0,0,1732,1841,0,1497,1811,1817,1644,0,person
43,442,188,18,417,131,32,557,26,1,31.5,0,0,4,0,0,18.5,3,1840,1803,10,9,1814,14,1843,1838,1843,person
138,481,19,207,358,0,178,457,77,9,17,0,0,8.5,0,0,17.5,3.5,1844,1813,10,1827,1717,0,1827,1826,6,person
243,445,14,76,433,174,118,342,134,4,16,0,7,6,0,0,22.5,11.5,1836,1824,1839,1842,1840,1844,1818,1827,1785,person
144,595,16,68,428,53,108,373,135,0,14,0,0,0,0,10,7.5,9,1839,1825,26,29,1817,23,1842,1820,1840,person
231,400,459,43,609,259,10,582,114,6.5,12,0,1,5,0,0,29.5,16,1836,1719,6,8,1801,16,1839,1785,1831,person
59,376,143,12,270,36,24,330,11,0,29,0,1,5.5,0,1,30.5,1.5,24,7,9,3,1583,9,8,1706,7,person
9,421,35,3,260,0,16,263,4,0,701,0,0,2.5,0,0,45.5,0,1839,1774,16,3,26,0,4,1653,4,person
56,361,60,24,316,28,110,226,52,4,17.5,6.5,0.5,7.5,0,8,18.5,7.5,1812,43,6,1847,1597,13,1837,1780,19,person
0,363,27,19,341,8,28,329,10,0,28.5,1.5,1.5,6.5,0,2,33,0.5,0,1771,1845,1844,32,8,1832,1478,4,person
0,404,8,0,335,12,35,304,20,0,761.5,0,0,5,2,1,47,0,0,1829,10,0,22,5,1838,1757,12,person
56,262,342,5,221,112,83,198,50,7,29.5,0,0,6,0,3,40.5,5,5,1838,18,4,1831,31,8,1757,16,person
111,232,0,36,437,189,332,571,189,6.5,11.5,0,0,15,0,3,20,18.5,1838,1836,0,1831,1549,6,1827,1838,1736,person
163,364,17,54,377,40,10,243,235,28.5,14.5,0,0,2.5,0,0,15,37,8,1749,7,8,1727,6,1845,1755,4,person
169,365,23,9,246,434,0,188,201,7.5,16.5,0,0,51.5,0,0,4,23,1827,1801,13,8,10,86,0,1674,1796,person
163,253,0,75,286,253,0,243,98,33,11.5,0,0,7.5,0,0,12.5,10.5,1733,1712,0,13,1622,7,0,12,11,person
7,514,113,5,458,31,93,339,58,0,13.5,0,0,5.5,2,4,32.5,0,1843,48,8,4,1745,1833,15,1751,10,person
12,639,288,252,472,28,143,281,14,0,19,0,0,11.5,1,6.5,18.5,0,1839,1837,1836,2,1756,1840,1822,1739,6,person
214,529,25,138,377,17,71,342,8,0,14,0,0,6,0.5,4.5,41.5,0,9,1641,10,3,1742,1846,1844,1779,8,person
132,409,10,28,482,44,83,294,11,11,34,0,3,21,2,8,25.5,0,1824,12,10,10,45,1833,1797,1831,14,person
52,402,195,1,395,24,62,312,47,2,20.5,0,0,13.5,1,7,23.5,0,1827,14,44,2,1468,1825,1843,33,29,person
67,280,16,3,259,17,2,227,7,7.5,15,0,0,4.5,1,0,29.5,0,1767,1829,1833,4,45,1824,2,38,12,person
34,271,66,12,271,5,15,153,0,0,14.5,1,2,17,0,0,4.5,0,1821,1774,1799,4,1359,4,4,1833,0,person
85,267,83,15,322,22,55,249,22,7,12,10,2.5,88.5,0,7,25.5,0,1813,1734,14,11,1484,1812,9,1676,1846,person
88,249,126,85,373,51,92,285,20,7.5,12.5,13.5,8.5,28.5,2,12.5,18,0,1773,1824,1635,1807,1507,1801,1726,40,25,person
8,301,129,3,416,43,87,294,57,0,24.5,6.5,0,25,1,13,7.5,0,1841,14,1723,3,1238,1830,24,1548,5,person
54,161,41,14,204,6,33,165,24,4,19,0,1,4,0,0,23,4,1767,1725,1791,7,79,5,11,11,25,person
101,181,0,22,223,12,62,194,37,8.5,19.5,0,5,1.5,0,0,37.5,6.5,1796,1775,0,1831,1587,22,2,1777,1811,person
86,153,0,27,157,21,7,140,37,6.5,16.5,0,2.5,21.5,0,0,40.5,7,1818,1830,0,1829,1835,7,1847,12,1810,person
54,168,0,9,175,0,36,176,9,0,19,0,2,4.5,0,0,25,0.5,1819,1646,0,4,26,0,1848,32,1838,person
59,188,0,14,162,0,5,190,18,0,20,0,1,5,0,0,34.5,2,3,1442,0,1846,1780,0,5,23,16,person
132,263,159,76,296,24,244,270,7,9.5,17.5,0,0,11,3,0,18,0,1839,1815,13,5,1818,3,14,44,8,person
82,482,17,51,193,78,6,360,31,3,16,0,0,0,0,0,14.5,3,1803,1814,10,20,1742,19,5,7,1831,person
101,290,199,8,350,27,321,360,58,7.5,25.5,0,0,3,0,0,28,5,1780,1780,41,4,1818,6,13,1733,32,person
0,191,0,0,282,0,0,263,0,0,20.5,0,0,9.5,0,0,54.5,0,0,1833,0,0,1770,0,0,1751,0,person
130,195,0,175,235,140,24,244,96,7,13.5,0,0,22,0,0,11,12,1819,1818,0,18,1803,17,1835,1828,1806,person
88,269,257,30,368,27,131,402,75,3.5,15.5,0,0,1,0,0,17,6,1830,1805,1846,5,1843,2,17,1739,21,person
121,284,88,47,246,34,332,268,109,10.5,11.5,0,5,2,0,0,30.5,12.5,1823,1839,1833,1841,1833,6,6,1763,1809,person
117,233,0,27,314,0,16,286,94,4.5,15.5,0,4,12.5,0,0,28.5,8,1841,1817,0,1830,1827,0,6,1809,1805,person
142,261,0,77,275,0,115,232,110,9.5,15,0,0,7.5,0,0,24,12,1832,1773,0,1835,1831,0,1817,1702,1822,person
86,348,0,11,298,15,0,268,49,6,35,0,0,11.5,0,0,12.5,7.5,20,1788,0,6,1835,5,0,1813,32,person
6,391,6,11,458,8,10,315,0,0,15,0,0,12,0.5,0,14,0,3,1832,5,5,1825,5,4,1808,0,person
148,573,0,71,599,37,45,557,61,2.5,12.5,0,2.5,9,3.5,0,23.5,0,1794,1815,0,4,1645,1806,17,1739,12,person
9,498,133,8,527,272,112,325,0,0,34,7,0,16,0,6,204,0,7,1830,1816,5,1757,6,1842,1830,0,person
81,557,187,35,552,13,46,476,18,3,23.5,0,2,12,0,3,23.5,2,1846,6,36,3,1601,7,1841,1764,13,person
15,585,137,283,645,24,72,372,155,0,53,6.5,0,28.5,0.5,7.5,34,0,1824,1827,1754,43,1544,1830,7,1730,10,person
11,412,41,5,406,3,6,519,3,0,139.5,0,0,4,0,0,19,0,1841,1561,12,4,1741,8,4,1753,6,person
69,430,5,26,300,40,63,302,36,2.5,14,0,0.5,12.5,0,0,15,4,9,1771,7,3,1781,16,9,27,1828,person
164,393,57,88,395,12,369,372,141,5,11.5,0,4,7,0,0,11,12,1815,1831,1841,5,1595,1835,5,1824,1828,person
122,312,5,39,276,105,28,307,42,7.5,18,0,6,5,0,0,19,5,1824,34,10,10,1832,1830,4,89,18,person
49,277,198,11,393,24,156,313,38,2,19,0,0,4,0,0,24.5,0,1824,1781,12,4,1795,4,34,161,27,person
50,392,171,41,257,12,59,301,15,5,28.5,0,0,5.5,0,0,22,3,1794,1760,10,5,1492,1838,5,1780,1838,person
0,361,0,0,262,0,0,234,0,0,105,0,0,6,0,0,12.5,0,0,31,0,0,16,0,0,1786,0,person
0,416,34,0,251,6,22,231,0,0,40,0,0,19.5,0,1.5,23,0,0,8,1843,0,75,2,8,1786,0,person
0,213,69,23,305,33,51,191,0,0,15,6,1.5,22.5,0,6,21,0,0,1757,25,5,1492,8,1798,1790,0,person
97,341,99,160,446,62,94,324,37,11.5,12,2,6.5,11,1,8,20,0,1829,102,6,1725,73,1846,1804,1635,6,person
86,253,122,34,348,26,183,309,56,5.5,14,0,0,3,0,0,19,8,1816,1686,22,13,1838,14,3,1755,1797,person
83,235,3,16,347,18,246,303,51,4.5,20,0,1,7,0,0,43.5,7,7,38,3,1844,1772,9,10,1823,14,person
79,211,34,6,309,20,0,277,39,3.5,12.5,0,0,8,2,0,20.5,6.5,1811,1796,12,7,1740,1830,0,1799,1830,person
120,331,143,47,282,11,19,295,17,0,8.5,0,0,10,0,2.5,38.5,2,3,1710,85,6,150,3,5,38,1848,person
0,264,0,0,181,0,0,265,0,0,19,0,0,11.5,0,0,32,0,0,1716,0,0,70,0,0,1823,0,person
0,142,50,0,138,38,29,201,49,0,13.5,7.5,0,4.5,2,2.5,23,11,0,15,15,0,56,1829,1809,1841,1793,person
96,187,28,0,192,12,15,171,26,0,15.5,0,0,29,0,0,16.5,4,19,1696,20,0,28,1828,4,1748,1832,person
13,186,28,0,156,5,16,187,13,0,0,0,0,8,0,4.5,20,1.5,1837,11,14,0,28,1835,8,1745,16,person
64,316,7,13,197,0,46,227,46,9.5,13.5,0,0,4.5,0,6,23,8.5,1824,1706,3,12,1839,0,1824,1492,1812,person
55,136,24,5,262,13,20,280,6,0,12.5,0,0,4.5,0,0,34,0,1811,85,22,3,49,4,8,1800,8,person
139,351,37,14,282,17,5,249,44,0,13.5,0,1.5,8.5,2,0,29.5,0,3,55,1833,2,60,4,6,1582,1833,person
53,238,60,16,316,11,8,301,0,4,12.5,0,0,7,2,0,18.5,0,18,18,1820,1847,137,1839,1845,1812,0,person
68,236,61,5,307,13,23,297,4,4,28,4,0,26.5,0,2,21.5,0,1784,3,15,6,75,20,1838,44,8,person
64,236,88,25,287,29,6,275,34,4,15,9,5,43,0,0,28,0,1832,22,22,1807,63,15,4,1555,1843,person
57,281,32,43,368,11,7,247,0,2,16,0,2,13,1,0,50,0,1834,5,1833,7,31,3,3,79,0,person
104,270,16,70,292,4,206,333,74,18.5,16.5,0,2,6,0,0,24,7.5,14,1802,4,1811,1835,6,130,1768,9,person
99,247,162,96,468,8,138,197,136,0,17,12,0,28.5,0,15.5,10.5,16,6,1707,1841,4,1825,9,1765,1828,1792,person
78,324,20,9,402,12,172,305,31,3,21,0,0,5.5,0,0,4,3,1840,1804,1832,5,1801,4,4,1696,1840,person
107,278,0,45,283,103,45,203,101,11,35.5,0,0,9.5,0,0,6,10,1839,1779,0,9,139,26,5,1796,1846,person
140,49,182,10,359,19,10,175,62,3.5,5.5,6,1.5,10,0,0,14.5,4.5,1715,1836,1836,10,66,7,4,1750,1820,person
0,343,0,0,231,0,0,336,0,0,303,0,0,7.5,0,0,33.5,0,0,1636,0,0,31,0,0,24,0,person
0,318,0,0,209,0,0,274,0,0,26.5,0,0,35,0,0,38,0,0,9,0,0,20,0,0,1622,0,person
80,377,24,22,318,2,5,407,3,0,33.5,0,0,4,0,0,49,0,1844,39,1832,3,1515,6,1841,41,6,person
0,450,0,96,304,10,29,259,0,0,173.5,0,0,3.5,0,2,12,0,0,160,0,3,1514,4,6,1766,0,person
0,387,107,0,284,27,72,250,4,0,427,6.5,0,8,0.5,6,18.5,0,0,71,14,0,63,1810,1834,24,8,person
117,242,14,50,328,27,52,507,31,6,11,0,7,14.5,0,7.5,27,1.5,1829,1845,7,1766,26,1839,3,1748,9,person
108,404,209,78,475,34,0,445,31,4,8.5,0,6,16.5,2,0,20,1.5,1838,24,26,1794,1525,1832,0,18,4,person
38,353,111,55,409,31,25,370,19,5,13,0,6.5,15.5,2,1,19.5,0,29,1553,22,1832,1750,1829,1840,1737,8,person
57,286,0,46,426,10,24,390,24,0,21,0,2,11.5,0,0,32.5,3,1833,1836,0,1801,75,4,1841,1579,8,person
81,249,3,64,395,16,52,286,19,2,11.5,0,2,11,2,0,41,1.5,1841,14,5,1797,1490,1831,20,1794,12,person
91,406,165,6,335,21,77,307,0,5,502.5,0,0,3,1,9.5,34,0,13,100,1802,4,1659,1840,6,1727,0,person
45,350,61,70,305,11,60,254,0,0,19,3.5,0,16.5,0,1,32,0,1836,1637,1835,15,114,3,11,19,0,person
0,273,121,54,428,54,79,306,49,0,39.5,7.5,0,25.5,3.5,7,28,0,0,1777,5,9,20,44,1817,1711,10,person
90,341,160,44,443,12,69,235,0,0,22.5,11,6,11.5,1,7,8.5,0,26,29,1779,1832,1632,6,1801,1615,0,person
20,394,130,91,440,29,102,319,0,0,17,7.5,0,22.5,2,8,30,0,2,74,7,7,1572,1826,1842,1764,0,person
217,589,77,108,683,75,240,448,92,8,26,0,5,9,0,0,18,6,1840,1766,1839,1844,1805,7,1844,1505,3,person
206,111,253,49,624,10,65,335,91,0,0,11.5,0,10,0,0,0,2,1832,1819,1833,1839,1831,10,29,1824,13,person
128,296,362,134,271,297,87,350,76,2.5,9.5,0,5.5,5,0,0,2.5,2.5,1831,30,18,38,6,13,1839,1843,1830,person
119,428,491,20,508,240,76,745,120,4,13.5,0,0,27,0,0,16.5,8.5,1841,1833,1770,2,1836,6,1825,1736,1741,person
244,343,247,324,414,10,84,368,225,12.5,3.5,11,0,102.5,0,0,5,17.5,1837,1776,1802,1841,1846,12,1837,1834,10,person
143,180,50,145,294,151,124,189,123,14.5,24.5,10,12.5,35,19,24,18.5,18.5,10,1820,1806,1700,1752,1810,1739,18,1813,police
128,159,45,128,255,142,151,148,144,32,32,0,6,17,22.5,16.5,8,23.5,1823,1801,1790,1687,1798,1839,1808,16,1794,police
75,231,1,156,314,142,127,136,173,14.5,34.5,0,15.5,22,18,21,11.5,26.5,1821,15,2,1796,1741,1800,1751,27,1702,police
138,189,41,148,255,152,174,121,157,10,29,8.5,12,16,23,26,4,20.5,1789,1708,19,1765,1824,1646,16,1807,17,police
126,173,39,150,318,163,146,64,157,27,29.5,0,15.5,424.5,29,29,2.5,29.5,1713,22,6,1762,1439,7,1748,32,1684,police
157,348,63,149,223,202,85,214,134,24.5,35.5,10,34,56,30,15.5,31,18,13,1774,1805,1705,1742,1797,1805,1827,50,police
110,357,115,124,254,217,196,183,106,15,22,18.5,23,5,37.5,23,13.5,16.5,1765,1713,28,1791,1655,30,1638,1694,1800,police
117,391,121,165,359,230,165,240,147,22.5,26,19.5,19.5,11.5,24,24.5,14,13.5,1793,1779,1804,1776,1824,1601,1760,9,1834,police
119,386,83,119,314,204,157,266,105,18.5,35,12,15.5,17,17.5,25,21.5,17.5,1726,1442,14,1709,1835,34,1831,1656,1813,police
87,319,124,210,276,184,80,279,183,15.5,34.5,16.5,33.5,13,12.5,12.5,21.5,25.5,18,1756,1731,1740,1819,1824,1783,1697,1818,police
140,220,106,178,357,212,202,285,117,14,43,14.5,17,23,66,10.5,6,17.5,1750,1839,1818,1818,1789,5,1757,80,18,police
179,400,129,275,377,321,139,383,90,20.5,22,15.5,25.5,18,37,12,34.5,12.5,1753,1788,1780,1657,1797,1688,18,1751,25,police
117,404,131,249,327,227,143,304,54,17.5,15.5,21,29,23,43.5,19.5,38,8.5,1779,1614,1786,1694,1706,1728,1782,1645,1798,police
166,391,37,278,159,286,58,250,116,8,32,3,22.5,6,20.5,7.5,22.5,14,32,1587,29,1700,1730,1677,1806,1606,1767,police
72,301,78,228,241,164,80,220,33,11.5,32.5,6.5,45.5,44.5,52,12,19,5,1778,1754,1817,1632,22,1695,1786,1667,26,police
89,123,104,136,268,102,68,137,104,18.5,11.5,0,14,8.5,10.5,9,10,23,1755,1755,1810,1798,1628,1796,8,1772,1735,police
74,87,23,120,203,137,110,75,94,18,40,0,19,20,12,12.5,1,40.5,1823,3,19,1768,1821,7,1781,6,4,police
70,175,68,248,209,129,220,195,161,11,12,11,24,24.5,20.5,23,8,34.5,1779,7,1768,1824,1827,8,1810,1726,1626,police
78,174,63,151,266,215,224,209,161,9,27.5,0,18,15,14,9.5,2,19,13,1651,1830,1820,1747,14,1805,1770,1785,police
18,227,16,162,239,247,246,326,152,2,35,2.5,23,13,8,9.5,16.5,21,1841,30,8,1824,1794,1740,1810,1815,1726,police
177,137,67,235,240,142,185,96,164,71.5,6,12,13.5,15,20.5,25.5,9.5,33.5,11,1790,1819,1762,1820,22,1706,1770,1639,police
67,110,73,146,317,184,154,76,136,16.5,11.5,15,20.5,18,51.5,53.5,2,53.5,27,44,1751,1692,1809,41,18,1811,1707,police
46,148,53,171,292,190,201,219,181,7,18,9.5,24,6.5,25,19.5,14.5,62.5,1829,11,1806,1757,1791,3,1673,13,33,police
132,258,127,139,287,190,196,158,101,7.5,21.5,13.5,4,7.5,21,24.5,14,17,1721,1689,8,1844,1783,1775,1791,1617,1766,police
35,266,158,167,353,250,188,311,88,4,8,22.5,18,7,7.5,7.5,9.5,4,6,1762,13,1763,1835,1758,1797,1738,1831,police
108,385,87,149,235,162,109,210,118,19,29,15.5,32,16,18.5,20.5,31.5,7,49,1706,19,5,1789,1839,1719,1768,1693,police
108,446,123,258,287,191,117,289,173,15.5,31,17.5,20,14.5,4.5,19.5,22.5,22.5,35,1788,1786,1789,1839,1647,1813,1806,1777,police
