%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
137,143,120,172,223,126,162,158,120,4,0,1,2.5,6.5,0,4.5,1,0.5,8.875,0,38.5,0,23.8519,0,4.40741,0,20.3333,15.5833,0,10,0,20.0212,0,25.3466,0,15.3333,paramedics
51,110,116,121,190,27,105,121,126,0,0,12.5,2,9.5,0,6.5,2,7.5,0,0,34.3108,17.25,25.5,0,18.5833,15.6111,34.7639,0,0,24.4583,14.75,26.0278,0,18.4318,13.2222,20.1722,paramedics
111,144,145,79,151,8,126,96,122,0,3.5,15.5,13,3,0,2.5,0,1,0,16.7778,26.9627,31.2063,19.3889,0,2.16111,0,32.5,0,29.7778,8.72647,19.6175,25.3611,0,15.1889,0,21.5,paramedics
98,108,76,112,201,49,183,159,107,0,0,0,2,2.5,0,2.5,1.5,0,0,0,0,14.5,21.7259,0,3.3,8.59259,0,0,0,0,14.75,29.8741,0,30.7,7.44444,0,paramedics
104,124,179,130,184,75,157,182,79,0,1,10.5,1,4,0,2.5,0,1,0,14.5,18.9593,0,17.25,0,9.13333,0,20,0,30.5,5.25185,0,27.1667,0,19.7333,0,18.75,paramedics
177,205,259,187,290,203,296,285,356,5,19.5,6.5,1.5,3,0,2.5,2.5,3,3.33333,25.1587,16.493,13.3889,9.13889,0,2.18519,9.81667,23.7,26,9.42064,5.41958,10.3889,21.3194,0,25.1481,9.30833,22.4889,paramedics
179,165,126,232,237,183,185,177,213,0,0,10.5,2,7,14,2.5,6,9.5,0,0,6.80556,30,16.5,24.3544,19.9667,4.88889,35.8986,0,0,24.8254,23.25,18.2778,18.7088,28.5333,1.98148,12.268,paramedics
195,201,52,262,296,197,227,239,225,6,19.5,7.5,19,50,21.5,2.5,12.5,7,17.1333,18.3417,3.62778,7.17063,11.5,14.5692,11.5222,3.79825,35.7444,23.0667,26.4123,37.0889,4.6627,18.8667,15.6178,24.9778,1.69298,9.27778,paramedics
200,203,160,220,312,251,188,236,238,0.5,4,16.5,3,1.5,5,7,3.5,5.5,1.66667,16.1944,13.3042,24.5417,32.3333,23.7,32.4222,17.2389,23.6061,20.3333,21.5,21.2793,21.1667,20.6389,15.6333,25.7784,4.73889,10.2828,paramedics
113,53,85,131,267,170,155,197,222,0,6.5,9,1,11.5,8,12,2,8,0,37.9103,5.47222,6.25,12.3145,24.2917,23.4538,9.5,36.9556,0,16.8782,29.4167,19,21.0397,31.5417,18.9517,2.77778,13.3111,paramedics
8,131,97,273,162,212,120,231,316,0,26,6,7.5,6.5,12,2.5,2,4.5,0,31.091,4.58333,27.1167,8.6,17.553,2.125,0.75,22.25,0,13.1728,33.7917,29.1667,20.6444,18.4432,16.25,2.25,8.83333,paramedics
164,148,132,127,259,186,133,210,225,0,0,8.5,0,4.5,0,4.5,2,2.5,0,0,19.2745,0,17.7758,0,22.0222,9.91667,26.4444,0,0,22.7451,0,20.4802,0,26.1444,3.44444,17.8667,paramedics
256,206,191,249,320,242,183,204,263,4.5,8.5,8,5,3,3,2.5,0,1.5,5.69444,19.2417,17.1667,22.25,17.5333,23.963,32.5222,0,25.963,27.6111,24.9222,22.3333,17.875,9.27778,19.7407,21.7444,0,13.6296,paramedics
166,187,191,231,312,205,190,226,234,1.5,3,10,5,3.5,2,7.5,2,3.5,0,4.09259,12.2833,13.0833,12.427,31.75,18.0556,6.22222,21.3911,0,19.9259,16.0976,8.66667,11.1619,18.5,16.6111,3.55556,16.7778,paramedics
183,172,267,251,330,240,258,294,264,3,2.5,9,4,8.5,8.5,4.5,5,2.5,3.97222,20.75,11.037,7.89333,8.82862,19.3214,27.7963,29.1333,33.4778,29.4444,13.25,7.7037,6.39333,11.287,12.6929,35.3704,23.7111,19.0778,paramedics
155,145,164,187,171,183,189,174,255,5.5,0,9.5,7,4,0,5.5,0,4.5,35.4259,0,15.1977,23.0714,1.92708,0,4.09933,0,24.0123,32.2037,0,20.8251,19.5238,17.6667,0,11.7694,0,15.9383,paramedics
218,129,168,243,243,142,228,181,227,3.5,1.5,17.5,1,3.5,2,0.5,0,5.5,20.0179,39,25.4672,13.5,3.12222,20,8.33333,0,36.9879,27.3095,12.5,24.8799,2.66667,16.2361,3.75,26.6667,0,23.0242,paramedics
188,212,183,185,300,237,173,123,264,0,5.5,6.5,2,3,1,2.5,0,3.5,0,11.3081,13.1417,19.8333,23.4778,14.75,23.5222,0,31.5238,0,22.2071,16.1391,4.25,7.24444,2,21.9778,0,16.3095,paramedics
195,186,164,216,281,157,204,182,195,7.5,6,14,6.5,2.5,6,4.5,2,6.5,20.9167,3.88889,15.5403,13.4302,5.71429,36.05,33.5926,5,36.8535,19.0833,20.8889,18.7778,16.3175,9.90476,11.5167,27.5741,22.25,23.2326,paramedics
152,201,144,192,293,243,166,213,230,2.5,2,5.5,2.5,5,2,6.5,0,2.5,2.66667,0,16.2424,30.8667,19.15,0,23.9487,0,9.81667,28.6667,0,18.4848,21.0667,21.5972,0,13.8974,0,3.43333,paramedics
79,163,219,234,315,187,229,221,230,0.5,5,15.5,3,4.5,1,4.5,0.5,7,2.66667,7.19048,24.2796,27.7778,10.3037,38.9167,10.7646,4.08333,36.1342,29.3333,35.3333,25.4785,18.8333,11.6441,20,22.9894,1.66667,17.2803,paramedics
69,131,109,349,134,134,173,183,150,0.5,10,16,8,3.5,15.5,5.5,1,0,0,25,14.5891,19.2222,0.375,32.4785,13.2597,1.16667,0,0,25.25,31.2272,10.2278,8,13.7608,16.1494,1.22222,0,paramedics
129,195,151,220,280,162,169,187,174,2,6,13,3.5,8.5,6.5,8.5,2.5,8.5,1.33333,13.2905,23.2902,9.60318,22.4865,37.25,16.8113,9.5,31.7181,13.1667,18.9667,34.7238,8.65079,21.4976,7.16667,13.6446,1.66667,5.37255,paramedics
185,260,232,230,325,241,168,201,212,0.5,9,15.5,4.5,2.5,8.5,13.5,4,12,0.666667,12.0926,22.0261,21.8542,35.4074,19.9333,23.4079,19.875,18.2866,13.6667,10.8056,20.7693,27.3542,17.2815,20.3667,14.7627,16.375,9.21857,paramedics
15,126,137,140,286,229,121,171,186,0,1,10.5,8.5,5.5,4,13.5,10.5,2.5,0,0,25.8956,7.7463,32.6861,3.75,25.5477,10.6746,38.7,0,0,30.632,21.5204,28.4221,5.625,9.61235,7.06746,4.2,paramedics
101,122,149,142,196,56,120,131,124,5,11,13.5,0.5,83.5,0,7.5,1,0,27.6,17.4545,28.8513,3.55556,19.0738,0,27.0869,3.875,0,35.5167,21.4091,19.6177,0.888889,21.8355,0,26.6525,2,0,paramedics
198,191,166,127,275,145,225,205,190,15,1,12.5,1,1.5,0,6.5,5,2.5,7.48148,3.125,23.8057,13.3333,11.3889,0,15.674,2,31.9778,7.97917,7.25,11.805,7.83333,25.8889,0,32.8535,2.05556,20.6444,paramedics
185,152,170,162,276,203,203,258,165,4,2,10.5,3,2,0.5,2.5,2,12.5,24.1611,1.91667,16.85,13.037,7.76389,0,22.5222,1.58333,15.1867,17.9889,12.3889,14.9667,12.4444,38.0694,0,38.4778,9.11111,27.2067,paramedics
242,175,241,151,277,94,299,192,241,4.5,0,18.5,1,101,0,3.5,4,0.5,5.60847,0,17.7335,12,9.72963,0,8.01429,1.20833,38.6667,23.918,0,8.07471,11.1667,29.8148,0,35.2857,3.53333,37.1667,paramedics
158,165,243,66,306,193,159,259,268,1,0,10.5,3,2.5,1,1,2,2.5,2.44444,0,19.2421,19.1852,14.3056,1.5,3.66667,3.58333,32.0333,4.77778,0,6.23016,20.7593,26.4722,6.875,19.75,6.44444,32.0333,paramedics
168,220,123,265,367,304,232,216,99,1,1,11,12,10.5,42,11.5,1,1,3,15.5556,11.2273,15.8333,19.8519,25.3367,15.3066,1,10.5,22.3333,20.9444,36.6591,15,20.537,17.5427,11.4519,8.75,0.75,paramedics
143,232,233,245,297,193,217,203,159,1.5,6,13.5,3,19,6,11.5,6.5,6,2.16667,8.98148,30.0008,12.8148,19.6194,36.4167,24.9272,4.32194,28.0833,19.5,17.4815,27.8272,3.27778,10.0028,37.5,18.5376,12.7578,3.5,paramedics
107,184,155,193,299,252,353,300,158,2,4,11,4,13,16,17.5,12,13.5,2.75,32.125,16.65,1.80952,11.7861,33.8893,11.7567,11.0093,16.1281,32.6667,23.125,35.3786,18.9048,28.9542,19.6049,10.5469,12.1458,8.40123,paramedics
154,252,195,160,421,328,231,129,292,0,4,25,1,14,23.5,11,18,0,0,8.34667,21.3042,0,24.7987,28.2311,18.0734,8.5,0,0,15.4767,30.9683,0,21.1242,20.7565,21.6579,10.4722,0,paramedics
127,244,131,227,334,250,211,281,295,32.5,7,15,1,10.5,15,10.5,14,22.5,2.88889,25.9405,10.714,3.25,24.6899,29.7621,21.3973,25.5704,21.2783,20.5556,29.7083,34.5272,1,29.65,9.91149,14.6433,8.77355,11.2254,paramedics
147,143,156,141,212,144,132,68,137,7,1,2.5,2,4,0,0,1.5,10.5,3.94048,37.5,18.3889,12.5556,16.2111,0,0,18.2222,20.7979,5.00595,3,2.95833,12.5,36.4611,0,0,24.1111,24.2466,paramedics
204,136,171,162,200,128,131,92,156,19,1,14.5,2,5,0,1,0,14.5,7.36374,4.75,25.9713,17.125,12.625,0,8.25,0,25.997,10.2122,12,12.908,16,32.4306,0,19.5,0,32.3023,paramedics
148,124,177,107,219,149,188,199,221,12,0,31.5,12.5,3.5,0,5.5,2,10,5.15556,0,20.7405,11.5,8.06548,0,15.1195,2,16.9109,8.82222,0,20.2344,10.6667,30.3869,0,37.1785,4.75,14.6123,paramedics
147,105,139,125,175,117,114,99,136,37,6,19.5,2,1.5,1,0,5.5,9.5,17.6183,7.56667,11.4417,0,9.27778,18.3333,0,10.1389,23.4561,25.5675,5.81667,14.2098,0,40.3889,4.33333,0,6.02778,33.614,paramedics
104,153,126,115,209,127,119,81,151,21.5,4.5,23,2,4.5,0,2.5,1,4.5,20.8824,14.375,12.4674,13,18.2099,0,31.3833,7,11.3677,19.7365,9.83333,18.6186,10.6667,33.6543,0,39.8667,10.125,14.2447,paramedics
0,306,24,35,228,30,0,151,0,0,198,0,0.5,5.5,2.5,0,11.5,0,0,26.3813,0,31.3333,20.0225,5,0,16.9167,0,0,14.727,0,26.6667,26.3519,13.25,0,38.9275,0,person
8,296,0,50,275,48,4,230,0,0,25.5,0,2,2.5,2.5,0,19,0,0,19.3907,0,14.5,15.3444,13.4,0,14.9109,0,0,16.1807,0,11.25,18.1556,22.6667,0,19.9347,0,person
100,170,0,28,322,26,61,196,26,2,10,0,2,6.5,2,8,13,0,20,11.1822,0,25.3333,11.7474,6.83333,38.0111,18.7497,0,5.25,17.8715,0,9.55556,11.8664,25.5,34.6611,23.9397,0,person
112,266,0,45,285,42,36,189,26,14.5,23,0,4.5,1.5,0,6.5,19.5,2,37.1701,18.9631,0,33.1481,18.9444,0,39.0128,16.6479,2.75,20.6764,14.5389,0,30.7037,23.0694,0,37.6026,19.4509,38.5,person
76,336,168,22,351,25,78,189,38,2,30.5,0,0,4,0.5,8,130.5,0,40.5,21.3553,0,0,13.4907,4.33333,37.1786,14.5858,0,29,18.5291,0,0,14.6528,9.66667,28.6786,21.6651,0,person
0,283,81,5,322,17,27,204,62,0,19.5,0,0,10,0,4.5,24.5,0,0,12.8692,0,0,9.475,0,39.7407,14.0223,0,0,12.8868,0,0,14.1861,0,23.5185,21.9117,0,person
69,245,85,15,264,57,30,238,31,6.5,24.5,0,0,90,0,0,22.5,3,39.6288,22.5988,0,0,16.3793,0,0,17.6674,3.5,19.8333,29.5841,0,0,12.3678,0,0,15.7769,37,person
19,166,0,20,238,0,36,245,37,1,13.5,0,1,2,0,0,24,3,38.3333,9.72321,0,38.3333,2.2381,0,0,17.788,2.13889,28.5,27.6482,0,4.5,2.61905,0,0,17.9204,37.2778,person
67,159,0,22,216,0,51,351,17,8.5,15.5,0,2.5,4.5,0,0,25,2.5,39.2321,5.81111,0,37.4667,5.59921,0,0,19.1277,3.73333,16.7786,14.6389,0,9.73333,5.59921,0,0,22.3894,39.2667,person
117,212,45,25,281,29,8,276,48,11,14,0,3,4,0,0,27,7,36.6595,20.5032,0,37.9444,13.3542,0,0,23.7968,4.78571,26.9728,29.7803,0,11.8333,4.79792,0,0,22.1337,38.5,person
0,304,7,0,236,5,0,245,0,0,55.5,0,0,8.5,0,0,22.5,0,0,13.1375,0,0,15.6052,0,0,13.083,0,0,9.79416,0,0,8.47712,0,0,19.866,0,person
0,352,7,0,223,0,0,268,15,0,42.5,0,0,21,0,0,32.5,0,0,24.5413,0,0,17.6815,0,0,16.0614,0,0,9.21324,0,0,17.9093,0,0,15.4657,0,person
0,342,0,8,224,0,6,293,3,0,293,0,0,23,0,0,64.5,0,0,23.5655,0,0,12.7333,0,0,24.5898,0,0,8.35686,0,0,5.78333,0,0,20.9795,0,person
0,358,9,3,312,17,5,328,11,0,340,0,0,3,0,0,63.5,0,0,26.6976,0,0,19.8889,0,0,16.0454,0,0,10.0406,0,0,18.1944,0,0,21.1485,0,person
33,344,0,34,283,18,70,291,60,0,17.5,0,0,9,0,8,25,13,0,17.2252,0,0,14.1972,0,37.5,19.5112,4.42308,0,14.8533,0,0,30.4449,0,33.4583,8.38683,22.2821,person
42,249,37,8,218,14,0,179,0,3,14.5,2,1,2.5,0,0,9,0,40.5,17.9188,1.5,39.3333,17.3333,0,0,8.84375,0,23,23.2423,24,20.5,17.6306,0,0,25.9896,0,person
0,227,61,0,174,4,27,187,21,0,27.5,9.5,0,15.5,0,5,19,5,0,19.009,2.64286,0,18.5163,0,39.3611,22.2814,2.63889,0,16.9502,17.2143,0,24.0514,0,38.8111,23.3473,38.9111,person
125,230,89,47,247,42,7,211,0,0,20.5,14.5,6,88,1,0.5,39.5,0,0,15.7014,5.42708,31.0556,14.1825,0,40.6667,24.5767,0,0,15.196,22.625,30.8333,15.7302,0,40.6667,32.3038,0,person
69,261,83,23,253,12,29,192,0,4,20.5,0,2,2,1,4.5,16,0,20,18.7584,0,38.0556,21.5417,0,39.1296,13.5844,0,11.75,21.3869,0,25.5556,19.8403,0,38.213,27.1854,0,person
71,206,0,7,270,48,74,172,0,6,14.5,0,1.5,3,1,25,13,0,40,19.6811,0,40.4444,8.22222,14.6667,34.1497,8.34615,0,19.4167,27.5453,0,17.8889,19.5,23,27.8231,15.9583,0,person
79,270,46,24,367,16,20,367,55,6,21,1,1,1.5,1,0,18,0,19.697,15.6022,1.5,37.3333,12.1222,4.16667,0,12.3872,0,8.9697,13.3528,13,23.5,18.4444,23.3333,0,29.628,0,person
95,319,16,19,403,12,15,351,30,3,22.5,0,3,5,2,1,17.5,0,40.1667,25.1301,0,38.7778,16.06,2.33333,40.5,15.1489,0,23.3333,21.6769,0,34,21.5467,34.25,39,25.1102,0,person
104,351,0,19,365,14,55,312,0,4,81,0,0,3.5,1,2,29.5,0,19.9524,15.5304,0,0,7.36032,3.66667,20,18.6665,0,11.0238,22.7656,0,0,9.89365,28,15.25,21.4184,0,person
33,328,79,8,406,174,52,309,45,0,14.5,5.5,0,5,0,5.5,23,0,0,19.5175,2,0,14.458,0,39.1515,13.1589,0,0,24.1687,29,0,18.2617,0,36.5303,23.3864,0,person
0,309,211,0,376,44,139,252,0,0,22,55.5,0,19.5,2,15,181,0,0,32.4474,7.75152,0,16.5491,9.33333,31.7667,10.595,0,0,23.6413,25.2636,0,11.8283,25.25,28.6,13.832,0,person
43,442,188,18,417,131,32,557,26,1,31.5,0,0,4,0,0,18.5,3,20.25,14.6302,0,0,14.3583,0,0,21.6946,2.22222,16,26.1161,0,0,10.0389,0,0,15.5643,32,person
138,481,19,207,358,0,178,457,77,9,17,0,0,8.5,0,0,17.5,3.5,38.2593,16.363,0,0,24.6111,0,0,20.3983,3.2381,30.7407,20.7718,0,0,14.8861,0,0,22.1373,31.9048,person
243,445,14,76,433,174,118,342,134,4,16,0,7,6,0,0,22.5,11.5,40,29.1381,0,35.4167,25.4444,0,0,24.1588,5.80303,40.5,30.981,0,4.5,14.2889,0,0,14.9259,33.9697,person
144,595,16,68,428,53,108,373,135,0,14,0,0,0,0,10,7.5,9,0,22.2683,0,0,0,0,36.4286,25.3333,4.12424,0,28.697,0,0,0,0,21.3244,20.3,27.003,person
231,400,459,43,609,259,10,582,114,6.5,12,0,1,5,0,0,29.5,16,35.6476,24.1619,0,37,14.5333,0,0,17.5464,5.05258,21.0608,37.6389,0,1.5,8.46667,0,0,19.757,32.7807,person
59,376,143,12,270,36,24,330,11,0,29,0,1,5.5,0,1,30.5,1.5,0,21.117,0,40.3333,18.4229,0,40.5,20.0591,1.55556,0,10.7856,0,17.5,15.6229,0,35,17.3433,37.4444,person
9,421,35,3,260,0,16,263,4,0,701,0,0,2.5,0,0,45.5,0,0,15.9959,0,0,19.4542,0,0,16.0501,0,0,21.3692,0,0,6.7,0,0,16.9542,0,person
56,361,60,24,316,28,110,226,52,4,17.5,6.5,0.5,7.5,0,8,18.5,7.5,40,18.8217,2.5,18.6667,19.2907,0,37.2794,21.9871,4.64444,27.25,14.5769,17.3333,8.16667,20.9426,0,31.196,7.80857,24.1222,person
0,363,27,19,341,8,28,329,10,0,28.5,1.5,1.5,6.5,0,2,33,0.5,0,28.6489,0,40.4444,25.8981,0,20,20.4688,1.66667,0,17.9842,0,17.8889,16.3704,0,17.75,23.3856,39.3333,person
0,404,8,0,335,12,35,304,20,0,761.5,0,0,5,2,1,47,0,0,22.5015,0,0,22,2.33333,40.5,19.1111,0,0,21.0275,0,0,30.9667,30.25,33,19.4546,0,person
56,262,342,5,221,112,83,198,50,7,29.5,0,0,6,0,3,40.5,5,36.3333,26.408,0,0,10.1667,0,40.25,21.4625,4.15,36.3333,21.0263,0,0,11.3056,0,18.5,18.7892,37.25,person
111,232,0,36,437,189,332,571,189,6.5,11.5,0,0,15,0,3,20,18.5,32.0385,17.2379,0,0,16.1003,0,18.2778,23.4347,6.14815,15.4161,24.8913,0,0,25.6667,0,18.8333,15.8914,28.8534,person
163,364,17,54,377,40,10,243,235,28.5,14.5,0,0,2.5,0,0,15,37,27.7772,21.0228,0,0,8.83333,0,0,9.55926,11.9714,20.5656,23.3141,0,0,2.61111,0,0,18.763,22.1667,person
169,365,23,9,246,434,0,188,201,7.5,16.5,0,0,51.5,0,0,4,23,22.7829,13.0442,0,0,19.5183,0,0,38.7619,11.9028,23.6607,18.8351,0,0,22.5619,0,0,7.2381,25.8635,person
163,253,0,75,286,253,0,243,98,33,11.5,0,0,7.5,0,0,12.5,10.5,35.7939,27.3398,0,0,20.8413,0,0,22.7472,6.25,23.7978,21.2096,0,0,17.6369,0,0,7.54158,31.1833,person
7,514,113,5,458,31,93,339,58,0,13.5,0,0,5.5,2,4,32.5,0,0,14.8785,0,0,10.4667,6.33333,37.1667,15.9653,0,0,13.8761,0,0,15.2,20.25,23.0833,15.0438,0,person
12,639,288,252,472,28,143,281,14,0,19,0,0,11.5,1,6.5,18.5,0,0,22.9556,0,0,21.4313,1.5,37.9365,13.6869,0,0,21.3005,0,0,15.365,12.75,22.5675,22.6715,0,person
214,529,25,138,377,17,71,342,8,0,14,0,0,6,0.5,4.5,41.5,0,0,20.3129,0,0,13.75,2.33333,38.6667,12.5188,0,0,20.0141,0,0,13.6,6.66667,36.1667,22.3287,0,person
132,409,10,28,482,44,83,294,11,11,34,0,3,21,2,8,25.5,0,36.4242,19.1058,0,19.5,13.7254,5,37.375,12.5438,0,29.1591,19.1799,0,2,15.0987,14.75,34.625,23.2704,0,person
52,402,195,1,395,24,62,312,47,2,20.5,0,0,13.5,1,7,23.5,0,40.5,22.5858,0,0,9.9639,6.66667,37.9986,9.04198,0,32,21.0891,0,0,4.67667,22.5,36.2336,15.0753,0,person
67,280,16,3,259,17,2,227,7,7.5,15,0,0,4.5,1,0,29.5,0,38.8944,18.704,0,0,9.52148,0,0,14.9269,0,28.2556,16.0578,0,0,17.3163,0,0,34.7017,0,person
34,271,66,12,271,5,15,153,0,0,14.5,1,2,17,0,0,4.5,0,0,19.1677,1.5,40.5,14.9874,0,0,14.6447,0,0,21.1056,28,30,18.4695,0,0,35.5093,0,person
85,267,83,15,322,22,55,249,22,7,12,10,2.5,88.5,0,7,25.5,0,38.2714,24.1122,3.27619,39.2667,12.3704,0,38.75,12.4847,0,20.4857,16.0221,23.5016,2.73333,22.787,0,34.2143,18.0417,0,person
88,249,126,85,373,51,92,285,20,7.5,12.5,13.5,8.5,28.5,2,12.5,18,0,37.3778,21.3708,6.07605,37.2571,19.4379,0.444444,36.2205,8.65336,0,22.4944,8.52765,21.1503,18.3442,22.3859,0.444444,35.9803,24.1818,0,person
8,301,129,3,416,43,87,294,57,0,24.5,6.5,0,25,1,13,7.5,0,0,22.3966,2.52381,0,19.0188,0,35.6226,11.9094,0,0,13.5342,23.0417,0,15.1516,0,34.7187,24.0706,0,person
54,161,41,14,204,6,33,165,24,4,19,0,1,4,0,0,23,4,39.25,17.161,0,39.3333,17.0278,0,0,17.1291,3.2381,14.25,27.8585,0,6.33333,24.6667,0,0,12.1049,37.3333,person
101,181,0,22,223,12,62,194,37,8.5,19.5,0,5,1.5,0,0,37.5,6.5,37.8782,25.1131,0,38.6667,11.4444,0,0,26.3907,5.64103,31.8179,24.7967,0,12.5,7,0,0,15.173,37.1282,person
86,153,0,27,157,21,7,140,37,6.5,16.5,0,2.5,21.5,0,0,40.5,7,36.8301,21.1201,0,18,15.3439,0,0,20.109,4.28571,27.5304,23.6846,0,3.25,6.95767,0,0,18.4889,36.75,person
54,168,0,9,175,0,36,176,9,0,19,0,2,4.5,0,0,25,0.5,0,9.90914,0,40.25,13.3981,0,0,26.1055,1.66667,0,16.9592,0,5.5,3.87037,0,0,15.8916,39.3333,person
59,188,0,14,162,0,5,190,18,0,20,0,1,5,0,0,34.5,2,0,19.7775,0,39,19.6713,0,0,23.3099,3,0,26.9369,0,3.5,16.7222,0,0,12.2313,39,person
132,263,159,76,296,24,244,270,7,9.5,17.5,0,0,11,3,0,18,0,38.3359,17.869,0,0,17.0175,5,0,23.0685,0,19.9116,19.5964,0,0,23.5351,5.5,0,18.9191,0,person
82,482,17,51,193,78,6,360,31,3,16,0,0,0,0,0,14.5,3,39.1389,17.3336,0,0,0,0,0,22.6535,2.5,22.2778,28.239,0,0,0,0,0,12.3561,37,person
101,290,199,8,350,27,321,360,58,7.5,25.5,0,0,3,0,0,28,5,25.746,22.1758,0,0,24.537,0,0,26.7821,3.1,17.2064,25.365,0,0,10.063,0,0,15.2226,35.7333,person
0,191,0,0,282,0,0,263,0,0,20.5,0,0,9.5,0,0,54.5,0,0,9.59804,0,0,10.3762,0,0,14.1972,0,0,36.1214,0,0,21.7984,0,0,13.7799,0,person
130,195,0,175,235,140,24,244,96,7,13.5,0,0,22,0,0,11,12,33.9125,19.0088,0,0,17.9372,0,0,27.1818,6.12745,32.6987,30.0877,0,0,26.3505,0,0,10.0424,33.9461,person
88,269,257,30,368,27,131,402,75,3.5,15.5,0,0,1,0,0,17,6,38.4444,21.4661,0,0,7.83333,0,0,24.2046,3.87037,28.2222,27.3743,0,0,5.66667,0,0,10.0433,27.1574,person
121,284,88,47,246,34,332,268,109,10.5,11.5,0,5,2,0,0,30.5,12.5,34.902,17.7852,0,39.2667,8.40741,0,0,14.2968,6.75053,19.0098,25.8685,0,4.26667,15.2407,0,0,13.1745,32.4853,person
117,233,0,27,314,0,16,286,94,4.5,15.5,0,4,12.5,0,0,28.5,8,35.8704,17.5858,0,38,14.7929,0,0,21.0043,4.4375,25.6852,21.2399,0,17.5,21.2042,0,0,9.133,33.45,person
142,261,0,77,275,0,115,232,110,9.5,15,0,0,7.5,0,0,24,12,30.9123,16.7143,0,0,11.1111,0,0,16.6944,6.61859,27.6667,19.227,0,0,11.3867,0,0,9.66055,35.2676,person
86,348,0,11,298,15,0,268,49,6,35,0,0,11.5,0,0,12.5,7.5,38.8333,30.9699,0,0,20.3579,0,0,27.9295,2.875,32.6667,15.2757,0,0,15.477,0,0,15.9674,29,person
6,391,6,11,458,8,10,315,0,0,15,0,0,12,0.5,0,14,0,0,22.041,0,0,18.0223,1.66667,0,14.5982,0,0,21.0912,0,0,17.9835,8.66667,0,18.0391,0,person
148,573,0,71,599,37,45,557,61,2.5,12.5,0,2.5,9,3.5,0,23.5,0,40.0667,14.6441,0,33.6667,13.9327,6.38095,0,17.2187,0,28.5333,16.5113,0,29.4167,15.0522,27.9048,0,22.3468,0,person
9,498,133,8,527,272,112,325,0,0,34,7,0,16,0,6,204,0,0,18.1822,3,0,14.047,0,38.381,12.2842,0,0,10.8255,26.5,0,11.4591,0,32.0119,17.0309,0,person
81,557,187,35,552,13,46,476,18,3,23.5,0,2,12,0,3,23.5,2,39.5,19.3787,0,40,12.2193,0,39.6111,16.3532,1.5,26.6667,10.2568,0,7,16.2982,0,37,16.674,28,person
15,585,137,283,645,24,72,372,155,0,53,6.5,0,28.5,0.5,7.5,34,0,0,20.2295,2.86111,0,21.1078,4.66667,38.5778,12.8366,0,0,19.8585,35.6111,0,15.5031,29.3333,32.6444,19.1152,0,person
11,412,41,5,406,3,6,519,3,0,139.5,0,0,4,0,0,19,0,0,16.4712,0,0,13.4569,0,0,15.8419,0,0,11.8831,0,0,15.6222,0,0,16.4774,0,person
69,430,5,26,300,40,63,302,36,2.5,14,0,0.5,12.5,0,0,15,4,20.25,16.1325,0,37.3333,13.1779,0,0,21.5646,2.16667,7,22.045,0,3.66667,28.0152,0,0,11.4736,38.5833,person
164,393,57,88,395,12,369,372,141,5,11.5,0,4,7,0,0,11,12,38.65,25.8639,0,31.8333,20.907,0,0,25.7514,6.58578,21.8667,26.7033,0,4.25,22.2347,0,0,9.19734,32.1618,person
